commit ID;text;predicted_decision;predicted_rationale
MDY6Q29tbWl0MjMyNTI5ODoxYTIwZDQwOWM4NzQyNTUwODZlMmY0MmE3Mjk4MjZkNDkwMjk0Yzkx;After hibernation the lid is initially reported as closed;0;0
MDY6Q29tbWl0MjMyNTI5ODoxYTIwZDQwOWM4NzQyNTUwODZlMmY0MmE3Mjk4MjZkNDkwMjk0Yzkx;"Once closing and then reopening the lid reports the lid as
open again";1;0
MDY6Q29tbWl0MjMyNTI5ODoxYTIwZDQwOWM4NzQyNTUwODZlMmY0MmE3Mjk4MjZkNDkwMjk0Yzkx;"This leads to the conclusion that the initial
notification of the lid is missing but subsequent
notifications are correct";0;1
MDY6Q29tbWl0MjMyNTI5ODoxYTIwZDQwOWM4NzQyNTUwODZlMmY0MmE3Mjk4MjZkNDkwMjk0Yzkx;"In order fo the Linux LID code to handle this device properly
the lid_init_state must be set to ACPI_BUTTON_LID_INIT_OPEN.";0;0
MDY6Q29tbWl0MjMyNTI5ODplZmZiZTY0MDRlNmMxY2NjYWEzNTFhNTBmMWQ0MzFmODNiMzRkOWE1;ACPI: button: fix some coding style issues;1;1
MDY6Q29tbWl0MjMyNTI5ODplZmZiZTY0MDRlNmMxY2NjYWEzNTFhNTBmMWQ0MzFmODNiMzRkOWE1;"Fix some coding style issues reported by checkpatch.pl, including the
following types";1;1
MDY6Q29tbWl0MjMyNTI5ODplZmZiZTY0MDRlNmMxY2NjYWEzNTFhNTBmMWQ0MzFmODNiMzRkOWE1;"WARNING: Block comments use * on subsequent lines
WARNING: Block comments use a trailing */ on a separate line
ERROR: code indent should use tabs where possible";1;1
MDY6Q29tbWl0MjMyNTI5ODo0MTFlMzIxNmQ0ZWU3ZTNjMjVjMzY1YjBkMDllMThmNzc5OGQ3MDVh;ACPI: button: Clean up printing messages;1;1
MDY6Q29tbWl0MjMyNTI5ODo0MTFlMzIxNmQ0ZWU3ZTNjMjVjMzY1YjBkMDllMThmNzc5OGQ3MDVh;"Replace the ACPI_DEBUG_PRINT() instance in button.c with an
acpi_handle_debug() call, drop the _COMPONENT and ACPI_MODULE_NAME()
definitions that are not used any more, drop the no longer needed
ACPI_BUTTON_COMPONENT definition from the headers and update the
documentation accordingly";1;0
MDY6Q29tbWl0MjMyNTI5ODo0MTFlMzIxNmQ0ZWU3ZTNjMjVjMzY1YjBkMDllMThmNzc5OGQ3MDVh;"While at it, replace the direct printk() invocations with pr_info()
(that changes the excessive log level for some of them too) and drop
the unneeded PREFIX sybmbol definition from battery.c.";1;1
MDY6Q29tbWl0MjMyNTI5ODo3ZGFhYTA2MzU3YmY3ZjE4NzRiNjJiYjFlYTlkNjZhNTFkNGU1Njdl;ACPI: button: Add DMI quirk for Medion Akoya E2228T;1;1
MDY6Q29tbWl0MjMyNTI5ODo3ZGFhYTA2MzU3YmY3ZjE4NzRiNjJiYjFlYTlkNjZhNTFkNGU1Njdl;"The Medion Akoya E2228T's ACPI _LID implementation is quite broken,
it has the same issues as the one from the Medion Akoya E2215T";0;0
MDY6Q29tbWl0MjMyNTI5ODo3ZGFhYTA2MzU3YmY3ZjE4NzRiNjJiYjFlYTlkNjZhNTFkNGU1Njdl;1;0;0
MDY6Q29tbWl0MjMyNTI5ODo3ZGFhYTA2MzU3YmY3ZjE4NzRiNjJiYjFlYTlkNjZhNTFkNGU1Njdl;"For notifications it uses an ActiveLow Edge GpioInt, rather then
   an ActiveBoth one, meaning that the device is only notified when the
   lid is closed, not when it is opened";0;0
MDY6Q29tbWl0MjMyNTI5ODo3ZGFhYTA2MzU3YmY3ZjE4NzRiNjJiYjFlYTlkNjZhNTFkNGU1Njdl;2;1;0
MDY6Q29tbWl0MjMyNTI5ODo3ZGFhYTA2MzU3YmY3ZjE4NzRiNjJiYjFlYTlkNjZhNTFkNGU1Njdl;"Matching with this its _LID method simply always returns 0 (closed)
In order for the Linux LID code to work properly with this implementation,
the lid_init_state selection needs to be set to ACPI_BUTTON_LID_INIT_OPEN,
add a DMI quirk for this";0;1
MDY6Q29tbWl0MjMyNTI5ODo3ZGFhYTA2MzU3YmY3ZjE4NzRiNjJiYjFlYTlkNjZhNTFkNGU1Njdl;"While working on this I also found out that the MD60### part of the model
number differs per country/batch while all of the E2215T and E2228T models
have this issue, so also remove the "" MD60198"" part from the E2215T quirk.";1;1
MDY6Q29tbWl0MjMyNTI5ODoxMzZhNGRmZTg3Y2QzNGRiMjE1MzMzMGFhODRkYmJjMjEwZWIzNmI2;ACPI: button: Drop no longer necessary Acer SW5-012 lid_init_state quirk;1;1
MDY6Q29tbWl0MjMyNTI5ODoxMzZhNGRmZTg3Y2QzNGRiMjE1MzMzMGFhODRkYmJjMjEwZWIzNmI2;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which
modify the irqflags"") adds a workaround for DSDTs with a _LID method
which play tricks with the irqflags, assuming that the OS is using
an irq-type of IRQ_TYPE_LEVEL_LOW";1;1
MDY6Q29tbWl0MjMyNTI5ODoxMzZhNGRmZTg3Y2QzNGRiMjE1MzMzMGFhODRkYmJjMjEwZWIzNmI2;"Now that this workaround is in place, we no longer need to disable the
lid functionality on the Acer SW5-012.";1;1
MDY6Q29tbWl0MjMyNTI5ODoyMTk4OGE4ZTUxNDc5Y2VmZmU3YjA1NjhiMTcwZWZmYWJiNzA4ZGZl;ACPI: button: fix handling lid state changes when input device closed;1;1
MDY6Q29tbWl0MjMyNTI5ODoyMTk4OGE4ZTUxNDc5Y2VmZmU3YjA1NjhiMTcwZWZmYWJiNzA4ZGZl;"The original intent of 84d3f6b76447 was to delay evaluating lid state until
all drivers have been loaded, with input device being opened from userspace
serving as a signal for this condition";0;0
MDY6Q29tbWl0MjMyNTI5ODoyMTk4OGE4ZTUxNDc5Y2VmZmU3YjA1NjhiMTcwZWZmYWJiNzA4ZGZl;"Let's ensure that state updates
happen even if userspace closed (or in the future inhibited) input device";1;1
MDY6Q29tbWl0MjMyNTI5ODoyMTk4OGE4ZTUxNDc5Y2VmZmU3YjA1NjhiMTcwZWZmYWJiNzA4ZGZl;"Note that if we go through suspend/resume cycle we assume the system has
been fully initialized even if LID input device has not been opened yet";0;1
MDY6Q29tbWl0MjMyNTI5ODoyMTk4OGE4ZTUxNDc5Y2VmZmU3YjA1NjhiMTcwZWZmYWJiNzA4ZGZl;"This has a side-effect of fixing access to input->users outside of
input->mutex protections by the way of eliminating said accesses and using
driver private flag";0;1
MDY6Q29tbWl0MjMyNTI5ODoyMTk4OGE4ZTUxNDc5Y2VmZmU3YjA1NjhiMTcwZWZmYWJiNzA4ZGZl;"Fixes: 84d3f6b76447 (""ACPI / button: Delay acpi_lid_initialize_state() until first user space open"")";0;1
MDY6Q29tbWl0MjMyNTI5ODo1N2QyZGQ0YmQxOGIxMzc4YjNiYzBiNmIyYjhiODU4ZGViNmMyZmE3;ACPI: Use fallthrough pseudo-keyword;1;1
MDY6Q29tbWl0MjMyNTI5ODo1N2QyZGQ0YmQxOGIxMzc4YjNiYzBiNmIyYjhiODU4ZGViNmMyZmE3;"Replace the existing /* fall through */ comments and its variants with
the new pseudo-keyword macro fallthrough[1]";1;1
MDY6Q29tbWl0MjMyNTI5ODo1N2QyZGQ0YmQxOGIxMzc4YjNiYzBiNmIyYjhiODU4ZGViNmMyZmE3;"Also, remove unnecessary
fall-through markings when it is the case.";1;1
MDY6Q29tbWl0MjMyNTI5ODphMTA2NjBmNzc4OGJjYjEyMjk1MzRjZDFhYTU3YThmNGIzNmNmZTc0;ACPI: Delete unused proc filename macros;1;1
MDY6Q29tbWl0MjMyNTI5ODphMTA2NjBmNzc4OGJjYjEyMjk1MzRjZDFhYTU3YThmNGIzNmNmZTc0;"Those were used to create files in /proc/acpi long ago
and were missed when that code was deleted.";0;0
MDY6Q29tbWl0MjMyNTI5ODoyYjYwMjJhMzJlMWM2ZTc0MGE1OTI5OTUxZDlkOGNiZWQzYjE2MmIx;ACPI: button: Drop no longer necessary Asus T200TA lid_init_state quirk;1;1
MDY6Q29tbWl0MjMyNTI5ODoyYjYwMjJhMzJlMWM2ZTc0MGE1OTI5OTUxZDlkOGNiZWQzYjE2MmIx;"Commit 17e5888e4e18 (""x86: Select HARDIRQS_SW_RESEND on x86"") fixes
the edge-triggered embedded-controller (WC) IRQ not being replayed after
resume when woken by opening the lid, which gets signaled by the EC";0;0
MDY6Q29tbWl0MjMyNTI5ODoyYjYwMjJhMzJlMWM2ZTc0MGE1OTI5OTUxZDlkOGNiZWQzYjE2MmIx;"This means that the lid_init_state=ACPI_BUTTON_LID_INIT_OPEN quirk for
the Asus T200TA is no longer necessary, the lid now works properly
without it, so drop the quirk";1;1
MDY6Q29tbWl0MjMyNTI5ODoyYjYwMjJhMzJlMWM2ZTc0MGE1OTI5OTUxZDlkOGNiZWQzYjE2MmIx;"Fixes: 17e5888e4e18 (""x86: Select HARDIRQS_SW_RESEND on x86"")";1;1
MDY6Q29tbWl0MjMyNTI5ODphYzFjYzZiNDg1NmZmYTdlY2I4MThiM2NlYjgyYmZjNDM1OTdkNjEz;ACPI: button: move HIDs to acpi/button.h;1;0
MDY6Q29tbWl0MjMyNTI5ODphYzFjYzZiNDg1NmZmYTdlY2I4MThiM2NlYjgyYmZjNDM1OTdkNjEz;This makes it possible to use ACPI_BUTTON_HID_POWER in another driver.;0;1
MDY6Q29tbWl0MjMyNTI5ODowNTI4OTA0OTI2YWFiMTliZmZiMjA2ODg3OWFhNDRkYjE2NmM2ZDVm;ACPI: button: Add DMI quirk for Razer Blade Stealth 13 late 2019 lid switch;1;0
MDY6Q29tbWl0MjMyNTI5ODowNTI4OTA0OTI2YWFiMTliZmZiMjA2ODg3OWFhNDRkYjE2NmM2ZDVm;"Running evemu-record on the lid switch event shows that the lid reports
the first ""close"" but then never reports an ""open""";0;0
MDY6Q29tbWl0MjMyNTI5ODowNTI4OTA0OTI2YWFiMTliZmZiMjA2ODg3OWFhNDRkYjE2NmM2ZDVm;" This causes systemd
to continuously re-suspend the laptop every 30s";0;1
MDY6Q29tbWl0MjMyNTI5ODowNTI4OTA0OTI2YWFiMTliZmZiMjA2ODg3OWFhNDRkYjE2NmM2ZDVm;" Resetting the _LID to
""open"" fixes the issue.";0;1
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;ACPI: button: Add DMI quirk for Acer Switch 10 SW5-032 lid-switch;1;0
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;The Acer Switch 10 SW5-032 _LID method is quite broken, it looks like this;0;0
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;"            Method (_LID, 0, NotSerialized)  // _LID: Lid Status
                If ((STAS & One))
                    Local0 = One
                    PBCG |= 0x05000000
                    HMCG |= 0x05000000
                Else
                    Local0 = Zero
                    PBCG &= 0xF0FFFFFF
                    HMCG &= 0xF0FFFFFF
                ^^PCI0.GFX0.CLID = Local0
                Return (Local0)
The problem here is the accesses to the PBCG and HMCG, these are the
pinconf0 registers for the power, resp";1;1
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;"the home button GPIO,
e.g";0;0
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;PBCG is declared as;0;0
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;"            OperationRegion (PWBT, SystemMemory, 0xFED0E080, 0x10)
            Field (PWBT, DWordAcc, NoLock, Preserve)
                PBCG,   32,
                PBV1,   32,
                PBSA,   32,
                PBV2,   32
Where 0xFED0E000 is the base address of the GPO2 device and 0x80 is
the offset for the pin used for the powerbutton";1;0
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;The problem here is this line in _LID;0;1
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;"                    PBCG |= 0x05000000
This changes the trigger flags of the GPIO, changing when it generates
interrupts";0;1
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;Note it does not clear the original flags;1;0
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;"Linux uses an
edge triggered interrupt on both positive and negative edges";0;0
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;"This |=
adds the BYT_TRIG_LVL flag to this, so now it is turned into a level
interrupt which fires both when low and high, iow it simply always
fires leading to an interrupt storm, the tablet immediately waking up
from suspend again, etc";1;1
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;"There is nothing we can do to fix this, except for a DSDT override,
which the user needs to do manually";1;1
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;"The only thing we can do is
never call _LID, which requires disabling the lid-switch functionality
altogether";0;1
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;"This commit adds a quirk for this, as no lid-switch function is better
then the interrupt storm";1;1
MDY6Q29tbWl0MjMyNTI5ODo5MGVkOWM2MzljMWI1MzU1NmY4N2IxYzUwMzFjN2U0YzU3Mjg1YTky;"A user manually applying a DSDT override can
also override the quirk on the kernel cmdline.";1;1
MDY6Q29tbWl0MjMyNTI5ODplMzQ2ZDBjZjJjMGEyZGM5ZTYzZDViOTA4MjRiYmU1YWMwY2M0M2Uy;ACPI: button: Remove unused acpi_lid_notifier_[un]register() functions;1;1
MDY6Q29tbWl0MjMyNTI5ODplMzQ2ZDBjZjJjMGEyZGM5ZTYzZDViOTA4MjRiYmU1YWMwY2M0M2Uy;"There are no users of the acpi_lid_notifier_[un]register functions,
so lets remove them.";1;0
MDY6Q29tbWl0MjMyNTI5ODowMGUyNTAzNjdjYzZjNGFiODBmZWE2ZWM2MDVkNDY0ZTYyNGJkNTIw;ACPI: button: Add DMI quirk for Asus T200TA;1;1
MDY6Q29tbWl0MjMyNTI5ODowMGUyNTAzNjdjYzZjNGFiODBmZWE2ZWM2MDVkNDY0ZTYyNGJkNTIw;"The Asus T200TA lid has some weird behavior where _LID keeps reporting
closed after every second openening of the lid";0;1
MDY6Q29tbWl0MjMyNTI5ODowMGUyNTAzNjdjYzZjNGFiODBmZWE2ZWM2MDVkNDY0ZTYyNGJkNTIw;"Causing immediate
re-suspend after opening every other open";0;0
MDY6Q29tbWl0MjMyNTI5ODowMGUyNTAzNjdjYzZjNGFiODBmZWE2ZWM2MDVkNDY0ZTYyNGJkNTIw;"I've looked at the AML code but it involves talking to the EC and we
have no idea what the EC is doing";1;0
MDY6Q29tbWl0MjMyNTI5ODowMGUyNTAzNjdjYzZjNGFiODBmZWE2ZWM2MDVkNDY0ZTYyNGJkNTIw;"Setting lid_init_state to
ACPI_BUTTON_LID_INIT_OPEN fixes the unwanted behavior, so this commit
adds a DMI based quirk to use ACPI_BUTTON_LID_INIT_OPEN on the T200TA.";1;1
MDY6Q29tbWl0MjMyNTI5ODo5MzJlMWJhNDg2MTE3ZGUyZmNlYTNkZjI3YWQ4MjE4YWQ2YzExNDcw;ACPI: button: Add DMI quirk for Medion Akoya E2215T;1;1
MDY6Q29tbWl0MjMyNTI5ODo5MzJlMWJhNDg2MTE3ZGUyZmNlYTNkZjI3YWQ4MjE4YWQ2YzExNDcw;The Medion Akoya E2215T's ACPI _LID implementation is quite broken;0;0
MDY6Q29tbWl0MjMyNTI5ODo5MzJlMWJhNDg2MTE3ZGUyZmNlYTNkZjI3YWQ4MjE4YWQ2YzExNDcw; 1;0;0
MDY6Q29tbWl0MjMyNTI5ODo5MzJlMWJhNDg2MTE3ZGUyZmNlYTNkZjI3YWQ4MjE4YWQ2YzExNDcw;"For notifications it uses an ActiveLow Edge GpioInt, rather then
    an ActiveBoth one, meaning that the device is only notified when the
    lid is closed, not when it is opened";0;0
MDY6Q29tbWl0MjMyNTI5ODo5MzJlMWJhNDg2MTE3ZGUyZmNlYTNkZjI3YWQ4MjE4YWQ2YzExNDcw;2;1;0
MDY6Q29tbWl0MjMyNTI5ODo5MzJlMWJhNDg2MTE3ZGUyZmNlYTNkZjI3YWQ4MjE4YWQ2YzExNDcw;"Matching with this its _LID method simply always returns 0 (closed)
  In order for the Linux LID code to work properly with this implementation,
  the lid_init_state selection needs to be set to ACPI_BUTTON_LID_INIT_OPEN";1;1
MDY6Q29tbWl0MjMyNTI5ODo5MzJlMWJhNDg2MTE3ZGUyZmNlYTNkZjI3YWQ4MjE4YWQ2YzExNDcw;This commit adds a DMI quirk for this.;0;0
MDY6Q29tbWl0MjMyNTI5ODpkN2NkMDgyMzFhN2ZhZmIwZDgxNzg2NTE1NTI3NjUxZDMyNDJhN2Y0;ACPI: button: Turn lid_blacklst DMI table into a generic quirk table;1;1
MDY6Q29tbWl0MjMyNTI5ODpkN2NkMDgyMzFhN2ZhZmIwZDgxNzg2NTE1NTI3NjUxZDMyNDJhN2Y0;"Commit 3540c32a9ae4 (""ACPI / button: Add quirks for initial lid state
notification"") added 3 different modes to the LID handling code to deal
with various buggy implementations";0;1
MDY6Q29tbWl0MjMyNTI5ODpkN2NkMDgyMzFhN2ZhZmIwZDgxNzg2NTE1NTI3NjUxZDMyNDJhN2Y0;"Until now users which need one of the 2 non-default modes to get their
HW to work have to pass a kernel commandline option for this";0;1
MDY6Q29tbWl0MjMyNTI5ODpkN2NkMDgyMzFhN2ZhZmIwZDgxNzg2NTE1NTI3NjUxZDMyNDJhN2Y0;E.g;0;0
MDY6Q29tbWl0MjMyNTI5ODpkN2NkMDgyMzFhN2ZhZmIwZDgxNzg2NTE1NTI3NjUxZDMyNDJhN2Y0;"was closed with a
note that the user has to add ""button.lid_init_state=open"" to the kernel
commandline to get the LID code to not cause undesirable suspends on his
Samsung N210 Plus";0;1
MDY6Q29tbWl0MjMyNTI5ODpkN2NkMDgyMzFhN2ZhZmIwZDgxNzg2NTE1NTI3NjUxZDMyNDJhN2Y0;"This commit modifies the existing lid_blacklst DMI table so that it can
be used not only to completely disable the LID code on devices where
the ACPI tables are broken beyond repair, but also to select one of the 2
non default LID handling modes on devices where this is necessary";0;1
MDY6Q29tbWl0MjMyNTI5ODpkN2NkMDgyMzFhN2ZhZmIwZDgxNzg2NTE1NTI3NjUxZDMyNDJhN2Y0;"This will allow us to add quirks to make the LID work OOTB on broken
devices";1;1
MDY6Q29tbWl0MjMyNTI5ODpkN2NkMDgyMzFhN2ZhZmIwZDgxNzg2NTE1NTI3NjUxZDMyNDJhN2Y0;Getting this working OOTB is esp;0;0
MDY6Q29tbWl0MjMyNTI5ODpkN2NkMDgyMzFhN2ZhZmIwZDgxNzg2NTE1NTI3NjUxZDMyNDJhN2Y0;"important because the typical
breakage is false LID closed reporting, causing undesirable suspends which
basically make the system unusable.";0;0
MDY6Q29tbWl0MjMyNTI5ODo1OTM2ODFlMmM3NWY1OWYyM2NmNmY2Y2VmYzRmMDBjYWUyYTQ1MjJi;ACPI: button: Allow disabling LID support with the lid_init_state module option;1;0
MDY6Q29tbWl0MjMyNTI5ODo1OTM2ODFlMmM3NWY1OWYyM2NmNmY2Y2VmYzRmMDBjYWUyYTQ1MjJi;"Add a new ""disabled"" value for the lid_init_state module option, which can
be used to disable LID support on devices where it is completely broken";1;1
MDY6Q29tbWl0MjMyNTI5ODo1OTM2ODFlMmM3NWY1OWYyM2NmNmY2Y2VmYzRmMDBjYWUyYTQ1MjJi;"Sometimes devices seem to spontaneously suspend and the cause for this is
not clear";0;0
MDY6Q29tbWl0MjMyNTI5ODo1OTM2ODFlMmM3NWY1OWYyM2NmNmY2Y2VmYzRmMDBjYWUyYTQ1MjJi;"The LID switch is known to be one possible cause for this,
this commit allows easily disabling the LID switch for testing if it
is the cause";0;1
MDY6Q29tbWl0MjMyNTI5ODo1OTM2ODFlMmM3NWY1OWYyM2NmNmY2Y2VmYzRmMDBjYWUyYTQ1MjJi;"For example some devices which do not even have a lid, still have a LID
device in their ACPI tables, pointing to a floating GPIO";0;0
MDY6Q29tbWl0MjMyNTI5ODo1OTM2ODFlMmM3NWY1OWYyM2NmNmY2Y2VmYzRmMDBjYWUyYTQ1MjJi;"This is not really related to the initial LID state, but re-using the
existing option keeps things simple and it will make it much easier to
add DMI quirks which can either disable the LID completely or set another
non-default lid_init_state value, both of which are necessary on some
devices.";1;1
MDY6Q29tbWl0MjMyNTI5ODowNjViZDRkMzViM2ZiNDQ4NGM2MWZjNDBhNTFlZWZmZDVhYmU1MmU4;ACPI: button: Refactor lid_init_state module parsing code;1;0
MDY6Q29tbWl0MjMyNTI5ODowNjViZDRkMzViM2ZiNDQ4NGM2MWZjNDBhNTFlZWZmZDVhYmU1MmU4;"Replace the weird strncmp() calls in param_set_lid_init_state(),
which look to me like they will also accept things like ""opennnn""
to use sysfs_match_string instead";1;0
MDY6Q29tbWl0MjMyNTI5ODowNjViZDRkMzViM2ZiNDQ4NGM2MWZjNDBhNTFlZWZmZDVhYmU1MmU4;"Also rewrite param_get_lid_init_state() using the new lid_init_state_str
array";1;0
MDY6Q29tbWl0MjMyNTI5ODowNjViZDRkMzViM2ZiNDQ4NGM2MWZjNDBhNTFlZWZmZDVhYmU1MmU4;Instead of doing a straightforward one line replacement, e.g;0;1
MDY6Q29tbWl0MjMyNTI5ODowNjViZDRkMzViM2ZiNDQ4NGM2MWZjNDBhNTFlZWZmZDVhYmU1MmU4;;0;0
MDY6Q29tbWl0MjMyNTI5ODowNjViZDRkMzViM2ZiNDQ4NGM2MWZjNDBhNTFlZWZmZDVhYmU1MmU4;"print all possible values, putting [] around the selected value, so
that users can easily find out what the possible values are.";1;1
MDY6Q29tbWl0MjMyNTI5ODpjOTQyZmRkZjg3OTNiMjAxM2JlOGM5MDFiNDdkMGE4ZGMwMmJmOTlm;treewide: Replace GPLv2 boilerplate/reference with SPDX - rule 157;1;0
MDY6Q29tbWl0MjMyNTI5ODpjOTQyZmRkZjg3OTNiMjAxM2JlOGM5MDFiNDdkMGE4ZGMwMmJmOTlm;Based on 3 normalized pattern(s);0;0
