;Decision1;Rationale1;URL1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha;similarity_rationales;contradiction_rationales
10;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Similar;0.832575261592865;0.3665589392185211;
11;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Return <file_name> to previous (e.g. KitKat) behavior;this change required to handle this <iden> scenario;https://github.com/square/okhttp/commit/6cf56de5d0701ff26aa6043c552e17c4665c1287;Similar;0.8102736473083496;0.6097626686096191;
12;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;https://github.com/square/okhttp/commit/02052b01f6cd1533dd5490ceb61ab6391c4cf2f8;Similar;0.9773801565170288;0.6670135259628296;
13;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";https://github.com/square/okhttp/commit/23ca0ea3bb33706f8e75412ab7d3ce1faa15a1d6;Similar;0.979337215423584;0.5460637807846069;
14;Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;https://github.com/square/okhttp/commit/2d75be404a6c5371faded5dcdcadd26f64199e0a;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Similar;0.877721905708313;0.5772225856781006;
15;Update README.md  ;<iden> moved to Github;https://github.com/square/okhttp/commit/6a79c3223c5ff2d556bbab8eb9909fffc4ca4387;https://github.com/square/okhttp/commit/6a79c3223c5ff2d556bbab8eb9909fffc4ca4387;update proguard rules on README.md ( <pr_link> );-;https://github.com/square/okhttp/commit/1801d0cb2c7132a97c3e9c011a8546f883dfcf12;Similar;0.8192455172538757;0.3021583557128906;
16;Update README.md  ;<iden> moved to Github;https://github.com/square/okhttp/commit/6a79c3223c5ff2d556bbab8eb9909fffc4ca4387;https://github.com/square/okhttp/commit/6a79c3223c5ff2d556bbab8eb9909fffc4ca4387;fix README.md typo;README.md typo;https://github.com/square/okhttp/commit/09f424f12e48e2640915bf61c86a9ecd928e459e;Similar;0.8931903839111328;0.6231354475021362;
17;Fix nullability (override default parameter nullability set at package-info);response receives null explicitly from several catch clauses;https://github.com/square/okhttp/commit/d4a9cf4772ae9d8991e58d934dea433798c9b8eb;https://github.com/square/okhttp/commit/d4a9cf4772ae9d8991e58d934dea433798c9b8eb;Make error-prone validate missing override annotations;error-prone, missing override annotations;https://github.com/square/okhttp/commit/0e9a5c8054f8ae9b2bc4c41f32790fb52fd73944;Similar;0.8183120489120483;0.6667572259902954;
18;Fix nullability (override default parameter nullability set at package-info);response receives null explicitly from several catch clauses;https://github.com/square/okhttp/commit/d4a9cf4772ae9d8991e58d934dea433798c9b8eb;https://github.com/square/okhttp/commit/d4a9cf4772ae9d8991e58d934dea433798c9b8eb;Fix flakiness in <method_name>  ;Theres a race where the HTTP engine has been created, but not yet connected and the cancel isnt as immediate as it could be. Fix the test by making sure theres a response to be retrieved. With the upcoming connection pool changes we might make the implementation more robust.;https://github.com/square/okhttp/commit/e36d7ecc26be18021da3555fc8b14381df7af34d;Similar;0.8181828260421753;0.3500687181949615;
19;Fix nullability (override default parameter nullability set at package-info);response receives null explicitly from several catch clauses;https://github.com/square/okhttp/commit/d4a9cf4772ae9d8991e58d934dea433798c9b8eb;https://github.com/square/okhttp/commit/d4a9cf4772ae9d8991e58d934dea433798c9b8eb;Fix bug where request body isnt sent when it should  ;request body isnt sent when it should;https://github.com/square/okhttp/commit/8e996aadc5d7839f249399abac657e3c9df1dc4a;Similar;0.8292263150215149;0.4928681850433349;
20;snapshot() method removing entries that are being cached  ;because cleanFiles dont exist yet;https://github.com/square/okhttp/commit/c6c7ce7dadf2ccaa04122f57a278a4a96d1f5c50;https://github.com/square/okhttp/commit/c6c7ce7dadf2ccaa04122f57a278a4a96d1f5c50;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;https://github.com/square/okhttp/commit/ea014716fd2a8712ee39888725f91bed43148cd3;Similar;0.8072991371154785;0.4634107053279876;
21;Remove obsolete <iden>;obsolete;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;https://github.com/square/okhttp/commit/ea014716fd2a8712ee39888725f91bed43148cd3;Similar;0.8292649984359741;0.5031536221504211;
22;Remove obsolete <iden>;obsolete;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;Remove <iden> 2 warnings;Small docs fixes;https://github.com/square/okhttp/commit/9eb276043fc14cda856671ccdba4065bba2a7bae;Similar;0.840761661529541;0.5293543338775635;
23;Remove obsolete <iden>;obsolete;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;Remove old <iden> protocol method;old;https://github.com/square/okhttp/commit/4ab6a8258b0df3a3528029f810e1f48952dba2d7;Similar;0.8829680681228638;0.6936666965484619;
24;Remove obsolete <iden>;obsolete;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;Drop unused dependencies;unused;https://github.com/square/okhttp/commit/59b1c1dc5290b9f96ebeefb7ea2369d58042fed3;Similar;0.8461574912071228;0.9178112745285034;
25;Remove obsolete <iden>;obsolete;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;Remove unnecessary use of grouping parentheses  ;Lets remove warnings found by errorprone.;https://github.com/square/okhttp/commit/0137eb9dbad165caea7189c5c3e09382563ef8bd;Similar;0.8274843096733093;0.6564749479293823;
26;Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;Support client authentication in <file_name>;client authentication;https://github.com/square/okhttp/commit/d908a676c25b6b3d547b45a9970f4bfb7a358010;Similar;0.8272972106933594;0.6582459807395935;
27;Make  <file_name>  more capable.;more capable;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Similar;0.8216081857681274;0.7317607402801514;
28;Make  <file_name>  more capable.;more capable;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Similar;0.8089792728424072;0.5740146040916443;
29;Make  <file_name>  more capable.;more capable;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;Fixup <file_name> so that its worthy of production use.;This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients.;https://github.com/square/okhttp/commit/db2ae92156242255a0d42caaf50c7801e79de917;Similar;0.8032547235488892;0.2350595295429229;
30;Make  <file_name>  more capable.;more capable;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;Add <method_name>;Might be useful to expose this bookkeeping to app developers;https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd;Similar;0.8398206233978271;0.2138899117708206;
31;Make  <file_name>  more capable.;more capable;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;Add convenience overload for <iden>-backed <method_name>;convenience;https://github.com/square/okhttp/commit/35d0922f46c95bd73b1d070b6963cf3512167854;Similar;0.8416121006011963;0.7084183692932129;
32;Make  <file_name>  more capable.;more capable;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Similar;0.8028213977813721;0.4823795557022095;
33;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Similar;0.9399679899215698;0.4313859343528747;
34;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Similar;0.9184510707855223;0.3315977454185486;
35;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Similar;0.8341234922409058;0.2598476409912109;0.6200699210166931
36;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Similar;0.8696999549865723;0.3674188256263733;0.6946576237678528
37;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Similar;0.8183294534683228;0.3912351131439209;
38;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Similar;0.8461126089096069;0.3626484870910644;
39;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Add <method_name>;Might be useful to expose this bookkeeping to app developers;https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd;Similar;0.8888663053512573;0.2820609509944916;
40;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Move  <file_name>  pooling logic  ;"previously we had this ugly, awkward release() method that attempted to manage  <file_name>  pooling, discarding streams for caching, and closing broken streams; move  <file_name>  reuse to  <file_name>, with policy informed by  <method_name>  specifying what to do when the  <file_name>  becomes idle: pool, close or hold, so the  <file_name>  does what its told.";https://github.com/square/okhttp/commit/dac5aed3d5f9307b9d1ab0a8c7840b232d053ef3;Similar;0.8145403861999512;0.5078635811805725;
41;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;https://github.com/square/okhttp/commit/5f87fc19ab269a929b61c088a806a674644caa6a;Similar;0.850824236869812;0.4366180300712585;
42;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Expose <iden> directly on <method_name>  ;direct;https://github.com/square/okhttp/commit/c5c4e7857cb25af822b9b3b1fbd158cbd168f48a;Similar;0.8874961137771606;0.271740049123764;
43;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Similar;0.8127945065498352;0.3270164728164673;
44;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;https://github.com/square/okhttp/commit/02052b01f6cd1533dd5490ceb61ab6391c4cf2f8;Similar;0.8341234922409058;0.1610776931047439;
45;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";https://github.com/square/okhttp/commit/23ca0ea3bb33706f8e75412ab7d3ce1faa15a1d6;Similar;0.8300237655639648;0.245704710483551;0.5099031925201416
46;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Similar;0.9286356568336488;0.2429528683423996;
47;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Similar;0.9073805809020996;0.2591658234596252;
48;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Similar;0.8694837093353271;0.3044136166572571;
49;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Similar;0.8797539472579956;0.3217254281044006;0.5315578579902649
50;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Similar;0.8022246956825256;0.5123464465141296;
51;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Similar;0.869030237197876;0.2393123358488083;
52;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Add <method_name>;Might be useful to expose this bookkeeping to app developers;https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd;Similar;0.9023157358169556;0.3992466628551483;
53;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Fix flakiness in <method_name>  ;Theres a race where the HTTP engine has been created, but not yet connected and the cancel isnt as immediate as it could be. Fix the test by making sure theres a response to be retrieved. With the upcoming connection pool changes we might make the implementation more robust.;https://github.com/square/okhttp/commit/e36d7ecc26be18021da3555fc8b14381df7af34d;Similar;0.8194610476493835;0.4997069835662842;
54;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Track <file_name> ownership  ;<file_name> ownership is somewhat racy: when an HttpURLConnection reads the last byte of a connection, its ownership is released and given to the <method_name>;https://github.com/square/okhttp/commit/6c57d76915a7e79cc8b8f743ccd8ecc35889ce7c;Similar;0.8027901649475098;0.6477367877960205;
55;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;https://github.com/square/okhttp/commit/5f87fc19ab269a929b61c088a806a674644caa6a;Similar;0.8631467819213867;0.624763011932373;
56;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Expose <iden> directly on <method_name>  ;direct;https://github.com/square/okhttp/commit/c5c4e7857cb25af822b9b3b1fbd158cbd168f48a;Similar;0.8855987787246704;0.2427882403135299;
57;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Use HTML entity for ampersand;to represent the ampersand symbol in HTML;https://github.com/square/okhttp/commit/cabd391637d9fa4fdeb7238c844b0c528722fe1b;Similar;0.8104650378227234;0.4186651110649109;
58;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Transfer to/from <iden> directly from <iden>  ;<pr_link>;https://github.com/square/okhttp/commit/0a4896a296c113c5fe0e82f0f052e615b95527bf;Similar;0.8208762407302856;0.3170982599258423;
