url;new_message1;Decision;Rationale
https://github.com/square/okhttp/commit/ef09f798a32dc4d0593388054e446f199c14ec8f;Don't use <iden> APIs not in Gingerbread ;Don't use <iden> APIs not in Gingerbread;APIs not in Gingerbread
https://github.com/square/okhttp/commit/5f87fc19ab269a929b61c088a806a674644caa6a;Introduce a  <file_name>  interface between engine and connection.  <enter> This breaks the direct dependency from  <file_name>  to  <method_name>  With this dependency broken, we can start to use  <file_name>  directly from Dispatcher and Job. ;Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>
https://github.com/square/okhttp/commit/a39032cb0af0de4cbc1c18397c64f67074981538;Make  <file_name>  less flaky  <enter> I was seeing flaky results in the debugger because pooled connections were being evicted as the test ran. ;Make  <file_name> less flaky;I was seeing flaky results in the debugger because pooled connections were being evicted as the test ran
https://github.com/square/okhttp/commit/6ed0f2c2cbf5872684bcc50a883fb6d5d0ac207f;Update to the latest  <method_name> <enter> Includes everything thru 8842981cbcfe20eb4721c0a2c867fa9a18233062 ;Update to the latest <method_name>;Includes everything thru 8842981cbcfe20eb4721c0a2c867fa9a18233062
https://github.com/square/okhttp/commit/b9580d68e9bc34eef397e9bc7f13091f1e3f1528;"Be more careful around IOExceptions.  <enter> This adds a first test where a frame is truncated. That has some unpleasant consequences for the other tests because it means the  <file_name>  is more aggressive about closing the socket when all frames have been sent. <enter> It also reduces the use of exceptions for flow control when handling bogus incoming frames. This is a bit worse and a bit better; my goal is to make it easier to differentiate between protocol-level problems (bogus frames) from transport-level problems (closed sockets and EOF streams). ";Be more careful around IOExceptions;my goal is to make it easier to differentiate between protocol-level problems (bogus frames) from transport-level problems (closed sockets and EOF streams)
https://github.com/square/okhttp/commit/3d2547f18886e771aaa9baa996a21136c93460c4;Restore tests for response caching + <iden>.  <enter> One of the test cases bitrotted to failure as a consequence of the <iden> route selector change. I stopped assigning the socket, which it needed to cache the <iden> metadata. This is fixed. ;Restore tests for response caching;One of the test cases bitrotted to failure as a consequence of the <iden> route selector change. I stopped assigning the socket, which it needed to cache the <iden> metadata. This is fixed.
https://github.com/square/okhttp/commit/50999cceb5f5bcdaf79baa5ac7eeef90c72bda8d;Move out of the  <file_name>  package.  <enter> To promote the code into AOSP, we'll keep this package as-is and do the jarjar in <iden> instead. ;Move out of the <file_name> package;To promote the code into AOSP, we'll keep this package as-is and do the jarjar in <iden> instead
https://github.com/square/okhttp/commit/40ff76547064c3fb5acb9047a6f679dd4379a4d0;Make  <method_name>  return full working connections.  <enter> Previously the returned connections required the caller to do extra work: setting up tunnels (which could require auth) and performing an <iden> handshake. With this change we make a complete working connection in  <method_name>  <enter> This will make it easier to fix fallback when a single domain has multiple <iden> addresses and some of those addresses are not reachable. <enter> This will also make it easier to do SPDY through <iden> proxies. ;Make the `<method_name>` return full working connections;Previously the returned connections required the caller to do extra work: setting up tunnels and performing an `<iden>` handshake. With this change, we make a complete working connection in `<method_name>`. This will make it easier to fix fallback when a single domain has multiple `<iden>` addresses that are not reachable. Also, this will make it easier to do SPDY through `<iden>` proxies.
https://github.com/square/okhttp/commit/ac0a0b98e425be757b04b93ab9d4d7b0600d3815;We don't need no stinkin braces. ;We don't need no stinkin braces;no stinkin braces
https://github.com/square/okhttp/commit/7a7ad1cdb22ed381c468ee38d757da03b4b1877a;Handle incoming <iden> frames in <iden>. ;Handle incoming <iden> frames in <iden>;
https://github.com/square/okhttp/commit/5aa2456a145883f6688c6ee325635ed0c6339076;Fix <iden> which was being computed incorrectly.  <enter> We were only returning 'true' once we were already in a tunnel. This was bogus. In theory a <iden> tunnel sending extra data could be corrupted due to this bug. <enter> Also migrate one of the <iden> tunnel tests to use SslContextBuilder instead of <iden>. ;Fix <iden> which was being computed incorrectly;<enter> We were only returning 'true' once we were already in a tunnel. This was bogus. In theory a <iden> tunnel sending extra data could be corrupted due to this bug.
https://github.com/square/okhttp/commit/0ea4c8fc132d2b452b2ea57e06fcab67ae317473;Give the in-progress code a <iden> version number. ;Give the in-progress code a <iden> version number;
https://github.com/square/okhttp/commit/1c2c57b1a9e037d81aeac3ad5088db9ec4358fb1;Add error-prone compiler and fix its found issues. ;Add error-prone compiler and fix its found issues;error-prone, its found issues
https://github.com/square/okhttp/commit/4ab6a8258b0df3a3528029f810e1f48952dba2d7;Remove old <iden> protocol method. ;Remove old <iden> protocol method;old
https://github.com/square/okhttp/commit/c5c4e7857cb25af822b9b3b1fbd158cbd168f48a;Expose <iden> directly on  <method_name>  ;Expose <iden> directly on <method_name>  ;direct
https://github.com/square/okhttp/commit/8b6aa0dca55576a54e69fec59f40ddfaa3561adb;Use a <iden> for body contents. ;Use a <iden> for body contents;
https://github.com/square/okhttp/commit/cabd391637d9fa4fdeb7238c844b0c528722fe1b;Use HTML entity for ampersand. ;Use HTML entity for ampersand;to represent the ampersand symbol in HTML
https://github.com/square/okhttp/commit/3a8967322d06ff2d8445aa277ae103653adf4eee;Use <iden>'s appending sink for <iden>. ;Use <iden>'s appending sink for <iden>;
