;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
10;Fix nullability (override default parameter nullability set at package-info);response receives null explicitly from several catch clauses;https://github.com/square/okhttp/commit/d4a9cf4772ae9d8991e58d934dea433798c9b8eb;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.72700434923172
11;Fix nullability (override default parameter nullability set at package-info);response receives null explicitly from several catch clauses;https://github.com/square/okhttp/commit/d4a9cf4772ae9d8991e58d934dea433798c9b8eb;Push OkHttp 3.1<version> into the sea;It is no longer supported;https://github.com/square/okhttp/commit/0e0f3a2d8d95278bf362eaeb08f13516e383fafd;Contradicts;0.6684098243713379
12;snapshot() method removing entries that are being cached  ;because cleanFiles dont exist yet;https://github.com/square/okhttp/commit/c6c7ce7dadf2ccaa04122f57a278a4a96d1f5c50;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.7054346203804016
13;Fix mockwebserver jar download 404;404;https://github.com/square/okhttp/commit/35b031fb63534b9664e622ca4ecf5b19536f63a8;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.5775999426841736
14;update proguard rules on README.md ( <pr_link> );-;https://github.com/square/okhttp/commit/1801d0cb2c7132a97c3e9c011a8546f883dfcf12;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Contradicts;0.5839478373527527
15;update proguard rules on README.md ( <pr_link> );-;https://github.com/square/okhttp/commit/1801d0cb2c7132a97c3e9c011a8546f883dfcf12;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.8365535140037537
16;update proguard rules on README.md ( <pr_link> );-;https://github.com/square/okhttp/commit/1801d0cb2c7132a97c3e9c011a8546f883dfcf12;Collapse interceptors into a single chain;Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors.;https://github.com/square/okhttp/commit/15a5bc40a4520d935bbc02a3552f51dda77fcc9c;Contradicts;0.5008156895637512
17;update proguard rules on README.md ( <pr_link> );-;https://github.com/square/okhttp/commit/1801d0cb2c7132a97c3e9c011a8546f883dfcf12;We dont need no stinkin braces;no stinkin braces;https://github.com/square/okhttp/commit/ac0a0b98e425be757b04b93ab9d4d7b0600d3815;Contradicts;0.6685842871665955
18;Remove obsolete <iden>;obsolete;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Contradicts;0.5393699407577515
19;Remove obsolete <iden>;obsolete;https://github.com/square/okhttp/commit/5569a0d20f4669ddde8227d8777de54ddf373181;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.5833984613418579
20;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Make error-prone validate missing override annotations;error-prone, missing override annotations;https://github.com/square/okhttp/commit/0e9a5c8054f8ae9b2bc4c41f32790fb52fd73944;Contradicts;0.5657753944396973
21;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.5372422337532043
22;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.5422384142875671
23;Make error-prone validate missing override annotations;error-prone, missing override annotations;https://github.com/square/okhttp/commit/0e9a5c8054f8ae9b2bc4c41f32790fb52fd73944;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Contradicts;0.538575291633606
24;Make error-prone validate missing override annotations;error-prone, missing override annotations;https://github.com/square/okhttp/commit/0e9a5c8054f8ae9b2bc4c41f32790fb52fd73944;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.5941271185874939
25;Make error-prone validate missing override annotations;error-prone, missing override annotations;https://github.com/square/okhttp/commit/0e9a5c8054f8ae9b2bc4c41f32790fb52fd73944;Remove unnecessary use of grouping parentheses  ;Lets remove warnings found by errorprone.;https://github.com/square/okhttp/commit/0137eb9dbad165caea7189c5c3e09382563ef8bd;Contradicts;0.5628348588943481
26;fix README.md typo;README.md typo;https://github.com/square/okhttp/commit/09f424f12e48e2640915bf61c86a9ecd928e459e;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.7075503468513489
27;Fix single failing graal test ( <pr_link> );single failing;https://github.com/square/okhttp/commit/a334f6f14f40f1586ae309277033c5b1ea53a749;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.8120822906494141
28;Fix single failing graal test ( <pr_link> );single failing;https://github.com/square/okhttp/commit/a334f6f14f40f1586ae309277033c5b1ea53a749;Push OkHttp 3.1<version> into the sea;It is no longer supported;https://github.com/square/okhttp/commit/0e0f3a2d8d95278bf362eaeb08f13516e383fafd;Contradicts;0.5633173584938049
29;Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Contradicts;0.9572819471359252
30;Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.5927040576934814
31;Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd;The implementation is built around one oversized method that runs top to bottom;I found this was easier to follow than the switch statement recommended by the <iden> standard;https://github.com/square/okhttp/commit/d3c57bd4f38d5d3944da88266dd9b474a84d802b;Contradicts;0.6771863102912903
32;Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd;Dont attempt <iden> modes we know will fail.;we know will fail;https://github.com/square/okhttp/commit/46a0852c202acf68cd890867a35f8e51b81c2948;Contradicts;0.6765962839126587
33;Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd;Dont use <iden> APIs not in Gingerbread;APIs not in Gingerbread;https://github.com/square/okhttp/commit/ef09f798a32dc4d0593388054e446f199c14ec8f;Contradicts;0.970535397529602
34;Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd;We dont need no stinkin braces;no stinkin braces;https://github.com/square/okhttp/commit/ac0a0b98e425be757b04b93ab9d4d7b0600d3815;Contradicts;0.6828282475471497
35;Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd;Expose <iden> directly on <method_name>  ;direct;https://github.com/square/okhttp/commit/c5c4e7857cb25af822b9b3b1fbd158cbd168f48a;Contradicts;0.621426522731781
36;Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd;Push OkHttp 3.1<version> into the sea;It is no longer supported;https://github.com/square/okhttp/commit/0e0f3a2d8d95278bf362eaeb08f13516e383fafd;Contradicts;0.6528171896934509
37;init speedup  ;file_name, pr_link;https://github.com/square/okhttp/commit/70bf8e78b7dbf8ed08dfd93596ba6ebfca52d3a3;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.6941506862640381
38;API for handling an unexpected SSE response;unexpected;https://github.com/square/okhttp/commit/63ed542534eec2b1eb124531452a467b5541baa7;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.6815766096115112
39;API for handling an unexpected SSE response;unexpected;https://github.com/square/okhttp/commit/63ed542534eec2b1eb124531452a467b5541baa7;Use HTML entity for ampersand;to represent the ampersand symbol in HTML;https://github.com/square/okhttp/commit/cabd391637d9fa4fdeb7238c844b0c528722fe1b;Contradicts;0.5273383259773254
40;Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Contradicts;0.6490637063980103
41;Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Contradicts;0.5203867554664612
42;Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Contradicts;0.6439128518104553
43;Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.6303997039794922
44;Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;We dont need no stinkin braces;no stinkin braces;https://github.com/square/okhttp/commit/ac0a0b98e425be757b04b93ab9d4d7b0600d3815;Contradicts;0.8085965514183044
45;Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;Use HTML entity for ampersand;to represent the ampersand symbol in HTML;https://github.com/square/okhttp/commit/cabd391637d9fa4fdeb7238c844b0c528722fe1b;Contradicts;0.5655631422996521
46;Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;https://github.com/square/okhttp/commit/3646138247488c9832a7f325401fe0b12fcdbebf;Contradicts;0.7571889758110046
47;Add a best practice restricted <iden> <file_name>  ;Restricted ciphers ;https://github.com/square/okhttp/commit/69bdd6961ba294894620f850b6b01d7175ae8009;The implementation is built around one oversized method that runs top to bottom;I found this was easier to follow than the switch statement recommended by the <iden> standard;https://github.com/square/okhttp/commit/d3c57bd4f38d5d3944da88266dd9b474a84d802b;Contradicts;0.5201166272163391
48;Add a best practice restricted <iden> <file_name>  ;Restricted ciphers ;https://github.com/square/okhttp/commit/69bdd6961ba294894620f850b6b01d7175ae8009;Kill <file_name> in the process  ;Teach <file_name> <iden>;https://github.com/square/okhttp/commit/00a50d1919549b51d941aeb893b2a5ed465aa472;Contradicts;0.7168866395950317
49;Add a best practice restricted <iden> <file_name>  ;Restricted ciphers ;https://github.com/square/okhttp/commit/69bdd6961ba294894620f850b6b01d7175ae8009;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;https://github.com/square/okhttp/commit/3646138247488c9832a7f325401fe0b12fcdbebf;Contradicts;0.6981472373008728
50;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Contradicts;0.7925143241882324
51;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Contradicts;0.8332425951957703
52;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;https://github.com/square/okhttp/commit/ea014716fd2a8712ee39888725f91bed43148cd3;Contradicts;0.6343413591384888
53;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.8708324432373047
54;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Collapse interceptors into a single chain;Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors.;https://github.com/square/okhttp/commit/15a5bc40a4520d935bbc02a3552f51dda77fcc9c;Contradicts;0.5277230739593506
55;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Add <method_name>;Might be useful to expose this bookkeeping to app developers;https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd;Contradicts;0.7377026677131653
56;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;https://github.com/square/okhttp/commit/868ee844458eda9ee7b1b6f9a5238b7c3f84c0e4;Contradicts;0.7130993604660034
57;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Expose internal APIs for pluggable file systems, Also migrate all of our tests to use the <method_name>  ;We arent yet ready to make <iden> a public type, but I dont mind making it _almost_ available via an internal API for those brave enough to try that, Its simpler.;https://github.com/square/okhttp/commit/a560f721937f7f7299167a4d1c3f3ca87998635b;Contradicts;0.6360604166984558
58;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Add some pings to force happens-before in <iden> tests;Previously we were relying on accidents to get our tests to pass;https://github.com/square/okhttp/commit/ff7946416d86aedcf154b868ba869241cd4816e9;Contradicts;0.5262975096702576
59;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Dont use <iden> APIs not in Gingerbread;APIs not in Gingerbread;https://github.com/square/okhttp/commit/ef09f798a32dc4d0593388054e446f199c14ec8f;Contradicts;0.522704005241394
60;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;https://github.com/square/okhttp/commit/50999cceb5f5bcdaf79baa5ac7eeef90c72bda8d;Contradicts;0.7228705286979675
61;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;We dont need no stinkin braces;no stinkin braces;https://github.com/square/okhttp/commit/ac0a0b98e425be757b04b93ab9d4d7b0600d3815;Contradicts;0.7039586901664734
62;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Transfer to/from <iden> directly from <iden>  ;<pr_link>;https://github.com/square/okhttp/commit/0a4896a296c113c5fe0e82f0f052e615b95527bf;Contradicts;0.5001114010810852
63;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Contradicts;0.540641725063324
64;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Document <file_name> throwing modes;To include the <pr_link> information;https://github.com/square/okhttp/commit/8c2f383f14e354a45d0f9f16f5b0fa35b7244a51;Contradicts;0.5456870794296265
65;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Push OkHttp 3.1<version> into the sea;It is no longer supported;https://github.com/square/okhttp/commit/0e0f3a2d8d95278bf362eaeb08f13516e383fafd;Contradicts;0.6513420939445496
66;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;https://github.com/square/okhttp/commit/3646138247488c9832a7f325401fe0b12fcdbebf;Contradicts;0.5678143501281738
67;Fix travis build;Fix;https://github.com/square/okhttp/commit/d6fd0d3832907ff36789b89450df09320081fc66;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.661105751991272
68;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Contradicts;0.6342403888702393
69;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Contradicts;0.5722361207008362
70;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Use HTML entity for ampersand;to represent the ampersand symbol in HTML;https://github.com/square/okhttp/commit/cabd391637d9fa4fdeb7238c844b0c528722fe1b;Contradicts;0.717851996421814
71;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Use consistent camel casing of <iden>;consistent camel casing;https://github.com/square/okhttp/commit/eb5e72280b56427139bb14ffe14036f8dca6dba3;Contradicts;0.5845581889152527
72;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;https://github.com/square/okhttp/commit/3646138247488c9832a7f325401fe0b12fcdbebf;Contradicts;0.7059345245361328
73;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Contradicts;0.6439270377159119
74;Make  <file_name>  more capable.;more capable;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Contradicts;0.6929416060447693
