;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha;similarity_rationales;contradiction_rationales
12;Fix <method_name> ( <pr_link> );<method_name> should not match when the given <iden> has no failures;https://github.com/junit-team/junit4/commit/363755060f75d3d5cce21bd05d49110e02bc1ba2;Fixes <issue_link>;Fix <version> release notes, make sure markdown errors halt <file_name>;https://github.com/junit-team/junit4/commit/ce0195c3d81d32bc2fd4d7a0c15aa78aaaa47605;Similar;0.8868848085403442;0.4804374277591705;
13;Fix <method_name> ( <pr_link> );<method_name> should not match when the given <iden> has no failures;https://github.com/junit-team/junit4/commit/363755060f75d3d5cce21bd05d49110e02bc1ba2;Update <file_name>;to test ant profile;https://github.com/junit-team/junit4/commit/6ee76dc22e56457cb5904eb6c5c0bf97939880cb;Similar;0.8924816846847534;0.3371466100215912;
14;Fix <method_name> ( <pr_link> );<method_name> should not match when the given <iden> has no failures;https://github.com/junit-team/junit4/commit/363755060f75d3d5cce21bd05d49110e02bc1ba2;Fix  <method_name>  javadoc  ;Thanks to lacostej for initial pull, Closes <pr_link>;https://github.com/junit-team/junit4/commit/62a2a56c293fd154f152da6dad498d1fc222b352;Similar;0.8809400200843811;0.4231719970703125;
15;Fix <method_name> ( <pr_link> );<method_name> should not match when the given <iden> has no failures;https://github.com/junit-team/junit4/commit/363755060f75d3d5cce21bd05d49110e02bc1ba2;Fix <issue_link>;correct link to <version> release notes;https://github.com/junit-team/junit4/commit/18b23a7ed22080e7412e24060c66cef7fc3b1b93;Similar;0.9038089513778688;0.433146595954895;
16;Remove redundant field <iden> ;redundant;https://github.com/junit-team/junit4/commit/3189af007b26d74ca459f823d57ef77b9c1697b8;Remove unnecessary comments;unnecessary;https://github.com/junit-team/junit4/commit/5af049cac0c976c586d955607fa459aacb778d3c;Similar;0.8131972551345825;0.9226030111312866;
17;Remove redundant field <iden> ;redundant;https://github.com/junit-team/junit4/commit/3189af007b26d74ca459f823d57ef77b9c1697b8;Deprecate rule  <file_name>  ( <pr_link> )  ;The method Assert.assertThrows provides a nicer way for verifying exceptions. In addition the use of  <file_name>  is error-prone when used with other rules like TestWatcher because the order of rules is important in that case.;https://github.com/junit-team/junit4/commit/5785d9df8fe25f68567272850cd65b4dc07da617;Similar;0.8065274953842163;0.1332657039165496;
18;Remove redundant field <iden> ;redundant;https://github.com/junit-team/junit4/commit/3189af007b26d74ca459f823d57ef77b9c1697b8;Remove <iden> from <file_name> and related methods;<iden> is no longer needed;https://github.com/junit-team/junit4/commit/bbacbd93334540a5054bb50488f662c3f81a9c00;Similar;0.8444708585739136;0.8292053937911987;
19;Remove redundant field <iden> ;redundant;https://github.com/junit-team/junit4/commit/3189af007b26d74ca459f823d57ef77b9c1697b8;Removed unused import;unused;https://github.com/junit-team/junit4/commit/758ec7fdc2ea8db0c3cb57b83c2a1a069ee214b6;Similar;0.8287183046340942;0.8929481506347656;
20;Remove redundant field <iden> ;redundant;https://github.com/junit-team/junit4/commit/3189af007b26d74ca459f823d57ef77b9c1697b8;Remove useless variable ( <pr_link> )  ;useless;https://github.com/junit-team/junit4/commit/b1d37670892cd885b87a7c62d7c5808517fd20b6;Similar;0.89540696144104;0.9062662720680236;
21;Remove redundant field <iden> ;redundant;https://github.com/junit-team/junit4/commit/3189af007b26d74ca459f823d57ef77b9c1697b8;Removed the unnecessary <iden>: block in javadoc;unnecessary;https://github.com/junit-team/junit4/commit/ec9bccf9521a6ccdd074f2618626507528a43bc9;Similar;0.8045877814292908;0.9226030111312866;
22;Remove redundant field <iden> ;redundant;https://github.com/junit-team/junit4/commit/3189af007b26d74ca459f823d57ef77b9c1697b8;remove f prefix from field names, add <file_name>, change <file_name>;reformatting and standardizing field names;https://github.com/junit-team/junit4/commit/df00d5eced3a7737b88de0f6f9e3673f0cf88f88;Similar;0.8171983957290649;0.3369639813899994;
23;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Similar;0.8128692507743835;0.55428147315979;
24;Better validation in <file_name> ;Improve validation;https://github.com/junit-team/junit4/commit/50b9c949876189d8c4871471ec346988e4ccae06;Add tests for serialization of <method_name>;serialization;https://github.com/junit-team/junit4/commit/eb75886b2be7edf709441962bf3272e4319823c5;Similar;0.8000072240829468;0.588921070098877;
25;Better validation in <file_name> ;Improve validation;https://github.com/junit-team/junit4/commit/50b9c949876189d8c4871471ec346988e4ccae06;Improved <iden>: <file_name>  ;fails few times;https://github.com/junit-team/junit4/commit/c236a9e019a814b3542dcfe3a3a61b036c14d252;Similar;0.8721511363983154;0.5796694159507751;
26;Better validation in <file_name> ;Improve validation;https://github.com/junit-team/junit4/commit/50b9c949876189d8c4871471ec346988e4ccae06;Update <file_name>;to test ant profile;https://github.com/junit-team/junit4/commit/6ee76dc22e56457cb5904eb6c5c0bf97939880cb;Similar;0.8245731592178345;0.4628404080867767;
27;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Create a class <method_name>  ;This class keeps the data together that are needed for creating a runner for a single data set of a <file_name> test.;https://github.com/junit-team/junit4/commit/3e08f69912d69189e895c279b1bece0c7c0840f4;Similar;0.8534529209136963;0.3250984251499176;
28;Remove unnecessary comments;unnecessary;https://github.com/junit-team/junit4/commit/5af049cac0c976c586d955607fa459aacb778d3c;Remove useless variable ( <pr_link> )  ;useless;https://github.com/junit-team/junit4/commit/b1d37670892cd885b87a7c62d7c5808517fd20b6;Similar;0.8358879089355469;0.9355728030204772;
29;Moved <file_name> into proper package;proper;https://github.com/junit-team/junit4/commit/9a5dfd996ab7007994fcf60752441835dbdbb5d0;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Similar;0.819852352142334;0.5175847411155701;
30;Moved <file_name> into proper package;proper;https://github.com/junit-team/junit4/commit/9a5dfd996ab7007994fcf60752441835dbdbb5d0;Make serialization of <file_name> compatible with <version>;compatibility;https://github.com/junit-team/junit4/commit/f6149a9236d9a2778bf2fd6db927fd9f498a79c8;Similar;0.8176326751708984;0.9199258089065552;
31;Moved <file_name> into proper package;proper;https://github.com/junit-team/junit4/commit/9a5dfd996ab7007994fcf60752441835dbdbb5d0;Incorporated <iden>s patch for <file_name>;<enter>;https://github.com/junit-team/junit4/commit/fdc9cd5ea91f5ae1d7e5991abadd1b3f989626f7;Similar;0.8158729076385498;0.7177221775054932;
32;Moved <file_name> into proper package;proper;https://github.com/junit-team/junit4/commit/9a5dfd996ab7007994fcf60752441835dbdbb5d0;Improved <iden>: <file_name>  ;fails few times;https://github.com/junit-team/junit4/commit/c236a9e019a814b3542dcfe3a3a61b036c14d252;Similar;0.8267415761947632;0.506575345993042;
33;Moved <file_name> into proper package;proper;https://github.com/junit-team/junit4/commit/9a5dfd996ab7007994fcf60752441835dbdbb5d0;Update <file_name>;to test ant profile;https://github.com/junit-team/junit4/commit/6ee76dc22e56457cb5904eb6c5c0bf97939880cb;Similar;0.8189374208450317;0.2731404900550842;
34;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Added <file_name> large logo;to enhance appearance;https://github.com/junit-team/junit4/commit/ce7ce514aa79a7a3be067552359722626937fe8f;Similar;0.8189159631729126;0.5213377475738525;
35;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Add tests for serialization of <method_name>;serialization;https://github.com/junit-team/junit4/commit/eb75886b2be7edf709441962bf3272e4319823c5;Similar;0.8366180658340454;0.6920092105865479;
36;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Make serialization of <file_name> compatible with <version>;compatibility;https://github.com/junit-team/junit4/commit/f6149a9236d9a2778bf2fd6db927fd9f498a79c8;Similar;0.8333380222320557;0.513863742351532;
37;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Incorporated <iden>s patch for <file_name>;<enter>;https://github.com/junit-team/junit4/commit/fdc9cd5ea91f5ae1d7e5991abadd1b3f989626f7;Similar;0.8490800857543945;0.6667346954345703;
38;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Improved <iden>: <file_name>  ;fails few times;https://github.com/junit-team/junit4/commit/c236a9e019a814b3542dcfe3a3a61b036c14d252;Similar;0.8390116691589355;0.5642257928848267;
39;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Move <file_name> to experimental;Adding javadoc;https://github.com/junit-team/junit4/commit/ef32d036d0ff96328f622942514ca73b5f69556d;Similar;0.8258187174797058;0.6102907061576843;
40;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Tweaked <file_name> a bit  ;It still seems strange that the class runner creates a statement which creates another class runner (or perhaps more class runners?);https://github.com/junit-team/junit4/commit/73015005c155a0a7efdfe9edef87a95bb6fcc2de;Similar;0.8039926290512085;0.4263677597045898;
41;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Update <file_name>;to test ant profile;https://github.com/junit-team/junit4/commit/6ee76dc22e56457cb5904eb6c5c0bf97939880cb;Similar;0.8974446058273315;0.5022739768028259;
42;Fixed a bug in <file_name> classes with constructor parameters  ;where the method parameters and constructor parameters were switched;https://github.com/junit-team/junit4/commit/4cb9a65f450efa5f2a42128856c7b56e6d283386;Fix regression in <method_name> for paths with slashes;In JUnit <version>, <iden>(String) was changed to no longer support paths with a file separator. This has been fixed.;https://github.com/junit-team/junit4/commit/c85c6147ada5ad1afdd3be10769670d309730132;Similar;0.8040878176689148;0.6248189210891724;
43;Fixed a bug in <file_name> classes with constructor parameters  ;where the method parameters and constructor parameters were switched;https://github.com/junit-team/junit4/commit/4cb9a65f450efa5f2a42128856c7b56e6d283386;Incorporated <iden>s patch for <file_name>;<enter>;https://github.com/junit-team/junit4/commit/fdc9cd5ea91f5ae1d7e5991abadd1b3f989626f7;Similar;0.8003796339035034;0.629565954208374;
44;Fixed a bug in <file_name> classes with constructor parameters  ;where the method parameters and constructor parameters were switched;https://github.com/junit-team/junit4/commit/4cb9a65f450efa5f2a42128856c7b56e6d283386;Fix javadoc on <file_name>;-;https://github.com/junit-team/junit4/commit/f9168cb066a53dc63f7346f6bb3d25a46d0ccbed;Similar;0.8288085460662842;0.5820332169532776;
45;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;Deprecate rule  <file_name>  ( <pr_link> )  ;The method Assert.assertThrows provides a nicer way for verifying exceptions. In addition the use of  <file_name>  is error-prone when used with other rules like TestWatcher because the order of rules is important in that case.;https://github.com/junit-team/junit4/commit/5785d9df8fe25f68567272850cd65b4dc07da617;Similar;0.8326809406280518;0.2633319199085235;
46;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;Remove <iden> from <file_name> and related methods;<iden> is no longer needed;https://github.com/junit-team/junit4/commit/bbacbd93334540a5054bb50488f662c3f81a9c00;Similar;0.8145865201950073;0.4079861640930176;
47;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Similar;0.8010355830192566;0.5676465034484863;
48;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;"Update version in <file_name>; delete obsolete <file_name>; remove duplication in <file_name>";obsolete, duplication;https://github.com/junit-team/junit4/commit/a4c19ea7000b620dbb9f54c6cb625ddad1f8f33e;Similar;0.8367856740951538;0.3154066205024719;
49;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;remove f prefix from field names, add <file_name>, change <file_name>;reformatting and standardizing field names;https://github.com/junit-team/junit4/commit/df00d5eced3a7737b88de0f6f9e3673f0cf88f88;Similar;0.8309552669525146;0.5867098569869995;
50;Renamed link classes  ;Absolute actions are verbs, ActionModifiers are modifying phrases, Moved isShadowedBy(List) to <file_name>;https://github.com/junit-team/junit4/commit/44e7458b19d5cd1900a765a440c96e85b81d25fc;Rule name changes;Fixing <file_name>;https://github.com/junit-team/junit4/commit/409a8e06c9f2ec5aa0d9db8a3d413f394c290f6d;Similar;0.820136308670044;0.6474204063415527;
51;Renamed link classes  ;Absolute actions are verbs, ActionModifiers are modifying phrases, Moved isShadowedBy(List) to <file_name>;https://github.com/junit-team/junit4/commit/44e7458b19d5cd1900a765a440c96e85b81d25fc;Revert changes of <otherCommit_link>;Still fixes <issue_link>, but the original fix was superfluous.;https://github.com/junit-team/junit4/commit/bb13b318cd79a68470e93c79635090c7bb565475;Similar;0.8044741153717041;0.3378057479858398;
52;Created a separate <file_name> directory for new <file_name> scripts, including FTP upload;Organizing and structuring directories for new scripts;https://github.com/junit-team/junit4/commit/24eacde6262fbb3ce096fe59e8df93907b7622ae;Adding additional javadoc context for deprecated <method_name>, Adding <file_name> entry for pholser, Starting <version> release notes;for deprecated <method_name>, for pholser, starting release notes;https://github.com/junit-team/junit4/commit/89ffd7eda43f939f7dc210cfe21a196067ab08d6;Similar;0.8316208124160767;0.6340051889419556;
53;Deprecate rule  <file_name>  ( <pr_link> )  ;The method Assert.assertThrows provides a nicer way for verifying exceptions. In addition the use of  <file_name>  is error-prone when used with other rules like TestWatcher because the order of rules is important in that case.;https://github.com/junit-team/junit4/commit/5785d9df8fe25f68567272850cd65b4dc07da617;Remove <iden> from <file_name> and related methods;<iden> is no longer needed;https://github.com/junit-team/junit4/commit/bbacbd93334540a5054bb50488f662c3f81a9c00;Similar;0.9000322818756104;0.269166350364685;0.6975259780883789
54;Deprecate rule  <file_name>  ( <pr_link> )  ;The method Assert.assertThrows provides a nicer way for verifying exceptions. In addition the use of  <file_name>  is error-prone when used with other rules like TestWatcher because the order of rules is important in that case.;https://github.com/junit-team/junit4/commit/5785d9df8fe25f68567272850cd65b4dc07da617;Delete <file_name> files;because were using Git now;https://github.com/junit-team/junit4/commit/fa35d6d84a0b2c59254cb479633d0e20bc6e12e9;Similar;0.9041930437088012;0.2648814916610718;0.6852289438247681
55;Deprecate rule  <file_name>  ( <pr_link> )  ;The method Assert.assertThrows provides a nicer way for verifying exceptions. In addition the use of  <file_name>  is error-prone when used with other rules like TestWatcher because the order of rules is important in that case.;https://github.com/junit-team/junit4/commit/5785d9df8fe25f68567272850cd65b4dc07da617;"Update version in <file_name>; delete obsolete <file_name>; remove duplication in <file_name>";obsolete, duplication;https://github.com/junit-team/junit4/commit/a4c19ea7000b620dbb9f54c6cb625ddad1f8f33e;Similar;0.8456898927688599;0.1764090061187744;
56;Deprecate rule  <file_name>  ( <pr_link> )  ;The method Assert.assertThrows provides a nicer way for verifying exceptions. In addition the use of  <file_name>  is error-prone when used with other rules like TestWatcher because the order of rules is important in that case.;https://github.com/junit-team/junit4/commit/5785d9df8fe25f68567272850cd65b4dc07da617;remove f prefix from field names, add <file_name>, change <file_name>;reformatting and standardizing field names;https://github.com/junit-team/junit4/commit/df00d5eced3a7737b88de0f6f9e3673f0cf88f88;Similar;0.8235086798667908;0.3444761037826538;
57;Disable parts of doclint for the sites javadoc;That commit is missing to apply the doclint rules to site generation. Hence the site goal fails because of doclint issues. Now doclint is disabled for all groups but accessibility and reference for the site generation.;https://github.com/junit-team/junit4/commit/16a2b51b9d9425cd7dacad85e2df97985996ca8d;Removed the unnecessary <iden>: block in javadoc;unnecessary;https://github.com/junit-team/junit4/commit/ec9bccf9521a6ccdd074f2618626507528a43bc9;Similar;0.8604223728179932;0.2157883048057556;0.7186615467071533
58;Adding additional javadoc context for deprecated <method_name>, Adding <file_name> entry for pholser, Starting <version> release notes;for deprecated <method_name>, for pholser, starting release notes;https://github.com/junit-team/junit4/commit/89ffd7eda43f939f7dc210cfe21a196067ab08d6;Added more Javadoc to <file_name> for messages and when they are displayed;Put versiontag back into <method_name>;https://github.com/junit-team/junit4/commit/591fcae09c6470a03ade7d608773f8f633409bc2;Similar;0.8849105834960938;0.7666941285133362;
59;Adding additional javadoc context for deprecated <method_name>, Adding <file_name> entry for pholser, Starting <version> release notes;for deprecated <method_name>, for pholser, starting release notes;https://github.com/junit-team/junit4/commit/89ffd7eda43f939f7dc210cfe21a196067ab08d6;Fix javadoc on <file_name>;-;https://github.com/junit-team/junit4/commit/f9168cb066a53dc63f7346f6bb3d25a46d0ccbed;Similar;0.8102881908416748;0.3122030198574066;
60;Adding additional javadoc context for deprecated <method_name>, Adding <file_name> entry for pholser, Starting <version> release notes;for deprecated <method_name>, for pholser, starting release notes;https://github.com/junit-team/junit4/commit/89ffd7eda43f939f7dc210cfe21a196067ab08d6;Update <iden> version, improve <file_name> javadoc, update release notes;improve <file_name> javadoc, update release notes;https://github.com/junit-team/junit4/commit/b310cd56f1039389aa360fbf51c6349e7a8e1f02;Similar;0.8797448873519897;0.727138340473175;
61;Adding additional javadoc context for deprecated <method_name>, Adding <file_name> entry for pholser, Starting <version> release notes;for deprecated <method_name>, for pholser, starting release notes;https://github.com/junit-team/junit4/commit/89ffd7eda43f939f7dc210cfe21a196067ab08d6;Fix javac build, Replace both() with <iden>()  ;Fix, <iden>();https://github.com/junit-team/junit4/commit/ab9caa3650a262ef4399cfd7f0d7fdc366d6e327;Similar;0.8439439535140991;0.5952569246292114;
62;Added <iden> check for MultiPointsMethod;Fix for issue <issue_link>;https://github.com/junit-team/junit4/commit/48aabe1b16bd288f74ac4ff92e3a38792533be39;adding annotation validators functionality;validators;https://github.com/junit-team/junit4/commit/48af7e797dbefa1fc47e80394c7f74ef87c3c7ab;Similar;0.8104075193405151;0.7258456945419312;
63;Added <iden> check for MultiPointsMethod;Fix for issue <issue_link>;https://github.com/junit-team/junit4/commit/48aabe1b16bd288f74ac4ff92e3a38792533be39;<iden> added;file_name;https://github.com/junit-team/junit4/commit/26fa0a4207e21f058d220c84f8195ee25943400c;Similar;0.8120293021202087;0.6889118552207947;
64;Added <iden> check for MultiPointsMethod;Fix for issue <issue_link>;https://github.com/junit-team/junit4/commit/48aabe1b16bd288f74ac4ff92e3a38792533be39;Add tests for serialization of <method_name>;serialization;https://github.com/junit-team/junit4/commit/eb75886b2be7edf709441962bf3272e4319823c5;Similar;0.8355019092559814;0.6507790684700012;
65;Added <iden> check for MultiPointsMethod;Fix for issue <issue_link>;https://github.com/junit-team/junit4/commit/48aabe1b16bd288f74ac4ff92e3a38792533be39;Update <file_name>;to test ant profile;https://github.com/junit-team/junit4/commit/6ee76dc22e56457cb5904eb6c5c0bf97939880cb;Similar;0.8079496622085571;0.5373831987380981;
66;Added <iden> check for MultiPointsMethod;Fix for issue <issue_link>;https://github.com/junit-team/junit4/commit/48aabe1b16bd288f74ac4ff92e3a38792533be39;Adding <iden> annotation for field parameters;Pull request <pr_link> && <pr_link>;https://github.com/junit-team/junit4/commit/cbf46b88c2937aece7018fa50ba4dbb133e03d06;Similar;0.8256164789199829;0.7564884424209595;
67;adding annotation validators functionality;validators;https://github.com/junit-team/junit4/commit/48af7e797dbefa1fc47e80394c7f74ef87c3c7ab;Add tests for serialization of <method_name>;serialization;https://github.com/junit-team/junit4/commit/eb75886b2be7edf709441962bf3272e4319823c5;Similar;0.8130691051483154;0.7258334159851074;
68;adding annotation validators functionality;validators;https://github.com/junit-team/junit4/commit/48af7e797dbefa1fc47e80394c7f74ef87c3c7ab;Improved <iden>: <file_name>  ;fails few times;https://github.com/junit-team/junit4/commit/c236a9e019a814b3542dcfe3a3a61b036c14d252;Similar;0.8182675838470459;0.5679912567138672;
69;adding annotation validators functionality;validators;https://github.com/junit-team/junit4/commit/48af7e797dbefa1fc47e80394c7f74ef87c3c7ab;Adding <iden> annotation for field parameters;Pull request <pr_link> && <pr_link>;https://github.com/junit-team/junit4/commit/cbf46b88c2937aece7018fa50ba4dbb133e03d06;Similar;0.827562689781189;0.6130868792533875;
70;Added more Javadoc to <file_name> for messages and when they are displayed;Put versiontag back into <method_name>;https://github.com/junit-team/junit4/commit/591fcae09c6470a03ade7d608773f8f633409bc2;Update <iden> version, improve <file_name> javadoc, update release notes;improve <file_name> javadoc, update release notes;https://github.com/junit-team/junit4/commit/b310cd56f1039389aa360fbf51c6349e7a8e1f02;Similar;0.8188924789428711;0.7522731423377991;
71;<iden> added;file_name;https://github.com/junit-team/junit4/commit/26fa0a4207e21f058d220c84f8195ee25943400c;Revert changes of <otherCommit_link>;Still fixes <issue_link>, but the original fix was superfluous.;https://github.com/junit-team/junit4/commit/bb13b318cd79a68470e93c79635090c7bb565475;Similar;0.8084287643432617;0.3190495669841766;
72;<iden> added;file_name;https://github.com/junit-team/junit4/commit/26fa0a4207e21f058d220c84f8195ee25943400c;Fix indentation;Fix;https://github.com/junit-team/junit4/commit/b978f680cfa3eb9b526cc8bd25c68a3eb6db3c45;Similar;0.818996787071228;0.6234132647514343;
73;<iden> added;file_name;https://github.com/junit-team/junit4/commit/26fa0a4207e21f058d220c84f8195ee25943400c;Rename <iden>() to isException()/isThrowable();Following suggestion by @sf105;https://github.com/junit-team/junit4/commit/a37fd9ac8b2afc54384fd32f470b54aa69dc620a;Similar;0.8618530631065369;0.5873547792434692;
74;Add tests for serialization of <method_name>;serialization;https://github.com/junit-team/junit4/commit/eb75886b2be7edf709441962bf3272e4319823c5;Make serialization of <file_name> compatible with <version>;compatibility;https://github.com/junit-team/junit4/commit/f6149a9236d9a2778bf2fd6db927fd9f498a79c8;Similar;0.8354194164276123;0.6174612045288086;
75;Add tests for serialization of <method_name>;serialization;https://github.com/junit-team/junit4/commit/eb75886b2be7edf709441962bf3272e4319823c5;Incorporated <iden>s patch for <file_name>;<enter>;https://github.com/junit-team/junit4/commit/fdc9cd5ea91f5ae1d7e5991abadd1b3f989626f7;Similar;0.8398200273513794;0.7533919811248779;
