;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
10;Fix many warnings (Eclipse <version>/Juno based);Enh: add new staticondemandthreshold setting to eclipse project jdt.ui preference settings file;https://github.com/junit-team/junit4/commit/0733bbffdadf05a6ebe0c38942904071a4060af4;Remove 11;Omit signing;https://github.com/junit-team/junit4/commit/78029cd90a5a7be76fc54aa725be94f87f35927e;Contradicts;0.6425262689590454
11;changed the <iden>() method to accept a <iden> instead of an explicit <iden>;made some documentation changes;https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Contradicts;0.6807149648666382
12;Remove redundant field <iden> ;redundant;https://github.com/junit-team/junit4/commit/3189af007b26d74ca459f823d57ef77b9c1697b8;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;Contradicts;0.92820006608963
13;Remove redundant field <iden> ;redundant;https://github.com/junit-team/junit4/commit/3189af007b26d74ca459f823d57ef77b9c1697b8;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Contradicts;0.6814550161361694
14;Remove redundant field <iden> ;redundant;https://github.com/junit-team/junit4/commit/3189af007b26d74ca459f823d57ef77b9c1697b8;Adding bogus markdown;should be removed later;https://github.com/junit-team/junit4/commit/ce034f7167462706062dfc010fde052a89c4eb6d;Contradicts;0.546074390411377
15;Remove redundant field <iden> ;redundant;https://github.com/junit-team/junit4/commit/3189af007b26d74ca459f823d57ef77b9c1697b8;Fix javac build, Replace both() with <iden>()  ;Fix, <iden>();https://github.com/junit-team/junit4/commit/ab9caa3650a262ef4399cfd7f0d7fdc366d6e327;Contradicts;0.9031662344932556
16;Implemented the changes proposed by davidhart82;proposed by davidhart82;https://github.com/junit-team/junit4/commit/ebb9d7f536a5b1be8364c6cb7367cac8c3849caa;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;Contradicts;0.96909898519516
17;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Contradicts;0.8446296453475952
18;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Deprecate rule  <file_name>  ( <pr_link> )  ;The method Assert.assertThrows provides a nicer way for verifying exceptions. In addition the use of  <file_name>  is error-prone when used with other rules like TestWatcher because the order of rules is important in that case.;https://github.com/junit-team/junit4/commit/5785d9df8fe25f68567272850cd65b4dc07da617;Contradicts;0.8186021447181702
19;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Disable parts of doclint for the sites javadoc;That commit is missing to apply the doclint rules to site generation. Hence the site goal fails because of doclint issues. Now doclint is disabled for all groups but accessibility and reference for the site generation.;https://github.com/junit-team/junit4/commit/16a2b51b9d9425cd7dacad85e2df97985996ca8d;Contradicts;0.5626627206802368
20;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Added <iden> check for MultiPointsMethod;Fix for issue <issue_link>;https://github.com/junit-team/junit4/commit/48aabe1b16bd288f74ac4ff92e3a38792533be39;Contradicts;0.7436516880989075
21;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;<iden> added;file_name;https://github.com/junit-team/junit4/commit/26fa0a4207e21f058d220c84f8195ee25943400c;Contradicts;0.6367220282554626
22;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;No  <file_name>  class, interceptors turned on by default;interceptors turned on by default;https://github.com/junit-team/junit4/commit/e6769d4009db8030661815965e2e22829a4619ff;Contradicts;0.8693573474884033
23;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Delete all constructors created since <version> was released. Fix style issues.;Create a <iden> for <method_name> <enter>;https://github.com/junit-team/junit4/commit/d96a05f8d33ed781c701c58dd285bf6464112719;Contradicts;0.866656482219696
24;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Incorporated <iden>s patch for <file_name>;<enter>;https://github.com/junit-team/junit4/commit/fdc9cd5ea91f5ae1d7e5991abadd1b3f989626f7;Contradicts;0.7132675647735596
25;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;no #<iden>, no inline comment, added space in comment  ;added space in comment;https://github.com/junit-team/junit4/commit/78f5fa85b492353ad062f54d1f0ceec745537761;Contradicts;0.5395312309265137
26;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Contradicts;0.9384498596191406
27;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Move <file_name> to experimental;Adding javadoc;https://github.com/junit-team/junit4/commit/ef32d036d0ff96328f622942514ca73b5f69556d;Contradicts;0.6599173545837402
28;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Create a class <method_name>  ;This class keeps the data together that are needed for creating a runner for a single data set of a <file_name> test.;https://github.com/junit-team/junit4/commit/3e08f69912d69189e895c279b1bece0c7c0840f4;Contradicts;0.7923823595046997
29;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Move <file_name> to package org.junit.runners.model  ;It is common to add tests to the same package as the class under test;https://github.com/junit-team/junit4/commit/41092ce4e01cc57d8aa1911e2f1169e0f355b1ae;Contradicts;0.6828483939170837
30;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Delete <file_name> files;because were using Git now;https://github.com/junit-team/junit4/commit/fa35d6d84a0b2c59254cb479633d0e20bc6e12e9;Contradicts;0.936248242855072
31;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Adding bogus markdown;should be removed later;https://github.com/junit-team/junit4/commit/ce034f7167462706062dfc010fde052a89c4eb6d;Contradicts;0.6400893330574036
32;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Remove 11;Omit signing;https://github.com/junit-team/junit4/commit/78029cd90a5a7be76fc54aa725be94f87f35927e;Contradicts;0.7178174257278442
33;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Fix javac build, Replace both() with <iden>()  ;Fix, <iden>();https://github.com/junit-team/junit4/commit/ab9caa3650a262ef4399cfd7f0d7fdc366d6e327;Contradicts;0.7170791029930115
34;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Adding <iden> annotation for field parameters;Pull request <pr_link> && <pr_link>;https://github.com/junit-team/junit4/commit/cbf46b88c2937aece7018fa50ba4dbb133e03d06;Contradicts;0.6585559248924255
35;Restore backward compatibility with sub class of <file_name> that override <iden> method and Add <file_name> to <file_name> suite;To ensure backward compatibility with subclasses and include <file_name> in the <file_name> suite;https://github.com/junit-team/junit4/commit/2b6fa701e84625c511b03079296774cc0904ef1a;Remove fast-tests maven target;Many of our tests store data in static fields, so the tests cannot be run in parallel;https://github.com/junit-team/junit4/commit/9ee381470d56efa800420e5e22721e402aca01c2;Contradicts;0.732170045375824
36;Better validation in <file_name> ;Improve validation;https://github.com/junit-team/junit4/commit/50b9c949876189d8c4871471ec346988e4ccae06;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Contradicts;0.6125381588935852
37;Better validation in <file_name> ;Improve validation;https://github.com/junit-team/junit4/commit/50b9c949876189d8c4871471ec346988e4ccae06;Adding bogus markdown;should be removed later;https://github.com/junit-team/junit4/commit/ce034f7167462706062dfc010fde052a89c4eb6d;Contradicts;0.8450176119804382
38;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;Contradicts;0.5779886841773987
39;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Renamed link classes  ;Absolute actions are verbs, ActionModifiers are modifying phrases, Moved isShadowedBy(List) to <file_name>;https://github.com/junit-team/junit4/commit/44e7458b19d5cd1900a765a440c96e85b81d25fc;Contradicts;0.5676202178001404
40;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Deprecate rule  <file_name>  ( <pr_link> )  ;The method Assert.assertThrows provides a nicer way for verifying exceptions. In addition the use of  <file_name>  is error-prone when used with other rules like TestWatcher because the order of rules is important in that case.;https://github.com/junit-team/junit4/commit/5785d9df8fe25f68567272850cd65b4dc07da617;Contradicts;0.5958465337753296
41;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;No  <file_name>  class, interceptors turned on by default;interceptors turned on by default;https://github.com/junit-team/junit4/commit/e6769d4009db8030661815965e2e22829a4619ff;Contradicts;0.7455246448516846
42;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Remove <iden> from <file_name> and related methods;<iden> is no longer needed;https://github.com/junit-team/junit4/commit/bbacbd93334540a5054bb50488f662c3f81a9c00;Contradicts;0.8511486649513245
43;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Delete all constructors created since <version> was released. Fix style issues.;Create a <iden> for <method_name> <enter>;https://github.com/junit-team/junit4/commit/d96a05f8d33ed781c701c58dd285bf6464112719;Contradicts;0.8608915209770203
44;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Improve error message  ;the thrown exception has the same class but the classes are loaded from different class loaders;https://github.com/junit-team/junit4/commit/4042487e40bb441ad4388373e5c91d727b74e0db;Contradicts;0.6582508683204651
45;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Contradicts;0.7494645714759827
46;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Create a class <method_name>  ;This class keeps the data together that are needed for creating a runner for a single data set of a <file_name> test.;https://github.com/junit-team/junit4/commit/3e08f69912d69189e895c279b1bece0c7c0840f4;Contradicts;0.6560838222503662
47;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Move <file_name> to package org.junit.runners.model  ;It is common to add tests to the same package as the class under test;https://github.com/junit-team/junit4/commit/41092ce4e01cc57d8aa1911e2f1169e0f355b1ae;Contradicts;0.5320557355880737
48;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Delete <file_name> files;because were using Git now;https://github.com/junit-team/junit4/commit/fa35d6d84a0b2c59254cb479633d0e20bc6e12e9;Contradicts;0.630622386932373
49;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Fixes <issue_link>;Fix <version> release notes, make sure markdown errors halt <file_name>;https://github.com/junit-team/junit4/commit/ce0195c3d81d32bc2fd4d7a0c15aa78aaaa47605;Contradicts;0.6941444873809814
50;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Fix  <method_name>  javadoc  ;Thanks to lacostej for initial pull, Closes <pr_link>;https://github.com/junit-team/junit4/commit/62a2a56c293fd154f152da6dad498d1fc222b352;Contradicts;0.7440065145492554
51;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Fix <issue_link>;correct link to <version> release notes;https://github.com/junit-team/junit4/commit/18b23a7ed22080e7412e24060c66cef7fc3b1b93;Contradicts;0.845709502696991
52;A <file_name> can be explicitly passed to a <iden> class that needs one in its constructor.;This eliminates the ugly global constant <file_name> in <file_name>, and breaks the cyclic dependency between runners and requests;https://github.com/junit-team/junit4/commit/d148bce8682505082a3cc634acbd36ac13a10c9a;Removed the unnecessary <iden>: block in javadoc;unnecessary;https://github.com/junit-team/junit4/commit/ec9bccf9521a6ccdd074f2618626507528a43bc9;Contradicts;0.6598278880119324
53;Remove unnecessary comments;unnecessary;https://github.com/junit-team/junit4/commit/5af049cac0c976c586d955607fa459aacb778d3c;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;Contradicts;0.9695390462875366
54;<file_name> handles filtering and sorting for all runners, now including <file_name>;handles filtering and sorting for all runners;https://github.com/junit-team/junit4/commit/42beed3ad166a9cceefc59f6c79a16844cae0d02;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;Contradicts;0.7734392881393433
55;<file_name> handles filtering and sorting for all runners, now including <file_name>;handles filtering and sorting for all runners;https://github.com/junit-team/junit4/commit/42beed3ad166a9cceefc59f6c79a16844cae0d02;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Contradicts;0.8595986366271973
56;<file_name> handles filtering and sorting for all runners, now including <file_name>;handles filtering and sorting for all runners;https://github.com/junit-team/junit4/commit/42beed3ad166a9cceefc59f6c79a16844cae0d02;Delete <file_name> files;because were using Git now;https://github.com/junit-team/junit4/commit/fa35d6d84a0b2c59254cb479633d0e20bc6e12e9;Contradicts;0.6592088937759399
57;Ignored tests should be shown differently in stack trace section of report;ignored;https://github.com/junit-team/junit4/commit/8a8008c96936d468a2f579bcea9a71e965558d57;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;Contradicts;0.9224951267242432
58;Ignored tests should be shown differently in stack trace section of report;ignored;https://github.com/junit-team/junit4/commit/8a8008c96936d468a2f579bcea9a71e965558d57;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Contradicts;0.7119297385215759
59;Ignored tests should be shown differently in stack trace section of report;ignored;https://github.com/junit-team/junit4/commit/8a8008c96936d468a2f579bcea9a71e965558d57;Remove fast-tests maven target;Many of our tests store data in static fields, so the tests cannot be run in parallel;https://github.com/junit-team/junit4/commit/9ee381470d56efa800420e5e22721e402aca01c2;Contradicts;0.624396026134491
60;Moved <file_name> into proper package;proper;https://github.com/junit-team/junit4/commit/9a5dfd996ab7007994fcf60752441835dbdbb5d0;Improve error message  ;the thrown exception has the same class but the classes are loaded from different class loaders;https://github.com/junit-team/junit4/commit/4042487e40bb441ad4388373e5c91d727b74e0db;Contradicts;0.6453197002410889
61;Moved <file_name> into proper package;proper;https://github.com/junit-team/junit4/commit/9a5dfd996ab7007994fcf60752441835dbdbb5d0;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Contradicts;0.7381388545036316
62;Moved <file_name> into proper package;proper;https://github.com/junit-team/junit4/commit/9a5dfd996ab7007994fcf60752441835dbdbb5d0;Move <file_name> to experimental;Adding javadoc;https://github.com/junit-team/junit4/commit/ef32d036d0ff96328f622942514ca73b5f69556d;Contradicts;0.9126983880996704
63;No matching parameters is now an assumption failure, not an assertion failure;an assumption failure;https://github.com/junit-team/junit4/commit/81ef67251efba98fd6bb1065e9ab97c102dbcc24;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;Contradicts;0.818830668926239
64;No matching parameters is now an assumption failure, not an assertion failure;an assumption failure;https://github.com/junit-team/junit4/commit/81ef67251efba98fd6bb1065e9ab97c102dbcc24;Renamed link classes  ;Absolute actions are verbs, ActionModifiers are modifying phrases, Moved isShadowedBy(List) to <file_name>;https://github.com/junit-team/junit4/commit/44e7458b19d5cd1900a765a440c96e85b81d25fc;Contradicts;0.5161260962486267
65;No matching parameters is now an assumption failure, not an assertion failure;an assumption failure;https://github.com/junit-team/junit4/commit/81ef67251efba98fd6bb1065e9ab97c102dbcc24;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Contradicts;0.8163046836853027
66;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Remove <iden> from <file_name> and related methods;<iden> is no longer needed;https://github.com/junit-team/junit4/commit/bbacbd93334540a5054bb50488f662c3f81a9c00;Contradicts;0.7221475839614868
67;Pull <iden> up into <file_name>;reorganization of code;https://github.com/junit-team/junit4/commit/a6368e40e787e7a23c9f1e58d6a47bf9fa2d0a2c;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;https://github.com/junit-team/junit4/commit/078e45bd31a9920e00633ad6ce658e22529304f2;Contradicts;0.6748105883598328
68;Fixed a bug in <file_name> classes with constructor parameters  ;where the method parameters and constructor parameters were switched;https://github.com/junit-team/junit4/commit/4cb9a65f450efa5f2a42128856c7b56e6d283386;Removed  <file_name> , replaced with  <file_name> , which moved to model package with  <file_name> ;moved to model package;https://github.com/junit-team/junit4/commit/4d9c88e37dfed614a1bd1ae2ca2ecc86122aa9f1;Contradicts;0.8455473780632019
69;Fixed a bug in <file_name> classes with constructor parameters  ;where the method parameters and constructor parameters were switched;https://github.com/junit-team/junit4/commit/4cb9a65f450efa5f2a42128856c7b56e6d283386;Enhanced missing test.jar error message;missing test.jar error message;https://github.com/junit-team/junit4/commit/0be4c31f80dc38ddf8decbc8d6d13bd23d3ae8b1;Contradicts;0.5210371613502502
70;Fixed a bug in <file_name> classes with constructor parameters  ;where the method parameters and constructor parameters were switched;https://github.com/junit-team/junit4/commit/4cb9a65f450efa5f2a42128856c7b56e6d283386;Adding bogus markdown;should be removed later;https://github.com/junit-team/junit4/commit/ce034f7167462706062dfc010fde052a89c4eb6d;Contradicts;0.7770907878875732
