Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Add missing <iden> wrappers as return type;missing;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Similar;0.6893134713172913
Add missing <iden> wrappers as return type;missing;Rename <method_name> to onSuccess(), and failure() to <iden>();to onSuccess(), and failure(), <iden>;Similar;0.7755011916160583
Add missing <iden> wrappers as return type;missing;Add JSR 305 nullability annotations;nullability annotations;Similar;0.6716731786727905
Add missing <iden> wrappers as return type;missing;Remove unused interface  ;unused;Similar;0.7029491662979126
Add missing <iden> wrappers as return type;missing;Simplify observable creation and reduce runtime allocations;Simplify, reduce;Similar;0.6324502825737
Add missing <iden> wrappers as return type;missing;Refactor <iden> tests to avoid the use of blocking operators  ;avoid the use of blocking operators;Similar;0.6089320182800293
Add missing <iden> wrappers as return type;missing;Remove duplicated test  ;It is the same as in this file;Similar;0.7340592741966248
Add missing <iden> wrappers as return type;missing;call it a <version>;Actually;Similar;0.5848087668418884
Add missing <iden> wrappers as return type;missing;Add missing import  ;missing;Similar;0.8049452900886536
Add missing <iden> wrappers as return type;missing;Document maps dont allow null anywhere;null anywhere;Similar;0.5120176076889038
Add missing <iden> wrappers as return type;missing;Remove the need for generated accessor methods  ;need for generated accessor methods;Similar;0.6792663931846619
Add missing <iden> wrappers as return type;missing;Propagate callback executor even when not explicitly specified  ;This lets custom <iden> implementations use the <file_name> default for their callbacks;Similar;0.5058738589286804
Add missing <iden> wrappers as return type;missing;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Similar;0.6691563129425049
Add missing <iden> wrappers as return type;missing;Use new <iden>s non-throwing close and a simpler body copy;non-throwing close and a simpler body			      ;Similar;0.5640429258346558
Add missing <iden> wrappers as return type;missing;Remove incorrect generic parameter  ;incorrect;Similar;0.6957355737686157
Add missing <iden> wrappers as return type;missing;Switch to a generic to/from  <file_name> , explicit factory.;This allows for specialization based on for what purpose the  <file_name>  is being created.;Similar;0.5460422039031982
Add missing <iden> wrappers as return type;missing;Naming, API changes, and documentation around mock services.  ;mock services;Similar;0.5783073902130127
Add missing <iden> wrappers as return type;missing;Introduce factory for <file_name> concept;This is still highly-inefficient in its internal use and there are no tests proving that we now fail earlier in configuring a service method;Similar;0.5220202207565308
Add missing <iden> wrappers as return type;missing;Move <file_name> into the main package, remove <iden> from core;This change means that only <iden> and <iden> are the types which are allowed for their respective objects by default. If you want serialization of any kind, you need to opt-in with either your own <file_name> or one of the provided ones;Similar;0.7100579738616943
Add missing <iden> wrappers as return type;missing;Remove unused classes from <otherCommit_link>;unused;Similar;0.7838219404220581
Add missing <iden> wrappers as return type;missing;Update to OkHttp <version>. Fix a tiny potential NPE;potential NPE;Similar;0.6818286776542664
Add missing <iden> wrappers as return type;missing;Fix annotation link;<iden> is gone;Similar;0.6634988188743591
Add missing <iden> wrappers as return type;missing;Use the annotations directly for parameter handling.;Before we attempted to normalize the parameter annotations into a name and type model. The introduction of multi-part transfer encodings required something more expressive so the annotation instances themselves were used. This change removes the name and type in favor of using the annotation for everything.;Similar;0.5598620772361755
Add missing <iden> wrappers as return type;missing;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Similar;0.6482028365135193
Add missing <iden> wrappers as return type;missing;Update <file_name> to latest. Add default constructor.;latest, Add default constructor;Similar;0.5770481824874878
Add missing <iden> wrappers as return type;missing;Add simple package info to root package  ;simple;Similar;0.5834109783172607
Add missing <iden> wrappers as return type;missing;Properly name ignored exception in catch block  ;Properly naming;Similar;0.6223255395889282
Add missing <iden> wrappers as return type;missing;Correct header length checking logic. Improve exception message;Improve;Similar;0.5615442991256714
Add missing <iden> wrappers as return type;missing;Fix IntelliJ auto-formatting  ;Improve the formatting;Similar;0.6675065755844116
Add missing <iden> wrappers as return type;missing;Add path and query tests for pre-encoded values;-;Similar;0.6552726030349731
Add missing <iden> wrappers as return type;missing;Add converters module and protobuf converter;to the sentence;Similar;0.505010724067688
Add missing <iden> wrappers as return type;missing;Newline at end of file  ;Yes plz;Similar;0.6023828983306885
Add missing <iden> wrappers as return type;missing;Log network and unexpected exceptions if logging is enabled  ;if logging is enabled;Similar;0.5700523853302002
Add missing <iden> wrappers as return type;missing;Fix styling of <iden> download;styling;Similar;0.6445097923278809
Add missing <iden> wrappers as return type;missing;" 
- Add <iden> <method_name>  
- Also update our sample to use <iden> contributors rather than the <iden>  
- Bump some dependencies to their latest versions  
";" 
- Use this on <iden> <version> and prior and when on the <iden>  
- because the latter is shutting down and subject to lame rate limiting when on common networks";Similar;0.577080249786377
Add missing <iden> wrappers as return type;missing;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Similar;0.5779627561569214
Add missing <iden> wrappers as return type;missing;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Similar;0.6680049896240234
Add missing <iden> wrappers as return type;missing;Simplify test method fetching;-;Similar;0.5194978713989258
Add missing <iden> wrappers as return type;missing;Allow <file_name> instantiation  ;Hide some Apache implementation details;Similar;0.6345327496528625
Add missing <iden> wrappers as return type;missing;Hide more implementation details;more implementation details;Similar;0.6180568933486938
Add missing <iden> wrappers as return type;missing;Remove unused <file_name> classes;unused;Similar;0.7570862770080566
Add missing <iden> wrappers as return type;missing;Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Similar;0.5800241231918335
Add missing <iden> wrappers as return type;missing;Use no_aop Guice variant  ;no_aop;Similar;0.6779629588127136
Add missing <iden> wrappers as return type;missing;Adding a human-readable name to the  <file_name>  interface;human-readable;Similar;0.5069011449813843
Add missing <iden> wrappers as return type;missing;Added getTag() and logChunk() methods;for easier subclassing;Similar;0.6026740074157715
Add missing <iden> wrappers as return type;missing;Reintroduced deprecated <file_name> constructor;deprecated;Similar;0.7803894877433777
Add missing <iden> wrappers as return type;missing;Fix small wording issues in custom converter docs;small wording issues;Similar;0.5317124724388123
Add missing <iden> wrappers as return type;missing;Update custom conversion docs per feedback;Clarify that <iden> is just the default converter, Add section on other built-in converters, Add section on implementing your own custom converters;Similar;0.5376083850860596
Add missing <iden> wrappers as return type;missing;Fix style nits per review;per review;Similar;0.6059468984603882
Add missing <iden> wrappers as return type;missing;fix issue <issue_link> : permit use when servers or intermediaries mistakingly miss Content-<iden> header;mistakingly miss Content-<iden> header;Similar;0.6871132850646973
Add missing <iden> wrappers as return type;missing;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Similar;0.6626133918762207
Add missing <iden> wrappers as return type;missing;Move variable to where it is used;where it is used;Similar;0.6478022336959839
Add missing <iden> wrappers as return type;missing;Fix spelling;spelling;Similar;0.6241357326507568
Add missing <iden> wrappers as return type;missing;Add fixed query parameter support;support;Similar;0.6815981864929199
Add missing <iden> wrappers as return type;missing;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.5521889925003052
Add missing <iden> wrappers as return type;missing;Allow <file_name> extensions;improved <file_name>;Similar;0.6427912712097168
Add missing <iden> wrappers as return type;missing;Repackage gson into retrofit.internal.gson  ;enhance integration;Similar;0.6319974660873413
Add missing <iden> wrappers as return type;missing;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();Similar;0.5747880935668945
Add missing <iden> wrappers as return type;missing;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.6295338869094849
Add missing <iden> wrappers as return type;missing;Use <iden> <version>s JsonAdapter.serializeNulls();serializeNulls;Similar;0.6573539972305298
Add missing <iden> wrappers as return type;missing;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Similar;0.735526442527771
Add missing <iden> wrappers as return type;missing;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.6145894527435303
Add missing <iden> wrappers as return type;missing;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.5968495607376099
Add missing <iden> wrappers as return type;missing;Fix support for protobuf <version>+;ExtensionRegistry cannot be null;Similar;0.6710391640663147
Add missing <iden> wrappers as return type;missing;Fix typo;typo;Similar;0.6201193332672119
Add missing <iden> wrappers as return type;missing;Remove redundant throws  ;redundant;Similar;0.6864303350448608
Added a <file_name> rule for the line indentation  ;Indentation;Adding GET support to <file_name>;support;Similar;0.8554009199142456
Added a <file_name> rule for the line indentation  ;Indentation;add paragraph clarifying logging;clarifying logging;Similar;0.6194334030151367
Added a <file_name> rule for the line indentation  ;Indentation;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Similar;0.7522678375244141
Added a <file_name> rule for the line indentation  ;Indentation;Support <iden> / <iden> for @field;Supporting <iden> / <iden> for @field;Similar;0.6827021241188049
Added a <file_name> rule for the line indentation  ;Indentation;Add <iden> wrapper validation  ;validation;Similar;0.7514346241950989
Added a <file_name> rule for the line indentation  ;Indentation;Add <iden> integration tests;integration;Similar;0.690321683883667
Added a <file_name> rule for the line indentation  ;Indentation;Add coroutine support to <file_name> ;coroutine support;Similar;0.8920019268989563
Added a <file_name> rule for the line indentation  ;Indentation;Migrate forced suspension mechanism from yield to <iden>;Since its possible for certain dispatchers to completely avoid yielding, and currently the immediate dispatchers exhibit this behavior, we need an alternate mechanism of forcing suspension or UndeclaredThrowableExceptions will still be seen.;Similar;0.6314963698387146
Added a <file_name> rule for the line indentation  ;Indentation;Add some missing @nullable annotations to <file_name> ;missing;Similar;0.7064200639724731
Added a <file_name> rule for the line indentation  ;Indentation;Add some missing Nullable annotations;missing;Similar;0.5079424381256104
Added a <file_name> rule for the line indentation  ;Indentation;Add some missing Nullable annotations;missing;Similar;0.5079424381256104
Added a <file_name> rule for the line indentation  ;Indentation;Expose static factory for <file_name> <enter> Also rework the internals of how an <file_name> gets instantiated and set as a tag on the <iden>;This will make a future change easier to land;Similar;0.7024717330932617
Added a <file_name> rule for the line indentation  ;Indentation;Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Similar;0.7408139109611511
Added a <file_name> rule for the line indentation  ;Indentation;Consolidate exception formatters in one place  ;streamline implementation and improve maintenance;Similar;0.5187859535217285
Added a <file_name> rule for the line indentation  ;Indentation;Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Similar;0.7947534322738647
Added a <file_name> rule for the line indentation  ;Indentation;Use HTTPS links in documentation where possible  ;where possible;Similar;0.6320212483406067
Added a <file_name> rule for the line indentation  ;Indentation;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Similar;0.8550240397453308
Added a <file_name> rule for the line indentation  ;Indentation;Rename <method_name> to onSuccess(), and failure() to <iden>();to onSuccess(), and failure(), <iden>;Similar;0.6819144487380981
Added a <file_name> rule for the line indentation  ;Indentation;Refer to the latest OkHttp version;latest;Similar;0.5580732226371765
Added a <file_name> rule for the line indentation  ;Indentation;Add JSR 305 nullability annotations;nullability annotations;Similar;0.5710746049880981
Added a <file_name> rule for the line indentation  ;Indentation;Update <file_name> to the latest version;the latest version;Similar;0.6538387537002563
Added a <file_name> rule for the line indentation  ;Indentation;Remove duplicated test  ;It is the same as in this file;Similar;0.5491775274276733
Added a <file_name> rule for the line indentation  ;Indentation;call it a <version>;Actually;Similar;0.6536388993263245
Added a <file_name> rule for the line indentation  ;Indentation;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Similar;0.8964203596115112
Added a <file_name> rule for the line indentation  ;Indentation;Switch to a generic to/from  <file_name> , explicit factory.;This allows for specialization based on for what purpose the  <file_name>  is being created.;Similar;0.68825364112854
Added a <file_name> rule for the line indentation  ;Indentation;Naming, API changes, and documentation around mock services.  ;mock services;Similar;0.6445251703262329
Added a <file_name> rule for the line indentation  ;Indentation;Introduce factory for <file_name> concept;This is still highly-inefficient in its internal use and there are no tests proving that we now fail earlier in configuring a service method;Similar;0.7218958735466003
Added a <file_name> rule for the line indentation  ;Indentation;Move <file_name> into the main package, remove <iden> from core;This change means that only <iden> and <iden> are the types which are allowed for their respective objects by default. If you want serialization of any kind, you need to opt-in with either your own <file_name> or one of the provided ones;Similar;0.6880208849906921
Added a <file_name> rule for the line indentation  ;Indentation;Remove unused classes from <otherCommit_link>;unused;Similar;0.5538401007652283
Added a <file_name> rule for the line indentation  ;Indentation;Update to OkHttp <version>. Fix a tiny potential NPE;potential NPE;Similar;0.5290937423706055
Added a <file_name> rule for the line indentation  ;Indentation;Fix annotation link;<iden> is gone;Similar;0.6603543162345886
Added a <file_name> rule for the line indentation  ;Indentation;Use the annotations directly for parameter handling.;Before we attempted to normalize the parameter annotations into a name and type model. The introduction of multi-part transfer encodings required something more expressive so the annotation instances themselves were used. This change removes the name and type in favor of using the annotation for everything.;Similar;0.720511794090271
Added a <file_name> rule for the line indentation  ;Indentation;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Similar;0.771174430847168
Added a <file_name> rule for the line indentation  ;Indentation;Correct map parameter type detection for query and field  ;-;Similar;0.5646955966949463
Added a <file_name> rule for the line indentation  ;Indentation;Update <file_name> to latest. Add default constructor.;latest, Add default constructor;Similar;0.7637903690338135
Added a <file_name> rule for the line indentation  ;Indentation;Add simple package info to root package  ;simple;Similar;0.5616097450256348
Added a <file_name> rule for the line indentation  ;Indentation;Correct header length checking logic. Improve exception message;Improve;Similar;0.5804822444915771
Added a <file_name> rule for the line indentation  ;Indentation;Promote <iden> logging to a class which knows about chunking  ;This is an <iden>-specific implementation detail which is now only performed when needed;Similar;0.607724666595459
Added a <file_name> rule for the line indentation  ;Indentation;Fix IntelliJ auto-formatting  ;Improve the formatting;Similar;0.6491088271141052
Added a <file_name> rule for the line indentation  ;Indentation;Add path and query tests for pre-encoded values;-;Similar;0.7414048910140991
Added a <file_name> rule for the line indentation  ;Indentation;Add converters module and protobuf converter;to the sentence;Similar;0.6531474590301514
Added a <file_name> rule for the line indentation  ;Indentation;Newline at end of file  ;Yes plz;Similar;0.6499911546707153
Added a <file_name> rule for the line indentation  ;Indentation;Log network and unexpected exceptions if logging is enabled  ;if logging is enabled;Similar;0.5137192010879517
Added a <file_name> rule for the line indentation  ;Indentation;Fix styling of <iden> download;styling;Similar;0.6852887868881226
Added a <file_name> rule for the line indentation  ;Indentation;Rename pair to field to match annotation;match annotation;Similar;0.5577985644340515
Added a <file_name> rule for the line indentation  ;Indentation;" 
- Add <iden> <method_name>  
- Also update our sample to use <iden> contributors rather than the <iden>  
- Bump some dependencies to their latest versions  
";" 
- Use this on <iden> <version> and prior and when on the <iden>  
- because the latter is shutting down and subject to lame rate limiting when on common networks";Similar;0.5705277919769287
Added a <file_name> rule for the line indentation  ;Indentation;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Similar;0.8113129138946533
Added a <file_name> rule for the line indentation  ;Indentation;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Similar;0.6635324358940125
Added a <file_name> rule for the line indentation  ;Indentation;Simplify test method fetching;-;Similar;0.5312961339950562
Added a <file_name> rule for the line indentation  ;Indentation;Allow <file_name> instantiation  ;Hide some Apache implementation details;Similar;0.8032503128051758
Added a <file_name> rule for the line indentation  ;Indentation;Remove unused <file_name> classes;unused;Similar;0.6038678884506226
Added a <file_name> rule for the line indentation  ;Indentation;Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Similar;0.7842742204666138
Added a <file_name> rule for the line indentation  ;Indentation;Use no_aop Guice variant  ;no_aop;Similar;0.518791675567627
Added a <file_name> rule for the line indentation  ;Indentation;Adding a human-readable name to the  <file_name>  interface;human-readable;Similar;0.822344183921814
Added a <file_name> rule for the line indentation  ;Indentation;Added getTag() and logChunk() methods;for easier subclassing;Similar;0.7259490489959717
Added a <file_name> rule for the line indentation  ;Indentation;Reintroduced deprecated <file_name> constructor;deprecated;Similar;0.6688984036445618
Added a <file_name> rule for the line indentation  ;Indentation;Fix small wording issues in custom converter docs;small wording issues;Similar;0.5362818241119385
Added a <file_name> rule for the line indentation  ;Indentation;Update custom conversion docs per feedback;Clarify that <iden> is just the default converter, Add section on other built-in converters, Add section on implementing your own custom converters;Similar;0.6816932559013367
Added a <file_name> rule for the line indentation  ;Indentation;Fix style nits per review;per review;Similar;0.5772399306297302
Added a <file_name> rule for the line indentation  ;Indentation;fix issue <issue_link> : permit use when servers or intermediaries mistakingly miss Content-<iden> header;mistakingly miss Content-<iden> header;Similar;0.5508260726928711
Added a <file_name> rule for the line indentation  ;Indentation;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Similar;0.8561747074127197
Added a <file_name> rule for the line indentation  ;Indentation;Move variable to where it is used;where it is used;Similar;0.6036152839660645
Added a <file_name> rule for the line indentation  ;Indentation;Fix spelling;spelling;Similar;0.5757867693901062
Added a <file_name> rule for the line indentation  ;Indentation;Add fixed query parameter support;support;Similar;0.7403875589370728
Added a <file_name> rule for the line indentation  ;Indentation;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.8266809582710266
Added a <file_name> rule for the line indentation  ;Indentation;Allow <file_name> extensions;improved <file_name>;Similar;0.8177690505981445
Added a <file_name> rule for the line indentation  ;Indentation;Repackage gson into retrofit.internal.gson  ;enhance integration;Similar;0.6568114757537842
Added a <file_name> rule for the line indentation  ;Indentation;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();Similar;0.770876944065094
Added a <file_name> rule for the line indentation  ;Indentation;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8607685565948486
Added a <file_name> rule for the line indentation  ;Indentation;Use <iden> <version>s JsonAdapter.serializeNulls();serializeNulls;Similar;0.7259629964828491
Added a <file_name> rule for the line indentation  ;Indentation;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Similar;0.5354008674621582
Added a <file_name> rule for the line indentation  ;Indentation;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8430824279785156
Added a <file_name> rule for the line indentation  ;Indentation;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.8287795186042786
Added a <file_name> rule for the line indentation  ;Indentation;Fix support for protobuf <version>+;ExtensionRegistry cannot be null;Similar;0.7096214890480042
Added a <file_name> rule for the line indentation  ;Indentation;Fix typo;typo;Similar;0.5936979055404663
Adding GET support to <file_name>;support;baseUrl should end with /;end with /;Similar;0.5086513757705688
Adding GET support to <file_name>;support;add paragraph clarifying logging;clarifying logging;Similar;0.6733664870262146
Adding GET support to <file_name>;support;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Similar;0.8925526142120361
Adding GET support to <file_name>;support;Support <iden> / <iden> for @field;Supporting <iden> / <iden> for @field;Similar;0.7214571237564087
Adding GET support to <file_name>;support;Add <iden> wrapper validation  ;validation;Similar;0.8020498156547546
Adding GET support to <file_name>;support;Add <iden> integration tests;integration;Similar;0.7338217496871948
Adding GET support to <file_name>;support;Add coroutine support to <file_name> ;coroutine support;Similar;0.9555798768997192
Adding GET support to <file_name>;support;Migrate forced suspension mechanism from yield to <iden>;Since its possible for certain dispatchers to completely avoid yielding, and currently the immediate dispatchers exhibit this behavior, we need an alternate mechanism of forcing suspension or UndeclaredThrowableExceptions will still be seen.;Similar;0.626343846321106
Adding GET support to <file_name>;support;Allow service interfaces to extend other interfaces  ;With a higher minSdkVersion, the bug which prevented this on <iden> no longer exists;Similar;0.6179026365280151
Adding GET support to <file_name>;support;Add some missing @nullable annotations to <file_name> ;missing;Similar;0.680355429649353
Adding GET support to <file_name>;support;Add some missing Nullable annotations;missing;Similar;0.5068851709365845
Adding GET support to <file_name>;support;Add some missing Nullable annotations;missing;Similar;0.5068851709365845
Adding GET support to <file_name>;support;Use a dummy value to further validation optional delegation;This ensures the value can only come from only one place;Similar;0.5482832193374634
Adding GET support to <file_name>;support;Expose static factory for <file_name> <enter> Also rework the internals of how an <file_name> gets instantiated and set as a tag on the <iden>;This will make a future change easier to land;Similar;0.6555442214012146
Adding GET support to <file_name>;support;Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Similar;0.8117362260818481
Adding GET support to <file_name>;support;Consolidate exception formatters in one place  ;streamline implementation and improve maintenance;Similar;0.622450590133667
Adding GET support to <file_name>;support;Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Similar;0.8199319839477539
Adding GET support to <file_name>;support;Use HTTPS links in documentation where possible  ;where possible;Similar;0.7085001468658447
Adding GET support to <file_name>;support;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Similar;0.8595447540283203
Adding GET support to <file_name>;support;Rename <method_name> to onSuccess(), and failure() to <iden>();to onSuccess(), and failure(), <iden>;Similar;0.6547768115997314
Adding GET support to <file_name>;support;Refer to the latest OkHttp version;latest;Similar;0.6016908884048462
Adding GET support to <file_name>;support;Add JSR 305 nullability annotations;nullability annotations;Similar;0.5189284682273865
Adding GET support to <file_name>;support;Update <file_name> to the latest version;the latest version;Similar;0.698113203048706
Adding GET support to <file_name>;support;Remove duplicated test  ;It is the same as in this file;Similar;0.5511826276779175
Adding GET support to <file_name>;support;call it a <version>;Actually;Similar;0.7453464865684509
Adding GET support to <file_name>;support;Remove the need for generated accessor methods  ;need for generated accessor methods;Similar;0.5054275393486023
Adding GET support to <file_name>;support;Propagate callback executor even when not explicitly specified  ;This lets custom <iden> implementations use the <file_name> default for their callbacks;Similar;0.551925778388977
Adding GET support to <file_name>;support;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Similar;0.9110247492790222
Adding GET support to <file_name>;support;Switch to a generic to/from  <file_name> , explicit factory.;This allows for specialization based on for what purpose the  <file_name>  is being created.;Similar;0.6871768236160278
Adding GET support to <file_name>;support;Naming, API changes, and documentation around mock services.  ;mock services;Similar;0.6412254571914673
Adding GET support to <file_name>;support;Introduce factory for <file_name> concept;This is still highly-inefficient in its internal use and there are no tests proving that we now fail earlier in configuring a service method;Similar;0.7394587993621826
Adding GET support to <file_name>;support;Move <file_name> into the main package, remove <iden> from core;This change means that only <iden> and <iden> are the types which are allowed for their respective objects by default. If you want serialization of any kind, you need to opt-in with either your own <file_name> or one of the provided ones;Similar;0.6678153276443481
Adding GET support to <file_name>;support;Remove unused classes from <otherCommit_link>;unused;Similar;0.5582492351531982
Adding GET support to <file_name>;support;Update to OkHttp <version>. Fix a tiny potential NPE;potential NPE;Similar;0.5504217743873596
Adding GET support to <file_name>;support;Fix annotation link;<iden> is gone;Similar;0.7371342182159424
Adding GET support to <file_name>;support;Use the annotations directly for parameter handling.;Before we attempted to normalize the parameter annotations into a name and type model. The introduction of multi-part transfer encodings required something more expressive so the annotation instances themselves were used. This change removes the name and type in favor of using the annotation for everything.;Similar;0.7270143628120422
Adding GET support to <file_name>;support;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Similar;0.8535876870155334
Adding GET support to <file_name>;support;Correct map parameter type detection for query and field  ;-;Similar;0.5485800504684448
Adding GET support to <file_name>;support;Update <file_name> to latest. Add default constructor.;latest, Add default constructor;Similar;0.7919994592666626
Adding GET support to <file_name>;support;Add simple package info to root package  ;simple;Similar;0.5882188081741333
Adding GET support to <file_name>;support;Correct header length checking logic. Improve exception message;Improve;Similar;0.617047905921936
Adding GET support to <file_name>;support;Promote <iden> logging to a class which knows about chunking  ;This is an <iden>-specific implementation detail which is now only performed when needed;Similar;0.6894911527633667
Adding GET support to <file_name>;support;Fix IntelliJ auto-formatting  ;Improve the formatting;Similar;0.6818487048149109
