Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Use IOException instead of <iden>;more specific in <file_name> API;Similar;0.6565757393836975
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Make  <file_name>  more capable.;more capable;Similar;0.7579939365386963
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;fix <file_name> for Java 9;Java 9;Similar;0.6778817772865295
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;document support for SNI;support for SNI;Similar;0.6445270776748657
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Limit recovery attempts for REFUSED_STREAM errors;We limit per-connection retries but not per-call retries, so this was creating large numbers of connections each of which called the server and accepted yet another REFUSED_STREAM.;Similar;0.5273401141166687
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Add HTTP/2 and <iden><version> columns to our security providers doc ;to enhance our security documentation;Similar;0.7014066576957703
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;Similar;0.8429775238037109
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;Similar;0.8630412220954895
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Adopt idiomatic <iden> in <file_name>;idiomatic;Similar;0.8765808939933777
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Make <file_name> accessors final  ;If we want these to be vals to Kotlin, they cant be open. I think the motivation to make these non-final was pretty weak, and I dont mind breaking <iden> compatibility here.;Similar;0.7503662109375
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix a regression in combining cache headers;This was introduced with our migration to Kotlin. Iterating over the indices of the header names doesnt work because header names are not distinct.;Similar;0.7101987600326538
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Include prerequisites in the releasing guide.;to provide necessary information for users;Similar;0.6103389859199524
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";Similar;0.9773801565170288
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;Similar;0.8258926272392273
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;Similar;0.7750935554504395
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix some maven problems that are blocking the <version> release;blocking the <version> release;Similar;0.5033751726150513
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Rename <method_name> to <iden()>;I prefer signed;Similar;0.8651348948478699
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fixup <file_name> so that its worthy of production use.;This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients.;Similar;0.676142692565918
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Support client authentication in <file_name>;client authentication;Similar;0.7125684022903442
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;Similar;0.6460736989974976
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix Javadoc builds with the jsr305 dependency  ;Because multiple modules share a package we need to share the dependency on everything in package-info.java;Similar;0.6673475503921509
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Dont follow all fragments of the same <iden>;"For better organization; to prevent following all fragments of the same <iden>";Similar;0.6054688692092896
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Similar;0.7514493465423584
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Update readme and changelog for <version>;<version>;Similar;0.7761104106903076
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;New <file_name> class to normalize certificate chains  ;The goal of this is to get the root <iden> certificate into the certificate chain, so that it can be considered by the certificate pinner;Similar;0.719056248664856
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix some get prefixes on <file_name> and <method_name>;"-
None";Similar;0.8020975589752197
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Write some new connection pool tests;These use the <iden> APIs. Theyre high-level so they wont break with the implementation rewrite.;Similar;0.5101040601730347
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Add <method_name>;Might be useful to expose this bookkeeping to app developers;Similar;0.8352831602096558
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix flakiness in <method_name>  ;Theres a race where the HTTP engine has been created, but not yet connected and the cancel isnt as immediate as it could be. Fix the test by making sure theres a response to be retrieved. With the upcoming connection pool changes we might make the implementation more robust.;Similar;0.7989626526832581
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Expose internal APIs for pluggable file systems, Also migrate all of our tests to use the <method_name>  ;We arent yet ready to make <iden> a public type, but I dont mind making it _almost_ available via an internal API for those brave enough to try that, Its simpler.;Similar;0.6418133974075317
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Change  <file_name>  to not implement java.net.ResponseCache;This marks some methods as  @deprecated and internal-only. Unfortunately we dont have a great mechanism to hide them from the documented <iden>.;Similar;0.5469453930854797
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix <iden> post retransmit in the new API  ;We dont buffer response bodies in the new API. But we should retransmit POST bodies when a request fails.;Similar;0.6866711974143982
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Add a test for corner-case behavior;Im looking to make HttpURLConnectionImpl delegate to Job, and that means writing tests for all the weird things it does above HttpEngine.;Similar;0.6326954364776611
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Add some pings to force happens-before in <iden> tests;Previously we were relying on accidents to get our tests to pass;Similar;0.5812705159187317
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Track <file_name> ownership  ;<file_name> ownership is somewhat racy: when an HttpURLConnection reads the last byte of a connection, its ownership is released and given to the <method_name>;Similar;0.7031247019767761
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Move  <file_name>  pooling logic  ;"previously we had this ugly, awkward release() method that attempted to manage  <file_name>  pooling, discarding streams for caching, and closing broken streams; move  <file_name>  reuse to  <file_name>, with policy informed by  <method_name>  specifying what to do when the  <file_name>  becomes idle: pool, close or hold, so the  <file_name>  does what its told.";Similar;0.7780371308326721
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Implement moving bytes between OkBuffers  ;This is more complicated than Id anticipated;Similar;0.7186380624771118
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Remove <iden> 2 warnings;Small docs fixes;Similar;0.5798949599266052
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix checkstyle issues in new <iden> code;checkstyle issues;Similar;0.6163650751113892
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Kill <file_name> in the process  ;Teach <file_name> <iden>;Similar;0.5084146857261658
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;Similar;0.850605845451355
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Update to the latest <method_name>;Includes everything thru 8842981cbcfe20eb4721c0a2c867fa9a18233062;Similar;0.6988851428031921
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Be more careful around IOExceptions;my goal is to make it easier to differentiate between protocol-level problems (bogus frames) from transport-level problems (closed sockets and EOF streams);Similar;0.5176737308502197
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Restore tests for response caching;One of the test cases bitrotted to failure as a consequence of the <iden> route selector change. I stopped assigning the socket, which it needed to cache the <iden> metadata. This is fixed.;Similar;0.6519570350646973
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;Similar;0.7009302377700806
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Make the `<method_name>` return full working connections;Previously the returned connections required the caller to do extra work: setting up tunnels and performing an `<iden>` handshake. With this change, we make a complete working connection in `<method_name>`. This will make it easier to fix fallback when a single domain has multiple `<iden>` addresses that are not reachable. Also, this will make it easier to do SPDY through `<iden>` proxies.;Similar;0.6964086890220642
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Add error-prone compiler and fix its found issues;error-prone, its found issues;Similar;0.5432708859443665
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Remove old <iden> protocol method;old;Similar;0.6443891525268555
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Expose <iden> directly on <method_name>  ;direct;Similar;0.8072469830513
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Use HTML entity for ampersand;to represent the ampersand symbol in HTML;Similar;0.7744865417480469
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Add convenience overload for <iden>-backed <method_name>;convenience;Similar;0.7367374897003174
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Use consistent camel casing of <iden>;consistent camel casing;Similar;0.5348286032676697
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Update website to the latest design  ;latest design;Similar;0.5209444165229797
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Transfer to/from <iden> directly from <iden>  ;<pr_link>;Similar;0.7643096446990967
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;add @override for subclass override method;subclass override method;Similar;0.7249459028244019
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix flaky testRfc2109Response();The time delta in the cookie max-age is rounded down, so is at most 59 seconds. Possibly a GC or some other hiccup can occasionally make it lower, so allow some room for error.;Similar;0.6693055033683777
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Partially revert connection timeout behavior  ;The modification of the timeout behavior during connection caused problems;Similar;0.5926688313484192
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;The changes to <iden>s  <file_name> have been ported  ;Upstream commit of <iden> / <iden> fix, This does not include the introduction of PlatformTest, which will be difficult to write so it works everywhere;Similar;0.7835282683372498
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Similar;0.832575261592865
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Return <file_name> to previous (e.g. KitKat) behavior;this change required to handle this <iden> scenario;Similar;0.8102736473083496
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Document <file_name> throwing modes;To include the <pr_link> information;Similar;0.6996209025382996
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;Similar;0.9773801565170288
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";Similar;0.979337215423584
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix source compatibility for some <iden> callsites;supporting existing source patterns is more important;Similar;0.7124717831611633
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Similar;0.6288612484931946
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix a race in <method_name> ( <pr_link> );We were assuming on a client failure the server wouldnt have any further events. But it will get a failure if we give it a moment. This was causing some test flakiness.;Similar;0.6895110011100769
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Improve some Markdown;improve;Similar;0.5282543301582336
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Similar;0.877721905708313
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Enable GitHub Security Scanning;To configure GitHub workflow for code security scanning;Similar;0.6072084903717041
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;load through bootstrap;-;Similar;0.6419225931167603
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix bug where request body isnt sent when it should  ;request body isnt sent when it should;Similar;0.5530400276184082
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Add support for following <iden> 307 temporary redirects  ;Fixes Android bug 41739;Similar;0.6937341690063477
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Add wildcard hostnames support in <file_name>;support;Similar;0.7679338455200195
Convert <file_name> to Kotlin ( <pr_link> );Idiomatic Kotlin;Fix correctness of WebSocketReader reserved flags test;reserved flags;Similar;0.5968374609947205
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;fix small types in the changelog;small types;Similar;0.6009291410446167
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Update README.md  ;<iden> moved to Github;Similar;0.644060492515564
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Support querying & setting transport lists on connections  ;The list is specified via a magic request property <iden> and can be queried via the request property <iden> ;Similar;0.6138265132904053
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Fix nullability (override default parameter nullability set at package-info);response receives null explicitly from several catch clauses;Similar;0.6921255588531494
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;snapshot() method removing entries that are being cached  ;because cleanFiles dont exist yet;Similar;0.6447625756263733
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Fix mockwebserver jar download 404;404;Similar;0.5505669116973877
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;update proguard rules on README.md ( <pr_link> );-;Similar;0.5774115324020386
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Remove obsolete <iden>;obsolete;Similar;0.5519326329231262
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Update factories to be idiomatic;be idiomatic;Similar;0.5541186332702637
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;Similar;0.6120780110359192
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Make error-prone validate missing override annotations;error-prone, missing override annotations;Similar;0.6732264757156372
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;fix README.md typo;README.md typo;Similar;0.6729283332824707
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Fix single failing graal test ( <pr_link> );single failing;Similar;0.6751222610473633
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;Similar;0.6425511837005615
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;API for handling an unexpected SSE response;unexpected;Similar;0.6094311475753784
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;Similar;0.6680051684379578
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Add a best practice restricted <iden> <file_name>  ;Restricted ciphers ;Similar;0.7149186134338379
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> );temporarily ignore javadoc errors and compile tests;Similar;0.5497863292694092
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Use IOException instead of <iden>;more specific in <file_name> API;Similar;0.6013869047164917
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Make  <file_name>  more capable.;more capable;Similar;0.739192008972168
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;fix <file_name> for Java 9;Java 9;Similar;0.5060705542564392
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;document support for SNI;support for SNI;Similar;0.6020529866218567
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Limit recovery attempts for REFUSED_STREAM errors;We limit per-connection retries but not per-call retries, so this was creating large numbers of connections each of which called the server and accepted yet another REFUSED_STREAM.;Similar;0.6200001835823059
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Add HTTP/2 and <iden><version> columns to our security providers doc ;to enhance our security documentation;Similar;0.6050425171852112
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;Similar;0.696038007736206
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Use our test rule instead of the Maven Surefire listener  ;to Close the issue indicated by the link;Similar;0.5316427946090698
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;Similar;0.7115315198898315
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Adopt idiomatic <iden> in <file_name>;idiomatic;Similar;0.7729620933532715
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Make <file_name> accessors final  ;If we want these to be vals to Kotlin, they cant be open. I think the motivation to make these non-final was pretty weak, and I dont mind breaking <iden> compatibility here.;Similar;0.7779158353805542
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Fix a regression in combining cache headers;This was introduced with our migration to Kotlin. Iterating over the indices of the header names doesnt work because header names are not distinct.;Similar;0.6805359125137329
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Include prerequisites in the releasing guide.;to provide necessary information for users;Similar;0.6320143938064575
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";Similar;0.7012897729873657
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;Similar;0.7026916742324829
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;Similar;0.7120752930641174
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Fix some maven problems that are blocking the <version> release;blocking the <version> release;Similar;0.5860286355018616
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Rename <method_name> to <iden()>;I prefer signed;Similar;0.6813713908195496
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Fixup <file_name> so that its worthy of production use.;This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients.;Similar;0.7119402289390564
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Support client authentication in <file_name>;client authentication;Similar;0.690132737159729
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;Similar;0.6244750022888184
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Fix Javadoc builds with the jsr305 dependency  ;Because multiple modules share a package we need to share the dependency on everything in package-info.java;Similar;0.5032203793525696
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Dont follow all fragments of the same <iden>;"For better organization; to prevent following all fragments of the same <iden>";Similar;0.7015748620033264
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Similar;0.758924663066864
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Fix tests to share a common <iden>. Also fix the memory limit, which may prevent Travis from failing our tests.;share a common <iden>, memory limit, prevent Travis from failing our tests;Similar;0.530409038066864
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Collapse interceptors into a single chain;Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors.;Similar;0.5416269302368164
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Update readme and changelog for <version>;<version>;Similar;0.6963202357292175
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;New <file_name> class to normalize certificate chains  ;The goal of this is to get the root <iden> certificate into the certificate chain, so that it can be considered by the certificate pinner;Similar;0.6552546620368958
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Fix some get prefixes on <file_name> and <method_name>;"-
None";Similar;0.737459659576416
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Add <method_name>;Might be useful to expose this bookkeeping to app developers;Similar;0.6897652745246887
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Fix flakiness in <method_name>  ;Theres a race where the HTTP engine has been created, but not yet connected and the cancel isnt as immediate as it could be. Fix the test by making sure theres a response to be retrieved. With the upcoming connection pool changes we might make the implementation more robust.;Similar;0.7555253505706787
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;Similar;0.6260919570922852
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Expose internal APIs for pluggable file systems, Also migrate all of our tests to use the <method_name>  ;We arent yet ready to make <iden> a public type, but I dont mind making it _almost_ available via an internal API for those brave enough to try that, Its simpler.;Similar;0.6027190685272217
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;The implementation is built around one oversized method that runs top to bottom;I found this was easier to follow than the switch statement recommended by the <iden> standard;Similar;0.5824503898620605
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Fix <iden> post retransmit in the new API  ;We dont buffer response bodies in the new API. But we should retransmit POST bodies when a request fails.;Similar;0.6193705797195435
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Add a test for corner-case behavior;Im looking to make HttpURLConnectionImpl delegate to Job, and that means writing tests for all the weird things it does above HttpEngine.;Similar;0.5885006189346313
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Add some pings to force happens-before in <iden> tests;Previously we were relying on accidents to get our tests to pass;Similar;0.6114510893821716
<file_name> should be treated as immutable once shared;given that requirement, its safe for many threads to call the open() method concurrently to open their own connections;Track <file_name> ownership  ;<file_name> ownership is somewhat racy: when an HttpURLConnection reads the last byte of a connection, its ownership is released and given to the <method_name>;Similar;0.6775283813476562
