;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
15;Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;Drop no longer necessary Acer SW5-012 lid_init_state quirk;no longer necessary;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;Contradicts;0.851567804813385
16;Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;Drop no longer necessary Asus T200TA lid_init_state quirk;no longer necessary;https://github.com/torvalds/linux/commit/2b6022a32e1c6e740a5929951d9d8cbed3b162b1;Contradicts;0.6037524342536926
17;Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;https://github.com/torvalds/linux/commit/9e811e19a7aca16d40e1ce0c68e9bbffea1b9810;Contradicts;0.8511714339256287
18;Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;This patch makes it deprecated;lid_init__state=open is more useful than this mode;https://github.com/torvalds/linux/commit/ecb10b694b72ca5ea51b3c90a71ff2a11963425a;Contradicts;0.9546050429344176
19;Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;it should not send the complement switch event for the unreliable initial lid state notification;However this mechanism is not suitable for lid_init_state=open/method;https://github.com/torvalds/linux/commit/dfa46c50f65b6ca10cea389327a6f1f1749bc633;Contradicts;0.6827619075775146
20;Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;percpu.h modifications were reverted  ;so that it could be applied as a separate patch and serve as bisection point;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Contradicts;0.6144375205039978
21;Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;Contradicts;0.5242920517921448
22;Driver core needs no inform from callee(bus driver) about the result of remove callback;increases separation of concerns;https://github.com/torvalds/linux/commit/6c0eb5ba3500f6da367351ff3c4452c029cb72fa;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;Contradicts;0.8569427132606506
23;Driver core needs no inform from callee(bus driver) about the result of remove callback;increases separation of concerns;https://github.com/torvalds/linux/commit/6c0eb5ba3500f6da367351ff3c4452c029cb72fa;Use acpi_devices handle instead of drivers  ;-;https://github.com/torvalds/linux/commit/27b1d3e85b1dfd9037d3fbb98b2e2aacca01da39;Contradicts;0.5082390308380127
24;Driver core needs no inform from callee(bus driver) about the result of remove callback;increases separation of concerns;https://github.com/torvalds/linux/commit/6c0eb5ba3500f6da367351ff3c4452c029cb72fa;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);https://github.com/torvalds/linux/commit/6468463abd7051fcc29f3ee7c931f9bbbb26f5a4;Contradicts;0.5352092385292053
25;fix some coding style issues;fix some coding style issues;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;This patch makes it deprecated;lid_init__state=open is more useful than this mode;https://github.com/torvalds/linux/commit/ecb10b694b72ca5ea51b3c90a71ff2a11963425a;Contradicts;0.6829406023025513
26;fix some coding style issues;fix some coding style issues;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;While using KEY event type, there is no such problem;no such problem;https://github.com/torvalds/linux/commit/dfa46c50f65b6ca10cea389327a6f1f1749bc633;Contradicts;0.6978514790534973
27;fix some coding style issues;fix some coding style issues;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;Contradicts;0.5429549813270569
28;fix some coding style issues;fix some coding style issues;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;"This patch is to eliminate the above warning message
";Device PNP0C0D:00 failed to resume: error 1;https://github.com/torvalds/linux/commit/13c199c0d0cf78b27592991129fb8cbcfc5164de;Contradicts;0.5336428880691528
29;fix some coding style issues;fix some coding style issues;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;Better to oops and learn about a bug;than to silently cover it up;https://github.com/torvalds/linux/commit/e2fb9754d27513918a4936e8cbaad50ff56cfd3d;Contradicts;0.6287462711334229
30;fix some coding style issues;fix some coding style issues;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);https://github.com/torvalds/linux/commit/6468463abd7051fcc29f3ee7c931f9bbbb26f5a4;Contradicts;0.5421580076217651
31;Fix some coding style issues reported by checkpatch.pl;including the following types;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;https://github.com/torvalds/linux/commit/9e811e19a7aca16d40e1ce0c68e9bbffea1b9810;Contradicts;0.5152801871299744
32;Fix some coding style issues reported by checkpatch.pl;including the following types;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;This patch makes it deprecated;lid_init__state=open is more useful than this mode;https://github.com/torvalds/linux/commit/ecb10b694b72ca5ea51b3c90a71ff2a11963425a;Contradicts;0.7923252582550049
33;Fix some coding style issues reported by checkpatch.pl;including the following types;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;Contradicts;0.7720438241958618
34;Fix some coding style issues reported by checkpatch.pl;including the following types;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;"This patch is to eliminate the above warning message
";Device PNP0C0D:00 failed to resume: error 1;https://github.com/torvalds/linux/commit/13c199c0d0cf78b27592991129fb8cbcfc5164de;Contradicts;0.7140394449234009
35;Fix some coding style issues reported by checkpatch.pl;including the following types;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;"rmmoded directories will be empty and return ""."" and "".."" -- no harm";no harm;https://github.com/torvalds/linux/commit/99b76233803beab302123d243eea9e41149804f3;Contradicts;0.7155750393867493
36;code indent should use tabs where possible;to maintain consistency and follow coding standards;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;Drop no longer necessary Acer SW5-012 lid_init_state quirk;no longer necessary;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;Contradicts;0.7187292575836182
37;code indent should use tabs where possible;to maintain consistency and follow coding standards;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;Drop no longer necessary Asus T200TA lid_init_state quirk;no longer necessary;https://github.com/torvalds/linux/commit/2b6022a32e1c6e740a5929951d9d8cbed3b162b1;Contradicts;0.667939305305481
38;code indent should use tabs where possible;to maintain consistency and follow coding standards;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;Contradicts;0.630553126335144
39;code indent should use tabs where possible;to maintain consistency and follow coding standards;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);https://github.com/torvalds/linux/commit/6468463abd7051fcc29f3ee7c931f9bbbb26f5a4;Contradicts;0.7217661738395691
40;Clean up printing messages;ACPI button;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;This patch makes it deprecated;lid_init__state=open is more useful than this mode;https://github.com/torvalds/linux/commit/ecb10b694b72ca5ea51b3c90a71ff2a11963425a;Contradicts;0.711371123790741
41;Clean up printing messages;ACPI button;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;While using KEY event type, there is no such problem;no such problem;https://github.com/torvalds/linux/commit/dfa46c50f65b6ca10cea389327a6f1f1749bc633;Contradicts;0.5553654432296753
42;Clean up printing messages;ACPI button;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;Better to oops and learn about a bug;than to silently cover it up;https://github.com/torvalds/linux/commit/e2fb9754d27513918a4936e8cbaad50ff56cfd3d;Contradicts;0.5098245143890381
43;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;Turn lid_blacklst DMI table into a generic quirk table;ACPI: button;https://github.com/torvalds/linux/commit/d7cd08231a7fafb0d81786515527651d3242a7f4;Contradicts;0.5302530527114868
44;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;re-using the existing option;keeps things simple and it will make it much easier to add DMI quirks which can either disable the LID completely or set another non-default lid_init_state value, both of which are necessary on some devices;https://github.com/torvalds/linux/commit/593681e2c75f59f23cf6f6cefc4f00cae2a4522b;Contradicts;0.7320807576179504
45;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;Fix an issue in button.lid_init_state=ignore mode;Reported-and-tested-by: Zhao Lijian <lijian.zhao@intel.com>;https://github.com/torvalds/linux/commit/13e962140be671f31a011543f11477af67a6c33e;Contradicts;0.5630317330360413
46;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;https://github.com/torvalds/linux/commit/9e811e19a7aca16d40e1ce0c68e9bbffea1b9810;Contradicts;0.7275182604789734
47;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;Remove lid_init_state=method mode;Fixes: ecb10b694b72 (ACPI / button: Remove lid_init_state=method mode);https://github.com/torvalds/linux/commit/f369fdf4f661322b73f3307e9f3cd55fb3a20123;Contradicts;0.5436387062072754
48;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;When we removed the procfs dir on error or if the driver is unbound;the two variables acpi_lid_dir and acpi_button_dir were not reset;https://github.com/torvalds/linux/commit/e370cc8640305aa2fa42b852cccd89e80c28d9a0;Contradicts;0.6198940873146057
49;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;Contradicts;0.7243737578392029
50;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;dont try to use a non-existent lid device;non-existent;https://github.com/torvalds/linux/commit/2c907b72db4dd4e8af6dccb6e0ac122d78627b8d;Contradicts;0.5096672773361206
51;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;Remove button->device pointer;button;https://github.com/torvalds/linux/commit/106c19e7b978e1b84ea5cabbd470a0ddced577c8;Contradicts;0.6339717507362366
52;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;Add CONFIG_ACPI_PROC_EVENT to allow removal of /proc/acpi/event;to allow removal of /proc/acpi/event;https://github.com/torvalds/linux/commit/14e04fb34ffa82ee61ae69f98d8fca12d2e8e31c;Contradicts;0.7702106237411499
53;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;Remove unneeded acpi_handle from driver;unneeded;https://github.com/torvalds/linux/commit/6c689537726ec665246d2f60c48475be2efac2d0;Contradicts;0.5724430084228516
54;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;Use acpi_devices handle instead of drivers  ;-;https://github.com/torvalds/linux/commit/27b1d3e85b1dfd9037d3fbb98b2e2aacca01da39;Contradicts;0.506248414516449
55;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);https://github.com/torvalds/linux/commit/6468463abd7051fcc29f3ee7c931f9bbbb26f5a4;Contradicts;0.710270881652832
56;"Remove the "" MD60198"" part from the E2215T quirk";the MD60### part of the model number differs per country/batch while all of the E2215T and E2228T models have this issue;https://github.com/torvalds/linux/commit/7daaa06357bf7f1874b62bb1ea9d66a51d4e567e;This commit adds a quirk for this;as no lid-switch function is better then the interrupt storm;https://github.com/torvalds/linux/commit/90ed9c639c1b53556f87b1c5031c7e4c57285a92;Contradicts;0.8323667645454407
57;"Remove the "" MD60198"" part from the E2215T quirk";the MD60### part of the model number differs per country/batch while all of the E2215T and E2228T models have this issue;https://github.com/torvalds/linux/commit/7daaa06357bf7f1874b62bb1ea9d66a51d4e567e;While using KEY event type, there is no such problem;no such problem;https://github.com/torvalds/linux/commit/dfa46c50f65b6ca10cea389327a6f1f1749bc633;Contradicts;0.5444344878196716
58;"Remove the "" MD60198"" part from the E2215T quirk";the MD60### part of the model number differs per country/batch while all of the E2215T and E2228T models have this issue;https://github.com/torvalds/linux/commit/7daaa06357bf7f1874b62bb1ea9d66a51d4e567e;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;Contradicts;0.8411511778831482
59;Drop no longer necessary Acer SW5-012 lid_init_state quirk;no longer necessary;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;add #ifdefs to prevent them from being built in that case  ;several suspend/resume functions in ACPI drivers are not used for CONFIG_PM_SLEEP unset;https://github.com/torvalds/linux/commit/9069240480e24a2d6ce23404c9ad6cabf59b7258;Contradicts;0.575776219367981
60;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;"Fixes: 17e5888e4e18 (""x86: Select HARDIRQS_SW_RESEND on x86"")";"(""x86: Select HARDIRQS_SW_RESEND on x86"")";https://github.com/torvalds/linux/commit/2b6022a32e1c6e740a5929951d9d8cbed3b162b1;Contradicts;0.8618293404579163
61;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;https://github.com/torvalds/linux/commit/13e962140be671f31a011543f11477af67a6c33e;Contradicts;0.5768948197364807
62;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;https://github.com/torvalds/linux/commit/9e811e19a7aca16d40e1ce0c68e9bbffea1b9810;Contradicts;0.8578787446022034
63;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;This patch makes it deprecated;lid_init__state=open is more useful than this mode;https://github.com/torvalds/linux/commit/ecb10b694b72ca5ea51b3c90a71ff2a11963425a;Contradicts;0.647047221660614
64;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;Most gfp.h inclusion directives were ignored  ;stuff from gfp.h was usually wildly available and often used in preprocessor macros;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Contradicts;0.562140941619873
65;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;percpu.h modifications were reverted  ;so that it could be applied as a separate patch and serve as bisection point;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Contradicts;0.7066382169723511
66;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;Contradicts;0.8366401195526123
67;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;"rmmoded directories will be empty and return ""."" and "".."" -- no harm";no harm;https://github.com/torvalds/linux/commit/99b76233803beab302123d243eea9e41149804f3;Contradicts;0.6888614296913147
68;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;get rid of input BIT* duplicate defines;duplicate;https://github.com/torvalds/linux/commit/7b19ada2ed3c1eccb9fe94d74b05e1428224663d;Contradicts;0.617366373538971
69;we no longer need to disable the lid functionality on the Acer SW5-012;Now that this workaround is in place;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;https://github.com/torvalds/linux/commit/9e811e19a7aca16d40e1ce0c68e9bbffea1b9810;Contradicts;0.9657790660858154
70;we no longer need to disable the lid functionality on the Acer SW5-012;Now that this workaround is in place;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;Contradicts;0.7430228590965271
71;Lets ensure that state updates happen even if userspace closed (or in the future inhibited) input device;state updates happen even if userspace closed (or in the future inhibited) input device;https://github.com/torvalds/linux/commit/21988a8e51479ceffe7b0568b170effabb708dfe;Turn lid_blacklst DMI table into a generic quirk table;ACPI: button;https://github.com/torvalds/linux/commit/d7cd08231a7fafb0d81786515527651d3242a7f4;Contradicts;0.5779522657394409
