;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
10;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;re-using the existing option;keeps things simple and it will make it much easier to add DMI quirks which can either disable the LID completely or set another non-default lid_init_state value, both of which are necessary on some devices;https://github.com/torvalds/linux/commit/593681e2c75f59f23cf6f6cefc4f00cae2a4522b;Similar;0.6766685247421265
11;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;[ an action or a change that has been made, including a description of the patch behaviour ];[ the reason for a decision or value judgment ];https://github.com/torvalds/linux/commit/065bd4d35b3fb4484c61fc40a51eeffd5abe52e8;Similar;0.6638842225074768
12;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Increment wakeup count only when notified;-;https://github.com/torvalds/linux/commit/7c058c7c74b3dbeb7d157c273959f87faf710350;Similar;0.6344114542007446
13;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;adds an acpi_handle_debug call  ;to help debugging this;https://github.com/torvalds/linux/commit/ae35d656d796fa203787455ce59874c6682dc0cf;Similar;0.6228471994400024
14;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Fix function prototypes for module_param_call();-;https://github.com/torvalds/linux/commit/e4dca7b7aa08b22893c45485d222b5807c1375ae;Similar;0.5360919237136841
15;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;https://github.com/torvalds/linux/commit/33e4f80ee69b5168badf37edbfed796eb48434b9;Similar;0.5496652126312256
16;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;https://github.com/torvalds/linux/commit/eed4d47efe9508b855b09754cf6de4325d8a2f0d;Similar;0.5496652126312256
17;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;libinput (1.7.0+) can fix the state of the lid switch for us: you need to set the udev property LIBINPUT_ATTR_LID_SWITCH_RELIABILITY to write_open;can fix the state of the lid switch for us;https://github.com/torvalds/linux/commit/878d8db039daac0938238e9a40a5bd6e50ee3c9b;Similar;0.5138925313949585
18;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Reversion of button.lid_init_state=method;doing so can enter a regression loop, but facilitates users to work the reported regressions around with;https://github.com/torvalds/linux/commit/f369fdf4f661322b73f3307e9f3cd55fb3a20123;Similar;0.6396855115890503
19;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Remove lid_init_state=method mode;Fixes: ecb10b694b72 (ACPI / button: Remove lid_init_state=method mode);https://github.com/torvalds/linux/commit/f369fdf4f661322b73f3307e9f3cd55fb3a20123;Similar;0.5290156602859497
20;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;https://github.com/torvalds/linux/commit/33e4f80ee69b5168badf37edbfed796eb48434b9;Similar;0.5496652126312256
21;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;https://github.com/torvalds/linux/commit/eed4d47efe9508b855b09754cf6de4325d8a2f0d;Similar;0.5496652126312256
22;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;https://github.com/torvalds/linux/commit/dfa46c50f65b6ca10cea389327a6f1f1749bc633;Similar;0.579889178276062
23;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;implements this mechanism  ;only;https://github.com/torvalds/linux/commit/dfa46c50f65b6ca10cea389327a6f1f1749bc633;Similar;0.7109057903289795
24;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Use key event type to implement ACPI lid events;Another approach;https://github.com/torvalds/linux/commit/dfa46c50f65b6ca10cea389327a6f1f1749bc633;Similar;0.7668689489364624
25;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Add ACPI Button event via netlink routine;-;https://github.com/torvalds/linux/commit/0bf6368ee8f25826d0645c0f7a4f17c8845356a4;Similar;0.651358962059021
26;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;add ACPI Button event back via netlink routine;Now ACPI events are sent to userspace via netlink;https://github.com/torvalds/linux/commit/0bf6368ee8f25826d0645c0f7a4f17c8845356a4;Similar;0.6244664788246155
27;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;compile error;CONFIG_PM_SLEEP is undefined;https://github.com/torvalds/linux/commit/2de9fd17c0359fea0c2ab5ae393c40d6d299bcaf;Similar;0.5936062335968018
28;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Fix enabling button GPEs twice;Fix;https://github.com/torvalds/linux/commit/8eaa29f92a66c92ade1ad663d14d975d776ef492;Similar;0.5140728950500488
29;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Button GPEs have been enabled in the acpi_wake_device_init() during boot;the button driver enables them for the second time;https://github.com/torvalds/linux/commit/8eaa29f92a66c92ade1ad663d14d975d776ef492;Similar;0.5635579824447632
30;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Clean up inclusions of ACPI header files;ACPI;https://github.com/torvalds/linux/commit/8b48463f89429af408ff695244dc627e1acff4f7;Similar;0.5056033730506897
31;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;<acpi/acpi_bus.h> be included prior to <acpi/acpi_drivers.h>;so that the acpi_pci_root declarations the latter depends on are always there;https://github.com/torvalds/linux/commit/8b48463f89429af408ff695244dc627e1acff4f7;Similar;0.5459622144699097
32;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Use device wakeup flags for handling ACPI wakeup devices;for handling ACPI wakeup devices;https://github.com/torvalds/linux/commit/f2b56bc808addb908a5bf435d9b942c02af9a7c4;Similar;0.7177128195762634
33;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Use GPE reference counting to support shared GPEs  ;the wakeup enable mask bits of GPEs are set as soon as the GPEs are enabled to wake up the system;https://github.com/torvalds/linux/commit/cb1cb1780f2025a7d612de09131bf6530f80fb1a;Similar;0.5341171622276306
34;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;it is sufficient to set/unset the wakeup mask bits for them during system sleep transitions;"this means that the reference counting of ""wakeup"" GPEs doesnt really make sense";https://github.com/torvalds/linux/commit/cb1cb1780f2025a7d612de09131bf6530f80fb1a;Similar;0.5784398317337036
35;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;This will allow us to simplify the GPE handling code quite a bit;that change is too intrusive for 2.6.35;https://github.com/torvalds/linux/commit/cb1cb1780f2025a7d612de09131bf6530f80fb1a;Similar;0.5360747575759888
36;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Update gfp.h and slab.h includes  ;prepare for breaking implicit slab.h inclusion from percpu.h;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Similar;0.5555185079574585
37;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Prepare for this change by updating users of gfp and slab facilities;include those headers directly instead of assuming availability;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Similar;0.5446329116821289
38;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;the following script is used as the basis of conversion;As this conversion needs to touch a large number of source files;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Similar;0.591173529624939
39;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;put the new include  ;its order conforms to its surrounding;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Similar;0.6681084036827087
40;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;prints out an error message indicating which .h file needs to be added to the file;the file doesnt have fitting include block;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Similar;0.5124584436416626
41;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;The script was run again  ;to make sure no file was left behind;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Similar;0.5817824006080627
42;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;description of the patch behaviour;an action or a change;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Similar;0.5761885643005371
43;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;failures were fixed;Build tests were done on the following configurations;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Similar;0.548797607421875
44;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;percpu.h modifications were reverted  ;so that it could be applied as a separate patch and serve as bisection point;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Similar;0.5977632403373718
45;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Im fairly confident about the coverage of this conversion patch  ;Given the fact that I had only a couple of failures from tests on step 6;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Similar;0.5228186249732971
46;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Add more run-time wake-up fields;Add more;https://github.com/torvalds/linux/commit/f517709d65beed95f52f021b43e3035b52ef791a;Similar;0.6283180713653564
47;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Introduce a new wake-up flag, always_enabled, for marking devices that should be permanently enabled to generate run-time events  ;devices that should be permanently enabled to generate run-time events;https://github.com/torvalds/linux/commit/f517709d65beed95f52f021b43e3035b52ef791a;Similar;0.6244677305221558
48;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Introduce a reference counter for run-wake devices and a function that will initialize all of the run-time wake-up fields for given device.;-;https://github.com/torvalds/linux/commit/f517709d65beed95f52f021b43e3035b52ef791a;Similar;0.6467442512512207
49;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Add an API to allow devices to indicate whether or not they want their devices GPE to be enabled for both runtime and wakeup events;to allow devices to indicate whether or not they want their devices GPE to be enabled;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;Similar;0.6002472043037415
50;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;complain the following warning message;"will

";https://github.com/torvalds/linux/commit/13c199c0d0cf78b27592991129fb8cbcfc5164de;Similar;0.691602349281311
51;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;return -ENODEV;theres no lid device present;https://github.com/torvalds/linux/commit/2c907b72db4dd4e8af6dccb6e0ac122d78627b8d;Similar;0.7080708742141724
52;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Some drivers need to know when a lid event occurs and get the current status;-;https://github.com/torvalds/linux/commit/7e12715ecc47a8a59154afe2746e48998225bb69;Similar;0.5423258543014526
53;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;whitespace fix  ;This does not change any actual console output;https://github.com/torvalds/linux/commit/a192a9580bcc41692be1f36b77c3b681827f566a;Similar;0.6005638837814331
54;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;type: Power Button;I dont think theres anything meaningful user-space can do by knowing whether a button is a control method or a fixed hardware button;https://github.com/torvalds/linux/commit/d68b597c883cf863c7216564cae08a4730d56cc1;Similar;0.6577267050743103
55;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Remove button->device pointer;button;https://github.com/torvalds/linux/commit/106c19e7b978e1b84ea5cabbd470a0ddced577c8;Similar;0.5400589108467102
56;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;convert that back to ACPI_BUTTON_NOTIFY_STATUS;to preserve user-space backward compatibility;https://github.com/torvalds/linux/commit/373cfc360ec773be2f7615e59a19f3313255db7c;Similar;0.5890703797340393
57;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Setting ->owner as done currently (pde->owner = THIS_MODULE) is racy;as correctly noted at bug #12454;https://github.com/torvalds/linux/commit/99b76233803beab302123d243eea9e41149804f3;Similar;0.5073410272598267
58;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;"proc_fops is declared as ""const""";should give some thoughts;https://github.com/torvalds/linux/commit/99b76233803beab302123d243eea9e41149804f3;Similar;0.6085000038146973
59;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;start using GPE from userspace;GPE is already disabled in interrupt context;https://github.com/torvalds/linux/commit/0b7084ac67fb84f0cf2f8bc02d7e0dea8521dd2d;Similar;0.5956869125366211
60;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Move all the component definitions for drivers to a single shared place, include/acpi/acpi_drivers.h  ;to have a single shared place;https://github.com/torvalds/linux/commit/89595b8f2850a080d290bf778ec933ea1d99f78e;Similar;0.5077058672904968
61;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;"verify by using ""input-events"" from input-utils and just closing and opening the lid";easy;https://github.com/torvalds/linux/commit/df316e939100e789b3c5d4d102619ccf5834bd00;Similar;0.6419345140457153
62;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Use proc_create()/proc_create_data() to make sure that ->proc_fops and ->data be setup;before gluing PDE to main tree;https://github.com/torvalds/linux/commit/cf7acfab032ff262f42954328cdfd20a5d9aaaac;Similar;0.6098179817199707
63;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;get rid of input BIT* duplicate defines;duplicate;https://github.com/torvalds/linux/commit/7b19ada2ed3c1eccb9fe94d74b05e1428224663d;Similar;0.5340925455093384
64;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Define the macro temporarily in a local manner;all those local definitions will be removed further in this patchset (to not break bisecting);https://github.com/torvalds/linux/commit/7b19ada2ed3c1eccb9fe94d74b05e1428224663d;Similar;0.5511059165000916
65;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Re-name acpi_bus_generate_event() to acpi_bus_generate_proc_event()  ;to make sure there is no confusion that it is for /proc/acpi/event only;https://github.com/torvalds/linux/commit/14e04fb34ffa82ee61ae69f98d8fca12d2e8e31c;Similar;0.553350567817688
66;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;"Invoke with ; as leaving it off confuses Lindent  ";gcc doesnt care;https://github.com/torvalds/linux/commit/f52fd66d2ea794010c2d7536cf8e6abed0ac4947;Similar;0.5554342269897461
67;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;Fix indentation where Lindent did get confused  ;Lindent did get confused;https://github.com/torvalds/linux/commit/f52fd66d2ea794010c2d7536cf8e6abed0ac4947;Similar;0.6206511855125427
68;trigger wakeup key events;ACPI: button;https://github.com/torvalds/linux/commit/16f70feaabe9fde0af703f2991d44a7589f0b6e3;restore /proc/acpi/button/ (ala 2.6.12)  ;[ACPI];https://github.com/torvalds/linux/commit/b34a8030eeab4d59dcdd86de38f6927b9edd441f;Similar;0.558139443397522
69;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;Similar;0.669758677482605
70;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;fix some coding style issues;fix some coding style issues;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;Similar;0.6388235092163086
71;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;Fix some coding style issues reported by checkpatch.pl;including the following types;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;Similar;0.6669654846191406
72;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;code indent should use tabs where possible;to maintain consistency and follow coding standards;https://github.com/torvalds/linux/commit/effbe6404e6c1cccaa351a50f1d431f83b34d9a5;Similar;0.662419855594635
73;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;Clean up printing messages;ACPI button;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;Similar;0.579156756401062
74;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;https://github.com/torvalds/linux/commit/411e3216d4ee7e3c25c365b0d09e18f7798d705a;Similar;0.6032830476760864
75;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;"Remove the "" MD60198"" part from the E2215T quirk";the MD60### part of the model number differs per country/batch while all of the E2215T and E2228T models have this issue;https://github.com/torvalds/linux/commit/7daaa06357bf7f1874b62bb1ea9d66a51d4e567e;Similar;0.5115842819213867
76;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;Drop no longer necessary Acer SW5-012 lid_init_state quirk;no longer necessary;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;Similar;0.5170131921768188
77;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;https://github.com/torvalds/linux/commit/136a4dfe87cd34db2153330aa84dbbc210eb36b6;Similar;0.5873488187789917
78;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;fix handling lid state changes when input device closed;-;https://github.com/torvalds/linux/commit/21988a8e51479ceffe7b0568b170effabb708dfe;Similar;0.7207516431808472
79;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;Replace the existing /* fall through */ comments and its variants with the new pseudo-keyword macro fallthrough;[1];https://github.com/torvalds/linux/commit/57d2dd4bd18b1378b3bc0b6b2b8b858deb6c2fa7;Similar;0.5901859998703003
80;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;Delete unused proc filename macros;unused;https://github.com/torvalds/linux/commit/a10660f7788bcb1229534cd1aa57a8f4b36cfe74;Similar;0.6628725528717041
81;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;Drop no longer necessary Asus T200TA lid_init_state quirk;no longer necessary;https://github.com/torvalds/linux/commit/2b6022a32e1c6e740a5929951d9d8cbed3b162b1;Similar;0.5030571818351746
82;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;drop the quirk  ;the lid_init_state=ACPI_BUTTON_LID_INIT_OPEN quirk for the Asus T200TA is no longer necessary, the lid now works properly without it;https://github.com/torvalds/linux/commit/2b6022a32e1c6e740a5929951d9d8cbed3b162b1;Similar;0.50851970911026
83;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;"Fixes: 17e5888e4e18 (""x86: Select HARDIRQS_SW_RESEND on x86"")";"(""x86: Select HARDIRQS_SW_RESEND on x86"")";https://github.com/torvalds/linux/commit/2b6022a32e1c6e740a5929951d9d8cbed3b162b1;Similar;0.5386618971824646
84;Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;https://github.com/torvalds/linux/commit/e4e62d5fd8ecb0ea4174afda654432927d248a8a;"
The problem here is the accesses to the PBCG and HMCG
";"
these are the pinconf0 registers for the power";https://github.com/torvalds/linux/commit/90ed9c639c1b53556f87b1c5031c7e4c57285a92;Similar;0.664152979850769
