Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha;similarity_rationales;contradiction_rationales
Adding GET support to <file_name>;support;Add <iden> wrapper validation  ;validation;Similar;0.8020498156547546;0.8992865085601807;
Adding GET support to <file_name>;support;Add coroutine support to <file_name> ;coroutine support;Similar;0.9555798768997192;0.8229700922966003;
Adding GET support to <file_name>;support;Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Similar;0.8117362260818481;0.5019316077232361;
Adding GET support to <file_name>;support;Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Similar;0.8199319839477539;0.465215802192688;
Adding GET support to <file_name>;support;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Similar;0.8595447540283203;0.3979533016681671;
Adding GET support to <file_name>;support;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Similar;0.9110247492790222;0.22243183851242065;
Adding GET support to <file_name>;support;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Similar;0.8535876870155334;0.08888570219278336;0.8382580876350403
Adding GET support to <file_name>;support;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Similar;0.8494551181793213;0.8426966071128845;
Adding GET support to <file_name>;support;Allow <file_name> instantiation  ;Hide some Apache implementation details;Similar;0.8850601315498352;0.38241153955459595;
Adding GET support to <file_name>;support;Adding a human-readable name to the  <file_name>  interface;human-readable;Similar;0.8336607217788696;0.7644810080528259;
Adding GET support to <file_name>;support;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Similar;0.84527188539505;0.3399814963340759;
Adding GET support to <file_name>;support;Add fixed query parameter support;support;Similar;0.8055375814437866;0.9999998807907104;
Adding GET support to <file_name>;support;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.9528114199638368;0.8363038301467896;
Adding GET support to <file_name>;support;Allow <file_name> extensions;improved <file_name>;Similar;0.9060639142990112;0.6324853301048279;
Adding GET support to <file_name>;support;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();Similar;0.8475877642631531;0.53690505027771;
Adding GET support to <file_name>;support;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.9100902080535888;0.5188745260238647;
Adding GET support to <file_name>;support;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8407281637191772;0.6616664528846741;
Adding GET support to <file_name>;support;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.8630207777023315;0.7258611917495728;
Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Add <iden> wrapper validation  ;validation;Similar;0.8273918628692627;0.6462686061859131;
Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Add coroutine support to <file_name> ;coroutine support;Similar;0.8626139163970947;0.6839501857757568;
Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Similar;0.813328742980957;0.5648781657218933;
Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Similar;0.8472152948379517;0.5079203844070435;
Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Similar;0.9160473346710204;0.42830947041511536;0.8592737317085266
Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Similar;0.8121593594551086;0.631102442741394;
Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Allow <file_name> instantiation  ;Hide some Apache implementation details;Similar;0.8785316348075867;0.5595294237136841;
Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Add fixed query parameter support;support;Similar;0.803900957107544;0.5942889451980591;
Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.8964241743087769;0.5332323312759399;
Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;Allow <file_name> extensions;improved <file_name>;Similar;0.8613278865814209;0.6279460191726685;
Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8472074270248413;0.6505548357963562;
Add <iden> wrapper validation  ;validation;Add <iden> integration tests;integration;Similar;0.9047722220420836;0.8340703248977661;
Add <iden> wrapper validation  ;validation;Add coroutine support to <file_name> ;coroutine support;Similar;0.8029508590698242;0.7925257682800293;
Add <iden> wrapper validation  ;validation;Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Similar;0.8768751621246338;0.586961567401886;
Add <iden> wrapper validation  ;validation;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Similar;0.8373289108276367;0.41528505086898804;
Add <iden> wrapper validation  ;validation;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Similar;0.8376315236091614;0.2838727831840515;
Add <iden> wrapper validation  ;validation;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Similar;0.8179787397384644;0.16222232580184937;0.8721848130226135
Add <iden> wrapper validation  ;validation;Add path and query tests for pre-encoded values;-;Similar;0.8270606994628906;0.8313019871711731;
Add <iden> wrapper validation  ;validation;Add converters module and protobuf converter;to the sentence;Similar;0.8266749382019043;0.8174564838409424;
Add <iden> wrapper validation  ;validation;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Similar;0.8558805584907532;0.867347002029419;
Add <iden> wrapper validation  ;validation;Add fixed query parameter support;support;Similar;0.8160593509674072;0.8992865085601807;
Add <iden> wrapper validation  ;validation;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.8176412582397461;0.8313019871711731;
Add <iden> wrapper validation  ;validation;Allow <file_name> extensions;improved <file_name>;Similar;0.8261744379997253;0.6814738512039185;
Add <iden> wrapper validation  ;validation;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8039212226867676;0.5427005290985107;
Add <iden> wrapper validation  ;validation;Use <iden> <version>s JsonAdapter.serializeNulls();serializeNulls;Similar;0.820044755935669;0.671533465385437;
Add <iden> wrapper validation  ;validation;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8188077211380005;0.6962916851043701;
Add <iden> wrapper validation  ;validation;Fix support for protobuf <version>+;ExtensionRegistry cannot be null;Similar;0.8233850002288818;0.5577154159545898;
Add <iden> integration tests;integration;Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Similar;0.8368161916732788;0.5246458649635315;
Add <iden> integration tests;integration;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Similar;0.8008688688278198;0.45554015040397644;
Add <iden> integration tests;integration;Add converters module and protobuf converter;to the sentence;Similar;0.8342825174331665;0.7795960903167725;
Add <iden> integration tests;integration;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Similar;0.8104881048202515;0.8107634782791138;
Add coroutine support to <file_name> ;coroutine support;Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Similar;0.8386882543563843;0.6118344068527222;
Add coroutine support to <file_name> ;coroutine support;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Similar;0.8767303824424744;0.5432707667350769;
Add coroutine support to <file_name> ;coroutine support;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Similar;0.925632655620575;0.4435555040836334;
Add coroutine support to <file_name> ;coroutine support;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Similar;0.8515074253082275;0.1933513879776001;0.8104106783866882
Add coroutine support to <file_name> ;coroutine support;Update <file_name> to latest. Add default constructor.;latest, Add default constructor;Similar;0.8038377165794373;0.5776238441467285;
Add coroutine support to <file_name> ;coroutine support;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Similar;0.8500094413757324;0.741239607334137;
Add coroutine support to <file_name> ;coroutine support;Allow <file_name> instantiation  ;Hide some Apache implementation details;Similar;0.8726332187652588;0.5039241313934326;
Add coroutine support to <file_name> ;coroutine support;Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Similar;0.8172329664230347;0.4623207449913025;
Add coroutine support to <file_name> ;coroutine support;Adding a human-readable name to the  <file_name>  interface;human-readable;Similar;0.8532384037971497;0.6831452250480652;
Add coroutine support to <file_name> ;coroutine support;Added getTag() and logChunk() methods;for easier subclassing;Similar;0.8006175756454468;0.60611891746521;
Add coroutine support to <file_name> ;coroutine support;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Similar;0.8472147583961487;0.5289246439933777;
Add coroutine support to <file_name> ;coroutine support;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.9231959581375122;0.6934462785720825;
Add coroutine support to <file_name> ;coroutine support;Allow <file_name> extensions;improved <file_name>;Similar;0.8888744115829468;0.7436414957046509;
Add coroutine support to <file_name> ;coroutine support;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();Similar;0.8455690741539001;0.7233667969703674;
Add coroutine support to <file_name> ;coroutine support;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8907725811004639;0.725430965423584;
Add coroutine support to <file_name> ;coroutine support;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8943928480148315;0.7918768525123596;
Add coroutine support to <file_name> ;coroutine support;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.8749696016311646;0.8115091323852539;
Migrate forced suspension mechanism from yield to <iden>;Since its possible for certain dispatchers to completely avoid yielding, and currently the immediate dispatchers exhibit this behavior, we need an alternate mechanism of forcing suspension or UndeclaredThrowableExceptions will still be seen.;Rename <method_name> to onSuccess(), and failure() to <iden>();to onSuccess(), and failure(), <iden>;Similar;0.8369461297988892;0.6101361513137817;
Add more obviously missing @nullable annotations;missing;Add some missing @nullable annotations to <file_name> ;missing;Similar;0.8108850121498108;1.0000001192092896;
Add more obviously missing @nullable annotations;missing;Add some missing Nullable annotations;missing;Similar;0.8654811382293701;1.0000001192092896;
Add more obviously missing @nullable annotations;missing;Add some missing Nullable annotations;missing;Similar;0.8654811382293701;1.0000001192092896;
Add more obviously missing @nullable annotations;missing;Remove old <iden> nonsense;As of API 26 the android.jar contains the classes checked by <iden> and used by <iden>.Java8. And we dont encourage throwing checked exceptions from the service method but instead routing them through your call adapter.;Similar;0.8008115291595459;0.04142402112483978;
Add more obviously missing @nullable annotations;missing;Add missing import  ;missing;Similar;0.8512544631958008;1.0000001192092896;
Add more obviously missing @nullable annotations;missing;Remove incorrect generic parameter  ;incorrect;Similar;0.8024924993515015;0.8692007660865784;
Add some missing @nullable annotations to <file_name> ;missing;Add some missing Nullable annotations;missing;Similar;0.8602589964866638;1.0000001192092896;
Add some missing @nullable annotations to <file_name> ;missing;Add some missing Nullable annotations;missing;Similar;0.8602589964866638;1.0000001192092896;
Add some missing @nullable annotations to <file_name> ;missing;Remove unused <file_name> classes;unused;Similar;0.8050763607025146;0.9470615386962891;
Add some missing Nullable annotations;missing;Add some missing Nullable annotations;missing;Similar;0.9999998807907104;1.0000001192092896;
Add some missing Nullable annotations;missing;Add missing import  ;missing;Similar;0.8047688007354736;1.0000001192092896;
Add some missing Nullable annotations;missing;Add missing import  ;missing;Similar;0.8047688007354736;1.0000001192092896;
Expose static factory for <file_name> <enter> Also rework the internals of how an <file_name> gets instantiated and set as a tag on the <iden>;This will make a future change easier to land;Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Similar;0.8140550851821899;0.43568122386932373;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Similar;0.8377743363380432;0.5264477729797363;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;call it a <version>;Actually;Similar;0.9079309701919556;0.451846718788147;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Similar;0.8396008610725403;0.5449573993682861;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Fix annotation link;<iden> is gone;Similar;0.8231416344642639;0.4389243721961975;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Similar;0.8024905323982239;0.49284201860427856;0.8033888339996338
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Similar;0.8425923585891724;0.591971218585968;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Allow <file_name> instantiation  ;Hide some Apache implementation details;Similar;0.8060716390609741;0.41383564472198486;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Similar;0.8275943994522095;0.4473457336425781;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Add fixed query parameter support;support;Similar;0.8131542205810547;0.5019316077232361;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.8125338554382324;0.47179675102233887;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Allow <file_name> extensions;improved <file_name>;Similar;0.8277488946914673;0.500352680683136;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8298568725585938;0.44213157892227173;
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Use <iden> <version>s JsonAdapter.serializeNulls();serializeNulls;Similar;0.8390623331069946;0.508819580078125;0.537721574306488
Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;Fix support for protobuf <version>+;ExtensionRegistry cannot be null;Similar;0.8610114455223083;0.626970648765564;
Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Similar;0.8715475797653198;0.5964303612709045;
Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Similar;0.850075364112854;0.6757444143295288;
Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Introduce factory for <file_name> concept;This is still highly-inefficient in its internal use and there are no tests proving that we now fail earlier in configuring a service method;Similar;0.805705189704895;0.08625556528568268;0.5361028909683228
Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Similar;0.8324688673019409;0.5765570402145386;0.7796288728713989
Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Similar;0.8014546632766724;0.5274227857589722;
Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Similar;0.8169373273849487;0.582862377166748;
Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.8197053074836731;0.3630627393722534;
Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Allow <file_name> extensions;improved <file_name>;Similar;0.8372663259506226;0.6152033805847168;
Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8140462040901184;0.6249691843986511;
Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.862533450126648;0.543666422367096;
Remove old <iden> nonsense;As of API 26 the android.jar contains the classes checked by <iden> and used by <iden>.Java8. And we dont encourage throwing checked exceptions from the service method but instead routing them through your call adapter.;Remove unused interface  ;unused;Similar;0.840207576751709;0.04320479556918144;
Remove old <iden> nonsense;As of API 26 the android.jar contains the classes checked by <iden> and used by <iden>.Java8. And we dont encourage throwing checked exceptions from the service method but instead routing them through your call adapter.;Remove incorrect generic parameter  ;incorrect;Similar;0.8577327728271484;-0.024714671075344086;
Remove old <iden> nonsense;As of API 26 the android.jar contains the classes checked by <iden> and used by <iden>.Java8. And we dont encourage throwing checked exceptions from the service method but instead routing them through your call adapter.;Remove unused classes from <otherCommit_link>;unused;Similar;0.8029720783233643;0.04320479556918144;
Remove old <iden> nonsense;As of API 26 the android.jar contains the classes checked by <iden> and used by <iden>.Java8. And we dont encourage throwing checked exceptions from the service method but instead routing them through your call adapter.;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Similar;0.8649892807006836;0.4169023036956787;
Remove old <iden> nonsense;As of API 26 the android.jar contains the classes checked by <iden> and used by <iden>.Java8. And we dont encourage throwing checked exceptions from the service method but instead routing them through your call adapter.;Remove redundant throws  ;redundant;Similar;0.8248981237411499;0.006411939859390259;
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Similar;0.9429036378860474;0.6563518047332764;
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Similar;0.8291360139846802;0.4542643427848816;0.7451245784759521
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Similar;0.841789186000824;0.4530971646308899;
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Allow <file_name> instantiation  ;Hide some Apache implementation details;Similar;0.8337457776069641;0.41998329758644104;
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Similar;0.8913522362709045;0.5523517727851868;
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.8734908103942871;0.2830958664417267;
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Allow <file_name> extensions;improved <file_name>;Similar;0.8564161062240601;0.43904122710227966;
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();Similar;0.833451509475708;0.5956835746765137;
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.9039793014526368;0.5822553634643555;
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Use <iden> <version>s JsonAdapter.serializeNulls();serializeNulls;Similar;0.8293322324752808;0.3934243321418762;
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8831297159194946;0.4808553159236908;
Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.8456987738609314;0.4667278528213501;
Rename <method_name> to onSuccess(), and failure() to <iden>();to onSuccess(), and failure(), <iden>;Reintroduced deprecated <file_name> constructor;deprecated;Similar;0.8241708874702454;0.8036526441574097;
Rename <method_name> to onSuccess(), and failure() to <iden>();to onSuccess(), and failure(), <iden>;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Similar;0.8473066091537476;0.37648841738700867;
Refer to the latest OkHttp version;latest;Update <file_name> to the latest version;the latest version;Similar;0.8793382048606873;0.9272534847259521;
Update <file_name> to the latest version;the latest version;Update <file_name> to latest. Add default constructor.;latest, Add default constructor;Similar;0.8998827338218689;0.7713195085525513;
Update <file_name> to the latest version;the latest version;Newline at end of file  ;Yes plz;Similar;0.8061124086380005;0.510586142539978;
Remove unused interface  ;unused;Remove duplicated test  ;It is the same as in this file;Similar;0.8555238842964172;0.4696863293647766;
Remove unused interface  ;unused;Add missing import  ;missing;Similar;0.8161227703094482;0.9470615386962891;
Remove unused interface  ;unused;Remove the need for generated accessor methods  ;need for generated accessor methods;Similar;0.8618029356002808;0.48831257224082947;
Remove unused interface  ;unused;Remove incorrect generic parameter  ;incorrect;Similar;0.8797789216041565;0.8824944496154785;
Remove unused interface  ;unused;Remove unused classes from <otherCommit_link>;unused;Similar;0.8846280574798584;1.0;
Remove unused interface  ;unused;Remove unused <file_name> classes;unused;Similar;0.8528571724891663;1.0;
Remove unused interface  ;unused;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Similar;0.8921753168106079;0.36140176653862;
Remove unused interface  ;unused;Remove redundant throws  ;redundant;Similar;0.8561611175537109;0.8929482102394104;
Simplify observable creation and reduce runtime allocations;Simplify, reduce;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Similar;0.8033736944198608;0.29650723934173584;
Remove duplicated test  ;It is the same as in this file;Remove the need for generated accessor methods  ;need for generated accessor methods;Similar;0.8090959191322327;0.47235697507858276;
Remove duplicated test  ;It is the same as in this file;Remove incorrect generic parameter  ;incorrect;Similar;0.8338133096694946;0.4375096559524536;
Remove duplicated test  ;It is the same as in this file;Reintroduced deprecated <file_name> constructor;deprecated;Similar;0.8019630908966064;0.43561190366744995;
Remove duplicated test  ;It is the same as in this file;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Similar;0.8313262462615967;0.27817612886428833;
Remove duplicated test  ;It is the same as in this file;Remove redundant throws  ;redundant;Similar;0.8376491069793701;0.4382849931716919;
call it a <version>;Actually;Fix support for protobuf <version>+;ExtensionRegistry cannot be null;Similar;0.8249066472053528;0.5677047371864319;
Add missing import  ;missing;Remove incorrect generic parameter  ;incorrect;Similar;0.8218715190887451;0.8692007660865784;
Add missing import  ;missing;Remove unused classes from <otherCommit_link>;unused;Similar;0.8000166416168213;0.9470615386962891;
Remove the need for generated accessor methods  ;need for generated accessor methods;Remove incorrect generic parameter  ;incorrect;Similar;0.8319804072380066;0.5439930558204651;
Remove the need for generated accessor methods  ;need for generated accessor methods;Remove unused classes from <otherCommit_link>;unused;Similar;0.8361296653747559;0.48831257224082947;
Remove the need for generated accessor methods  ;need for generated accessor methods;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Similar;0.8939496278762817;0.3845164179801941;
Remove the need for generated accessor methods  ;need for generated accessor methods;Remove redundant throws  ;redundant;Similar;0.831771731376648;0.49617230892181396;
