Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;have some use eventually for annotations in drivers/gpu;I might;Similar;0.5858138799667358
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Updates gfpflags_allow_blocking();Theres a ton of callers all over the place for that already.;Similar;0.638927698135376
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Slab pages will be shared between multiple cgroups;global and node counters will reflect the total number of slab pages;Similar;0.6966656446456909
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;make the kmalloc() alignment to size explicitly guaranteed for power-of-two sizes under all configurations;provide to mm users what they need without difficult workarounds or own reimplementations;Similar;0.5260738134384155
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;patch ensures alignment on all arches and cache sizes;Still;Similar;0.5372630953788757
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;improve memory accounting;improve;Similar;0.550098180770874
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;to find out the size of a potentially huge page;Its unnecessarily hard;Similar;0.653404712677002
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;union of slab_list and lru;slab_list and lru are the same bits;Similar;0.6404297351837158
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;configure and build (select SLOB allocator);SLOB allocator;Similar;0.6407488584518433
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Use slab_list list_head instead of the lru list_head for maintaining lists of slabs  ;maintain;Similar;0.5233994722366333
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Add a return parameter to slob_page_alloc();to signal that the list was modified;Similar;0.7181423902511597
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Add a return parameter to slob_page_alloc()  ;to signal that the allocation used up the whole page and that the page was removed from the free list;Similar;0.7181423902511597
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;to be applied to the file;a file by file comparison of the scanner;Similar;0.6749247312545776
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Make and config files were included as candidates if they contained >5 lines of source;File already had some variant of a license header in it (even if <5 lines);Similar;0.5978010892868042
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;the top level COPYING file license applied;both scanners couldnt find any license traces, file was considered to have no license information;Similar;0.5162255764007568
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;And by moving this annotation out of the lockdep code;it becomes easier for the mm people to extend;Similar;0.5847480297088623
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;call synchronize_sched() just once;its enough to call it just once - after setting cpu_partial for all caches and before shrinking them;Similar;0.543074369430542
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Adjust API to return type int instead of previously type bool;previously type bool;Similar;0.5093967318534851
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;allow future extension of the bulk alloc API;is done to;Similar;0.6130133271217346
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;Similar;0.5038427114486694
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Add the basic infrastructure for alloc/free operations on pointer arrays;for alloc/free operations on pointer arrays;Similar;0.5411922931671143
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;resurrects approach first proposed in [1];To fix this issue;Similar;0.549001157283783
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;setting kmem_caches cpu_partial and min_partial constants to 0 and tuning put_cpu_partial();Achieving dropping frozen empty slabs immediately if cpu_partial = 0;Similar;0.5377745032310486
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;"Introduce much more complexity to both SLUB and memcg
";than this small patch;Similar;0.5481233596801758
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Track caller if tracing or slab debugging is enabled;Tracing or slab debugging is enabled;Similar;0.5704849362373352
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;unioned together;Conveniently;Similar;0.560960054397583
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;That code can use them interchangeably;Gets horribly confusing like with this nugget from slab.c;Similar;0.5354721546173096
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;The new rule is: page->lru is what you use;if you want to keep your page on a list;Similar;0.6630275249481201
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;function naming changes;requires some;Similar;0.6526179313659668
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Rename the function names page_xchg_last_nid(), page_last_nid(), and reset_page_last_nid() to a struct_field_op style pattern;The function names were judged to be inconsistent;Similar;0.6219478845596313
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;rename reset_page_mapcount() to page_mapcount_reset();it looked jarring to have them beside each other;Similar;0.6548805236816406
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;The definition of ARCH_SLAB_MINALIGN is architecture dependent and can be either of type size_t or int;architecture dependent;Similar;0.6736059784889221
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;ksize() can simply return PAGE_SIZE << compound_order(page);There is no need to store the allocated size;Similar;0.7269774675369263
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Add the function `__kmalloc_track_caller()`  ;This breaks Pekkas slab/next tree;Similar;0.6888301968574524
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;This affects RCU handling;somewhat;Similar;0.542669415473938
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;move duplicated code in <asm/atomic.h> to <linux/atomic.h>;to avoid duplication of code;Similar;0.6257460117340088
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Fix gfp flags passed to lockdep;lockdep;Similar;0.622543454170227
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Ran a ktest.pl config_bisect;Came up with this config as the problem;Similar;0.6746690273284912
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Adding this mask;fixes the bug;Similar;0.608916699886322
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;fix gfp flags for order-0 page allocations  ;fix for order-0 page allocations;Similar;0.5772527456283569
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;The bit should be passed to trace_kmalloc_node()  ;as well;Similar;0.6526294946670532
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;The result shows an improvement of 1 MB!;tested it on a embeded system with 64 MB, found this path is never called during kernel bootup.;Similar;0.5369778871536255
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;refactor code for future changes;Impact;Similar;0.5245339870452881
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;include/linux/kmemtrace.h: header file for kmemtrace, include/trace/kmem.h: definition of kmem tracepoints;header file for kmemtrace, definition of kmem tracepoints;Similar;0.5999486446380615
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;use tracepoints;kmemtrace;Similar;0.5477080345153809
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;annotate reclaim context (__GFP_NOFS), fix SLOB;lockdep;Similar;0.5333104133605957
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;fix typo in mm/slob.c;build fix;Similar;0.6271324753761292
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;added reclaim context annotation to kswapd, and allocation tracing to slab allocators  ;which may only ever reach the page allocator in rare cases, so it is good to put annotations here too;Similar;0.646416425704956
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;This patch adapts kmemtrace raw events tracing to the unified tracing API;Impact: new tracer plugin;Similar;0.5378988981246948
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;enable and use this tracer;To enable and use this tracer;Similar;0.5964012742042542
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;I find it more readable  ;personal opinion;Similar;0.5146876573562622
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;record page flag overlays explicitly;slob;Similar;0.5745140314102173
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;lets use unlikely() for the condition check in SLUBs and SLOBs kfree();Considering kfree(NULL) would normally occur only in error paths and kfree(ZERO_SIZE_PTR) is uncommon as well, so lets use unlikely() to optimize for the common case;Similar;0.514187753200531
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;improved alignment handling;improved;Similar;0.5249128341674805
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Use __alignof__ (unsigned long) for the default alignment  ;This allows relaxed alignment architectures to take better advantage of SLOBs small minimum alignment;Similar;0.5835871696472168
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;remove bigblock tracking;slob;Similar;0.5479899644851685
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Allocation size is stored in page->private;makes ksize more accurate than it previously was;Similar;0.5363712310791016
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;rework freelist handling;slob;Similar;0.532584547996521
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;"size 1 blocks contain a ""next"" offset; others contain the ""size"" in the first unit and ""next"" in the second unit  ";description of how the blocks are structured;Similar;0.6162749528884888
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;"align them to word size
";it is best in practice;Similar;0.7722823619842529
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;make kmalloc use its own slob_block at the front of the allocation  ;to encode allocation size, rather than rely on not overwriting slobs existing header block;Similar;0.5621172189712524
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Code size goes up about 1K;dynamic memory usage should be lower even on relatively small memory systems;Similar;0.5046942234039307
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;"
Use a destructor will BUG()
";"
Any attempt to";Similar;0.5016177892684937
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;SLOB to be used on SMP  ;allows;Similar;0.6122455596923828
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;handle SLAB_PANIC flag;slob;Similar;0.5178688168525696
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Introduce krealloc();reallocates memory while keeping the contents unchanged;Similar;0.6341201066970825
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Redo a lot of comments;Also;Similar;0.6142286062240601
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;If it will be decided to BUG in this case, BUG should be put in generic code;put in generic code;Similar;0.5194777250289917
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;simplifies SLOB;at this point slob may be broken;Similar;0.5614193081855774
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Introduce a memory-zeroing variant of kmem_cache_alloc;memory-zeroing variant;Similar;0.5607537627220154
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;SLOB saving nearly half a megabyte of RAM;Comparison for otherwise identical builds;Similar;0.5128682851791382
__alloc_size attribute was added to allocators;In the effort to help the compiler reason about buffer sizes;Compare the sizes of vmlinux-slab and vmlinux-slob;to analyze memory consumption;Similar;0.7865117788314819
For most allocations, this works well, as the vast majority of callers are not expecting to use more memory than what they asked for;The vast majority of callers are not expecting to use more memory than what they asked for;If we start chaining caches, this information will always be more trustworthy than whatever is passed into the function.;this information will always be more trustworthy;Similar;0.5255404710769653
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;Similar;0.5581967830657959
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;Similar;0.5183627605438232
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Remove CONFIG_NUMA ifdefs for common kmalloc functions;Now that slab_alloc_node() is available for SLAB when CONFIG_NUMA=n;Similar;0.5632324814796448
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Remove unnecessary page_mapcount_reset() function call;unnecessary;Similar;0.6231162548065186
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;mem_dump_obj() messages will be suppressed;kernels built with CONFIG_PRINTK=n;Similar;0.5602830052375793
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;There are kernel facilities such as per-CPU reference counts that give error messages in generic handlers or callbacks  ;messages are unenlightening;Similar;0.5011668801307678
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;"This pointer can reference the middle of the block as well as the beginning of the block, as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is
";as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is;Similar;0.5820350646972656
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;build with CONFIG_DEBUG_SLAB=y and either use sizes with ample space to the next power of two or use the SLAB_STORE_USER when creating the kmem_cache structure;For slab;Similar;0.6052390336990356
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;I want to use this in a memory allocation tracker in drm for stuff thats tied to the lifetime of a drm_device, not the underlying struct device;slab does this already;Similar;0.6014446020126343
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;CONFIG_SLUB_DEBUG or CONFIG_SLOB, and blocks stop being aligned  ;blocks stop being aligned;Similar;0.5635098218917847
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Modifying a counter on page allocation and freeing should be acceptable even for the small system scenarios SLOB is intended for;SLOB is intended for;Similar;0.5665580630302429
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Use slab_list list_head instead of the lru list_head for maintaining lists of slabs  ;maintain;Similar;0.5199547410011292
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;remove an unnecessary check for __GFP_ZERO;unnecessary;Similar;0.5264018177986145
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Remove the unnecessary NULL pointer check;unnecessary;Similar;0.5583944320678711
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Add SPDX GPL-2.0 license identifier to files with no license;License cleanup;Similar;0.5098210573196411
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Kate also obtained a third independent scan of the 4.13 code base from FOSSology, and compared selected files where the other two scanners disagreed against that SPDX file;to see if there was new insights;Similar;0.5247316956520081
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Thomas wrote a script to parse the csv files and add the proper SPDX tag to the file  ;in the format that the file expected;Similar;0.570640504360199
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;And by moving this annotation out of the lockdep code;it becomes easier for the mm people to extend;Similar;0.585532546043396
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;SLAB_DESTROY_BY_RCU only prevents freeing of an entire slab of blocks;Instead;Similar;0.524257481098175
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Adjust API to return type int instead of previously type bool;previously type bool;Similar;0.5950440764427185
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;Similar;0.602195143699646
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;These optimizations may avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;Similar;0.6918448209762573
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;SLUB may store empty slabs in per cpu/node partial lists instead of freeing them immediately;To speed up further allocations;Similar;0.696395218372345
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;setting kmem_caches cpu_partial and min_partial constants to 0 and tuning put_cpu_partial();Achieving dropping frozen empty slabs immediately if cpu_partial = 0;Similar;0.5879398584365845
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;make put_cpu_partial() call unfreeze_partials() after freezing a slab that belongs to an offline memory cgroup;touch relatively cold functions, only make this specific call;Similar;0.5941486358642578
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Thanks to list_lru reparenting, we no longer keep entries for offline cgroups in per-memcg arrays;We do not have to bother if a per-memcg cache will be shrunk a bit later than it could be;Similar;0.5795729756355286
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;turn on/off CONFIG_DEBUG_SLAB without full kernel build and remove some complicated #if defintion;After this change, simplify the process and reduce complexity;Similar;0.7008281350135803
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;slab_mutex for kmem_cache_shrink is removed;after its applied, there is no need in taking the slab_mutex;Similar;0.5404223203659058
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;This patch makes the slab and slub code use page->lru universally instead of mixing ->list and ->lru;mixing ->list and ->lru;Similar;0.5334984660148621
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Rename the function names page_xchg_last_nid(), page_last_nid(), and reset_page_last_nid() to a struct_field_op style pattern;The function names were judged to be inconsistent;Similar;0.5720484852790833
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;rename reset_page_mapcount() to page_mapcount_reset();it looked jarring to have them beside each other;Similar;0.5197278261184692
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;this patch also drops the EXPORT_SYMBOL tag;Since now its static, inline, header-defined function;Similar;0.5657142400741577
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Fix build breakage in __kmalloc_node_track_caller;gfp is undeclared;Similar;0.5848822593688965
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;This will allow us to push more processing into common code later;improve readability;Similar;0.532930850982666
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;fix gfp flags for order-0 page allocations  ;fix for order-0 page allocations;Similar;0.533106803894043
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;fix RCU-callback-after-kmem_cache_destroy problem in sl[aou]b  ;to address the issue;Similar;0.6256011128425598
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;adds alloc_pages_exact_node() that only checks the nid;To avoid a comparison and branch, this patch;Similar;0.5077905654907227
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;SLOB does not correctly account reclaim_state.reclaimed_slab, so it will break memory reclaim;SLOB does not correctly account reclaim_state.reclaimed_slab;Similar;0.6259344816207886
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;annotate reclaim context (__GFP_NOFS), fix SLOB;lockdep;Similar;0.5349162817001343
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;"Commit 7b2cd92adc5430b0c1adeb120971852b4ea1ab08 (""crypto: api - Fix zeroing on free"")";added modular user of ksize();Similar;0.5476274490356445
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Fix to return wrong pointer;Fix;Similar;0.5386062860488892
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;"slob: fix bug - when slob allocates ""struct kmem_cache"", it does not force alignment";it does not force alignment;Similar;0.5732494592666626
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;By putting smaller objects on their own list, we greatly reduce overall external fragmentation and increase repeatability;we greatly reduce overall external fragmentation and increase repeatability;Similar;0.6203266978263855
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;lets use unlikely() for the condition check in SLUBs and SLOBs kfree();Considering kfree(NULL) would normally occur only in error paths and kfree(ZERO_SIZE_PTR) is uncommon as well, so lets use unlikely() to optimize for the common case;Similar;0.5368134379386902
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Similar;0.5548582077026367
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;add the necessary logic to all slab allocators to support __GFP_ZERO;support __GFP_ZERO;Similar;0.534186840057373
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Make slub return NULL like the other allocators if a too large memory segment is requested via __kmalloc;other allocators;Similar;0.695011556148529
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;The SLOB allocator should implement SLAB_DESTROY_BY_RCU correctly;even on UP, RCU freeing semantics are not equivalent to simply freeing immediately;Similar;0.5662966966629028
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;fix page order calculation on not 4KB page;-;Similar;0.5220228433609009
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;This patch fixes it with using get_order() instead of find_order()  ;which is SLOB version of get_order();Similar;0.6013851761817932
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;added a simple non-optimized version for mm/slob.c for compatibility;compatibility;Similar;0.5278199911117554
