Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
For most allocations, this works well, as the vast majority of callers are not expecting to use more memory than what they asked for;The vast majority of callers are not expecting to use more memory than what they asked for;"Introduce much more complexity to both SLUB and memcg
";than this small patch;Contradicts;0.6582044959068298
For most allocations, this works well, as the vast majority of callers are not expecting to use more memory than what they asked for;The vast majority of callers are not expecting to use more memory than what they asked for;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9795199632644653
For most allocations, this works well, as the vast majority of callers are not expecting to use more memory than what they asked for;The vast majority of callers are not expecting to use more memory than what they asked for;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.6098948121070862
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;Contradicts;0.9056867957115173
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;dont introduce wrappers for PageSlobFree in mm/slab.h;"just for the single callers being wrappers in mm/slob.c

Decision: fix NULL pointer deference";Contradicts;0.5491878986358643
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Dont build mm_dump_obj() on CONFIG_PRINTK=n kernels;CONFIG_PRINTK=n;Contradicts;0.7494640350341797
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;"SLAB doesnt actually use page allocator directly
";no change there;Contradicts;0.614800751209259
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Add SPDX GPL-2.0 license identifier to files with no license;License cleanup;Contradicts;0.5493662357330322
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.7961413860321045
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Make dead caches discard free slabs immediately;slub;Contradicts;0.705373227596283
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;slab freezing exists;to avoid moving slabs from/to a partial list on free/alloc;Contradicts;0.7036742568016052
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9757909178733826
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;slab_mutex for kmem_cache_shrink is removed;after its applied, there is no need in taking the slab_mutex;Contradicts;0.555792510509491
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;The new rule is: page->lru is what you use;if you want to keep your page on a list;Contradicts;0.6022250056266785
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;No need to zero mapping since it is no longer in use;it is no longer in use;Contradicts;0.7438472509384155
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.6169750690460205
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Remove kmemtrace ftrace plugin;tracing;Contradicts;0.5884694457054138
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;include/linux/kmemtrace.h: header file for kmemtrace, include/trace/kmem.h: definition of kmem tracepoints;header file for kmemtrace, definition of kmem tracepoints;Contradicts;0.5356642007827759
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;"slob: fix bug - when slob allocates ""struct kmem_cache"", it does not force alignment";it does not force alignment;Contradicts;0.8599486351013184
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9037435054779053
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Cleanup zeroing allocations;Slab allocators;Contradicts;0.7338818907737732
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.8492074608802795
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.8476876616477966
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9802173376083374
it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;Introduce a memory-zeroing variant of kmem_cache_alloc;memory-zeroing variant;Contradicts;0.5649020671844482
Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;"SLAB doesnt actually use page allocator directly
";no change there;Contradicts;0.5885317921638489
Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;SLUB may store empty slabs in per cpu/node partial lists instead of freeing them immediately;To speed up further allocations;Contradicts;0.7174647450447083
Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9744083881378174
Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9120969176292419
Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;Cleanup zeroing allocations;Slab allocators;Contradicts;0.7014736533164978
Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.5201261043548584
Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.5959196090698242
kmalloc(size) might give us more room than requested;might give us more room than requested;patch ensures alignment on all arches and cache sizes;Still;Contradicts;0.5286523699760437
kmalloc(size) might give us more room than requested;might give us more room than requested;"SLAB doesnt actually use page allocator directly
";no change there;Contradicts;0.5880364179611206
kmalloc(size) might give us more room than requested;might give us more room than requested;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.7675953507423401
kmalloc(size) might give us more room than requested;might give us more room than requested;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9772728085517883
kmalloc(size) might give us more room than requested;might give us more room than requested;They are no longer needed;They have become so simple;Contradicts;0.5656084418296814
kmalloc(size) might give us more room than requested;might give us more room than requested;No need to zero mapping since it is no longer in use;it is no longer in use;Contradicts;0.5663026571273804
kmalloc(size) might give us more room than requested;might give us more room than requested;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.6108250021934509
kmalloc(size) might give us more room than requested;might give us more room than requested;Remove kmemtrace ftrace plugin;tracing;Contradicts;0.5719647407531738
kmalloc(size) might give us more room than requested;might give us more room than requested;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;Contradicts;0.8100513219833374
kmalloc(size) might give us more room than requested;might give us more room than requested;Handle that separately in krealloc();separately;Contradicts;0.5597889423370361
kmalloc(size) might give us more room than requested;might give us more room than requested;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9337910413742065
kmalloc(size) might give us more room than requested;might give us more room than requested;Cleanup zeroing allocations;Slab allocators;Contradicts;0.907028317451477
kmalloc(size) might give us more room than requested;might give us more room than requested;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.7482835650444031
kmalloc(size) might give us more room than requested;might give us more room than requested;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8679873943328857
kmalloc(size) might give us more room than requested;might give us more room than requested;Introduce a memory-zeroing variant of kmem_cache_alloc;memory-zeroing variant;Contradicts;0.615911602973938
Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;"SLAB doesnt actually use page allocator directly
";no change there;Contradicts;0.5381609201431274
Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.6735512614250183
Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.8502709865570068
Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9264101982116699
Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;Cleanup zeroing allocations;Slab allocators;Contradicts;0.5670173764228821
Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.7268535494804382
"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;Use unused field for units;instead;Contradicts;0.5630873441696167
"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.670224666595459
"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.5122755765914917
"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9094468951225281
"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;Cleanup zeroing allocations;Slab allocators;Contradicts;0.5204084515571594
"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8094385862350464
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;Use unused field for units;instead;Contradicts;0.5849506855010986
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;make the kmalloc() alignment to size explicitly guaranteed for power-of-two sizes under all configurations;provide to mm users what they need without difficult workarounds or own reimplementations;Contradicts;0.6967347860336304
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;patch ensures alignment on all arches and cache sizes;Still;Contradicts;0.9339113831520081
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;"SLAB doesnt actually use page allocator directly
";no change there;Contradicts;0.6803680658340454
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;Add SPDX GPL-2.0 license identifier to files with no license;License cleanup;Contradicts;0.5430221557617188
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.754400908946991
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;Make dead caches discard free slabs immediately;slub;Contradicts;0.6404414176940918
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;slab_mutex for kmem_cache_shrink is removed;after its applied, there is no need in taking the slab_mutex;Contradicts;0.5198154449462891
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;That code can use them interchangeably;Gets horribly confusing like with this nugget from slab.c;Contradicts;0.6182847619056702
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;kmalloc_track_caller() is correctly implemented;tracing the specified caller;Contradicts;0.6590659022331238
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;No need to zero mapping since it is no longer in use;it is no longer in use;Contradicts;0.6865615248680115
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;This cleans up numerous of typecasts in slob.c and makes readers aware of slobs use of page struct fields;makes readers aware of slobs use of page struct fields;Contradicts;0.5827713012695312
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.7085406184196472
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;adds alloc_pages_exact_node() that only checks the nid;To avoid a comparison and branch, this patch;Contradicts;0.7374900579452515
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;Pass only pointer to the object  ;"Nobody uses this ""feature"", nor does anybody use passed kmem cache in a non-trivial way";Contradicts;0.5764950513839722
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9524972438812256
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;Cleanup zeroing allocations;Slab allocators;Contradicts;0.6711031794548035
This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.7781780362129211
"reordering the use of the ""actual size"" information";fix this;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.6319221258163452
"reordering the use of the ""actual size"" information";fix this;slab freezing exists;to avoid moving slabs from/to a partial list on free/alloc;Contradicts;0.5221922993659973
"reordering the use of the ""actual size"" information";fix this;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.5748732089996338
"reordering the use of the ""actual size"" information";fix this;No need to zero mapping since it is no longer in use;it is no longer in use;Contradicts;0.6216422915458679
"reordering the use of the ""actual size"" information";fix this;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.6219873428344727
"reordering the use of the ""actual size"" information";fix this;record page flag overlays explicitly;slob;Contradicts;0.5325931310653687
"reordering the use of the ""actual size"" information";fix this;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9083121418952942
"reordering the use of the ""actual size"" information";fix this;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.7084787487983704
"reordering the use of the ""actual size"" information";fix this;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.5075159668922424
"reordering the use of the ""actual size"" information";fix this;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.6562978029251099
"Code can ask ""how large an allocation would I get for a given size?""";instead;Dont build mm_dump_obj() on CONFIG_PRINTK=n kernels;CONFIG_PRINTK=n;Contradicts;0.6498215794563293
"Code can ask ""how large an allocation would I get for a given size?""";instead;"SLAB doesnt actually use page allocator directly
";no change there;Contradicts;0.5804431438446045
"Code can ask ""how large an allocation would I get for a given size?""";instead;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.6533037424087524
"Code can ask ""how large an allocation would I get for a given size?""";instead;Make dead caches discard free slabs immediately;slub;Contradicts;0.6327791213989258
"Code can ask ""how large an allocation would I get for a given size?""";instead;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9846328496932983
"Code can ask ""how large an allocation would I get for a given size?""";instead;ksize() can simply return PAGE_SIZE << compound_order(page);There is no need to store the allocated size;Contradicts;0.6537258625030518
"Code can ask ""how large an allocation would I get for a given size?""";instead;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.5799632668495178
"Code can ask ""how large an allocation would I get for a given size?""";instead;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;Contradicts;0.5021377205848694
"Code can ask ""how large an allocation would I get for a given size?""";instead;adds alloc_pages_exact_node() that only checks the nid;To avoid a comparison and branch, this patch;Contradicts;0.7915301322937012
"Code can ask ""how large an allocation would I get for a given size?""";instead;Pass only pointer to the object  ;"Nobody uses this ""feature"", nor does anybody use passed kmem cache in a non-trivial way";Contradicts;0.5716122984886169
"Code can ask ""how large an allocation would I get for a given size?""";instead;record page flag overlays explicitly;slob;Contradicts;0.5314375162124634
"Code can ask ""how large an allocation would I get for a given size?""";instead;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8734322190284729
"Code can ask ""how large an allocation would I get for a given size?""";instead;Cleanup zeroing allocations;Slab allocators;Contradicts;0.7923702001571655
"Code can ask ""how large an allocation would I get for a given size?""";instead;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.5184332728385925
"Code can ask ""how large an allocation would I get for a given size?""";instead;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.8188288807868958
"Code can ask ""how large an allocation would I get for a given size?""";instead;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9324833154678345
"Code can ask ""how large an allocation would I get for a given size?""";instead;Introduce a memory-zeroing variant of kmem_cache_alloc;memory-zeroing variant;Contradicts;0.70900559425354
Introduce kmalloc_size_roundup();"serve this function so we can start replacing the ""anticipatory resizing"" uses of ksize()";"SLAB doesnt actually use page allocator directly
";no change there;Contradicts;0.6633997559547424
Introduce kmalloc_size_roundup();"serve this function so we can start replacing the ""anticipatory resizing"" uses of ksize()";All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.7286154627799988
Introduce kmalloc_size_roundup();"serve this function so we can start replacing the ""anticipatory resizing"" uses of ksize()";I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.8906416296958923
Introduce kmalloc_size_roundup();"serve this function so we can start replacing the ""anticipatory resizing"" uses of ksize()";we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.6244518756866455
Introduce kmalloc_size_roundup();"serve this function so we can start replacing the ""anticipatory resizing"" uses of ksize()";We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;Contradicts;0.8381441831588745
Introduce kmalloc_size_roundup();"serve this function so we can start replacing the ""anticipatory resizing"" uses of ksize()";This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.7269384264945984
Introduce kmalloc_size_roundup();"serve this function so we can start replacing the ""anticipatory resizing"" uses of ksize()";Cleanup zeroing allocations;Slab allocators;Contradicts;0.6385684013366699
Introduce kmalloc_size_roundup();"serve this function so we can start replacing the ""anticipatory resizing"" uses of ksize()";we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.9264259338378906
Introduce kmalloc_size_roundup();"serve this function so we can start replacing the ""anticipatory resizing"" uses of ksize()";This patch fixes it with using get_order() instead of find_order()  ;which is SLOB version of get_order();Contradicts;0.5953770875930786
Introduce kmalloc_size_roundup();"serve this function so we can start replacing the ""anticipatory resizing"" uses of ksize()";Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9250497221946716
Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.7740892767906189
Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;Make dead caches discard free slabs immediately;slub;Contradicts;0.5861098170280457
Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.8365750908851624
Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;The new rule is: page->lru is what you use;if you want to keep your page on a list;Contradicts;0.512437105178833
Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;a rename would likely cause more conflicts than it is worth  ;as it is used throughout the arch code;Contradicts;0.6811966896057129
Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;Adding this mask;fixes the bug;Contradicts;0.7161940932273865
Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;Contradicts;0.702516496181488
Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.908570408821106
Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.6093275547027588
Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;"This routine cannot be removed after init in the case of slob.c -- it serves as a timer callback
";it serves as a timer callback;Contradicts;0.761355996131897
Remove export symbol and move declaration to mm/slab.h  ;we dont want to grow its callers;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.6843248605728149
unify NUMA and UMA version of tracepoints;mm/slab_common;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.6588835120201111
unify NUMA and UMA version of tracepoints;mm/slab_common;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.7486365437507629
unify NUMA and UMA version of tracepoints;mm/slab_common;slab_mutex for kmem_cache_shrink is removed;after its applied, there is no need in taking the slab_mutex;Contradicts;0.5463024973869324
unify NUMA and UMA version of tracepoints;mm/slab_common;They are no longer needed;They have become so simple;Contradicts;0.5152578353881836
unify NUMA and UMA version of tracepoints;mm/slab_common;No need to zero mapping since it is no longer in use;it is no longer in use;Contradicts;0.6414958834648132
unify NUMA and UMA version of tracepoints;mm/slab_common;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.7300122976303101
unify NUMA and UMA version of tracepoints;mm/slab_common;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;Contradicts;0.7853326797485352
unify NUMA and UMA version of tracepoints;mm/slab_common;adds alloc_pages_exact_node() that only checks the nid;To avoid a comparison and branch, this patch;Contradicts;0.5453510880470276
unify NUMA and UMA version of tracepoints;mm/slab_common;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.7450764775276184
unify NUMA and UMA version of tracepoints;mm/slab_common;Cleanup zeroing allocations;Slab allocators;Contradicts;0.5505293011665344
unify NUMA and UMA version of tracepoints;mm/slab_common;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.8351673483848572
unify NUMA and UMA version of tracepoints;mm/slab_common;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.7479442954063416
Make kmalloc_track_caller() wrapper of kmalloc_node_track_caller();-;dont introduce wrappers for PageSlobFree in mm/slab.h;"just for the single callers being wrappers in mm/slob.c

Decision: fix NULL pointer deference";Contradicts;0.6735952496528625
Make kmalloc_track_caller() wrapper of kmalloc_node_track_caller();-;This patch adds the slab name to trace_kmem_cache_free();to trace_kmem_cache_free;Contradicts;0.7078264951705933
Make kmalloc_track_caller() wrapper of kmalloc_node_track_caller();-;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.5031030178070068
Make kmalloc_track_caller() wrapper of kmalloc_node_track_caller();-;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9137552976608276
Make kmalloc_track_caller() wrapper of kmalloc_node_track_caller();-;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.5446622371673584
Make kmalloc_track_caller() wrapper of kmalloc_node_track_caller();-;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;Contradicts;0.5402049422264099
Make kmalloc_track_caller() wrapper of kmalloc_node_track_caller();-;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.6308030486106873
Make kmalloc_track_caller() wrapper of kmalloc_node_track_caller();-;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.5081981420516968
Make kmalloc_track_caller() wrapper of kmalloc_node_track_caller();-;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.5122838616371155
Make kmalloc_track_caller() wrapper of kmalloc_node_track_caller();-;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9267287850379944
Remove CONFIG_NUMA ifdefs for common kmalloc functions;Now that slab_alloc_node() is available for SLAB when CONFIG_NUMA=n;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.6540933847427368
