;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
10;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;CONFIG_MMU=n doesnt have oom reaper so lets stick to the original ALLOC_NO_WATERMARKS approach;CONFIG_MMU=n doesnt have oom reaper;https://github.com/torvalds/linux/commit/cd04ae1e2dc8e3651b8c427ec1b9500c6eed7b90;Contradicts;0.5166118741035461
11;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.8962968587875366
12;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Rename mark_tsk_oom_victim() to mark_oom_victim();which is easier on the eye.;https://github.com/torvalds/linux/commit/16e951966f05da5ccd650104176f6ba289f7fa20;Contradicts;0.6939772367477417
13;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;CONFIG_GCOV_KERNEL was turned off for all tests;"my distributed build env didnt work with gcov compiles

Decision: a few more options had to be turned off depending on archs";https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Contradicts;0.5617384910583496
14;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.8040061593055725
15;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;"
Call panic() instead of waking up the OOM reaper
";"
Memory allocation failure for creating the OOM reaper kernel thread";https://github.com/torvalds/linux/commit/c50842c8e1cddcdb69d3ece4f4df005a0e6c5ceb;Contradicts;0.5710026025772095
16;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;mm locking fix;oom-kill;https://github.com/torvalds/linux/commit/97c2c9b84d0c1edf4926b13661d5af3f0edccbce;Contradicts;0.5820884704589844
17;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Setting the flag for current is not necessary;check and set is not racy;https://github.com/torvalds/linux/commit/83363b917a2982dd509a5e2125e905b6873505a3;Contradicts;0.5238509178161621
18;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;push the re-check loop out of freeze_processes into check_frozen_processes;to make the code more readable as per Rafael;https://github.com/torvalds/linux/commit/5695be142e203167e3cb515ef86a88424f3524eb;Contradicts;0.7834425568580627
19;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Fix it up via task_lock();instead;https://github.com/torvalds/linux/commit/97c2c9b84d0c1edf4926b13661d5af3f0edccbce;Contradicts;0.5637125968933105
20;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;None ;more pointed memcg page statistics for memcg-oom and take hierarchy into consideration;https://github.com/torvalds/linux/commit/58cf188ed649b6570dfdc9c62156cdf396c2e395;Contradicts;0.6272343993186951
21;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;dump stack of victim when reaping failed;reaping failed;https://github.com/torvalds/linux/commit/8a7ff02acabbd877669fecb0a2e75d0930b62c85;Contradicts;0.5102951526641846
22;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;We dont need to print the debug information for the each task, as well as play with task selection (considering tasks children), so we cant use the existing oom_kill_process();Not mentioned in the sentence;https://github.com/torvalds/linux/commit/5989ad7b5ede38d605c588981f634c08252abfc3;Contradicts;0.547498345375061
23;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;The change prevents process_mrelease from calling;which can lead to waiting for IO completion in exit_aio.;https://github.com/torvalds/linux/commit/ba535c1caf3ee78aa7719e9e4b07a0dc1d153b9e;Contradicts;0.5240192413330078
24;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Drop the MPOL_INTERLEAVE;Those allocations never have a nodemask defined (see alloc_page_interleave), so this is a dead code and a confusing one because MPOL_INTERLEAVE is a hint rather than a hard requirement, so it shouldnt be considered during the OOM.;https://github.com/torvalds/linux/commit/b26e517a058bd40c790a1d9868c896842f2e4155;Contradicts;0.505247175693512
25;speed up select_bad_process() loop;mm, oom;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;skip zombies when iterating tasklist;oom;https://github.com/torvalds/linux/commit/30e2b41f20b6238f51e7cffb879c7a0f0073f5fe;Contradicts;0.5156200528144836
26;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;There is no need to call for int_sqrt;if argument is 0;https://github.com/torvalds/linux/commit/a12888f772dab4bf5e6f73668dc4f5f6026a7014;Contradicts;0.894819974899292
27;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;Contradicts;0.7321236729621887
28;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;https://github.com/torvalds/linux/commit/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83;Contradicts;0.5378387570381165
29;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;https://github.com/torvalds/linux/commit/c9f01245b6a7d77d17deaa71af10f6aca14fa24e;Contradicts;0.8434686064720154
30;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Remove the count;Its better to remove the count;https://github.com/torvalds/linux/commit/c9f01245b6a7d77d17deaa71af10f6aca14fa24e;Contradicts;0.7474036812782288
31;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Lets get rid of the signal_struct counter;We do not need it anymore;https://github.com/torvalds/linux/commit/862e3073b3eed13f17bd6be6ca6052db15c0b728;Contradicts;0.8528431057929993
32;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.5126088261604309
33;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Rename mark_tsk_oom_victim() to mark_oom_victim();which is easier on the eye.;https://github.com/torvalds/linux/commit/16e951966f05da5ccd650104176f6ba289f7fa20;Contradicts;0.5125724673271179
34;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;CONFIG_GCOV_KERNEL was turned off for all tests;"my distributed build env didnt work with gcov compiles

Decision: a few more options had to be turned off depending on archs";https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Contradicts;0.6142014265060425
35;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.8256665468215942
36;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;"
Call panic() instead of waking up the OOM reaper
";"
Memory allocation failure for creating the OOM reaper kernel thread";https://github.com/torvalds/linux/commit/c50842c8e1cddcdb69d3ece4f4df005a0e6c5ceb;Contradicts;0.6335657835006714
37;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Giving TIF_MEMDIE only to the main thread and the currently allocating task;To reduce the risk ;https://github.com/torvalds/linux/commit/cd04ae1e2dc8e3651b8c427ec1b9500c6eed7b90;Contradicts;0.8719528317451477
38;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Setting the flag for current is not necessary;check and set is not racy;https://github.com/torvalds/linux/commit/83363b917a2982dd509a5e2125e905b6873505a3;Contradicts;0.6679354310035706
39;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;push the re-check loop out of freeze_processes into check_frozen_processes;to make the code more readable as per Rafael;https://github.com/torvalds/linux/commit/5695be142e203167e3cb515ef86a88424f3524eb;Contradicts;0.7692376375198364
40;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Rename try_set_zonelist_oom() to oom_zonelist_trylock() and rename clear_zonelist_oom() to oom_zonelist_unlock();to imply there is proper locking semantics;https://github.com/torvalds/linux/commit/e972a070e2d3296cd2e2cc2fd0561ce89a1d5ebf;Contradicts;0.5861647725105286
41;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;signal to the process that no memory exists;given the constraints that the process (or the configuration of the process) has placed on the allocation behavior;https://github.com/torvalds/linux/commit/9b0f8b040acd8dfd23860754c0d09ff4f44e2cbc;Contradicts;0.646752655506134
42;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Theres no need to call schedule_timeout_interruptible();task must die ASAP;https://github.com/torvalds/linux/commit/2f659f462d2ab519068d0e2bb677d7a700decb8d;Contradicts;0.6140869855880737
43;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;None ;more pointed memcg page statistics for memcg-oom and take hierarchy into consideration;https://github.com/torvalds/linux/commit/58cf188ed649b6570dfdc9c62156cdf396c2e395;Contradicts;0.5322325229644775
44;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Have no license information of any form;GPL v2 only;https://github.com/torvalds/linux/commit/457c89965399115e5cd8bf38f9c597293405703d;Contradicts;0.816951334476471
45;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;We are not checking whether the task is frozen;that would be racy and __thaw_task does that already;https://github.com/torvalds/linux/commit/63a8ca9b2084fa5bd91aa380532f18e361764109;Contradicts;0.7478606104850769
46;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;The order of the tests have been switched and capable() is used instead;smack_setprocattr() rejected accesses to tasks other than current just after calling __capable();https://github.com/torvalds/linux/commit/5cd9c58fbe9ec92b45b27e131719af4f2bd9eb40;Contradicts;0.550162672996521
47;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;The fix is to remove __show_mem() and add its argument to show_mem() in all implementations;to prevent this breakage;https://github.com/torvalds/linux/commit/b2b755b5f10eb32fbdc73a9907c07006b17f714b;Contradicts;0.5154388546943665
48;Track number of TIF_MEMDIE threads inside signal_struct;We dont need to do TIF_MEMDIE test on each thread;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Ignore the fact that all threads in a thread group do not necessarily exit at the same time;495789a5 (oom: make oom_score to per-process value);https://github.com/torvalds/linux/commit/3a5dda7a17cf3706f79b86293f29db02d61e0d48;Contradicts;0.6141901016235352
49;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;https://github.com/torvalds/linux/commit/3ef22dfff2390e75b379f9715388a852aa56e0d5;Contradicts;0.7822984457015991
50;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;This patch doesnt change this behavior;because we are not ready to allow those allocation requests to fail yet (and maybe we will face the reality that we will never manage to safely fail these request);https://github.com/torvalds/linux/commit/3da88fb3bacfaa33ff9d13730d17110bb2d9604d;Contradicts;0.994510531425476
51;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;move the __GFP_FS check down to out_of_memory and prevent OOM victim selection there;prevent OOM victim selection;https://github.com/torvalds/linux/commit/3da88fb3bacfaa33ff9d13730d17110bb2d9604d;Contradicts;0.9556928277015686
52;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Kill current;It is better than another task needlessly.;https://github.com/torvalds/linux/commit/6cf86ac6f36b638459a9a6c2576d5e655d41d451;Contradicts;0.6125971078872681
53;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;"Remove the ""if (!p->mm)"" check in select_bad_process()";it is just wrong;https://github.com/torvalds/linux/commit/dd8e8f405ca386c7ce7cbb996ccd985d283b0e03;Contradicts;0.7391332387924194
54;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Add the new helper, find_lock_task_mm();"finds the live thread which uses the memory and takes task_lock() to pin ->mm

Decision: change oom_badness()";https://github.com/torvalds/linux/commit/dd8e8f405ca386c7ce7cbb996ccd985d283b0e03;Contradicts;0.5282205939292908
55;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Change the code to ignore the PF_EXITING tasks without ->mm.;PF_EXITING tasks without ->mm should not be expected to free more memory.;https://github.com/torvalds/linux/commit/b52279406e77be711c068f9a8e970ea6471e089c;Contradicts;0.9155578017234802
56;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Only oom kill exiting tasks with attached memory;oom;https://github.com/torvalds/linux/commit/81236810226f71bd9ff77321c8e8276dae7efc61;Contradicts;0.8485736846923828
57;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Move the check for OOM_DISABLE to the badness heuristic;Reduce the number of times task_lock() needs to be held;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6;Contradicts;0.8728078007698059
58;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;it is no longer necessary to check the oom_adj value for threads sharing the same memory (except when simply issuing SIGKILLs for threads in other thread groups);the oom_adj value is a characteristic of an mm and not a task;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6;Contradicts;0.875335693359375
59;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;There is no need to call for int_sqrt;if argument is 0;https://github.com/torvalds/linux/commit/a12888f772dab4bf5e6f73668dc4f5f6026a7014;Contradicts;0.8288981318473816
60;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;Use printk_ratelimit();to quieten it;https://github.com/torvalds/linux/commit/42639269f9ce4aac2e6c20bcbca30b5da8b9a899;Contradicts;0.6326473355293274
61;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;Contradicts;0.7601117491722107
62;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;kill duplicate OOM_DISABLE check;duplicate;https://github.com/torvalds/linux/commit/113e27f36dff9895049df324f292474854750d21;Contradicts;0.5188351273536682
63;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;put those freeable pages in inactive file LRU;it would make sense to;https://github.com/torvalds/linux/commit/9c276cc65a58faf98be8e56962745ec99ab87636;Contradicts;0.5597824454307556
64;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;The addition of the pgtables_bytes ;is a useful measure of the memory size of the process.;https://github.com/torvalds/linux/commit/70cb6d2677905121bfc7fdf5babfd8444218edd9;Contradicts;0.5640569925308228
65;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;remove redundant OOM score normalization in select_bad_process();redundant OOM score normalization;https://github.com/torvalds/linux/commit/2c207985f354dfb549e5a543102a3e084eea81f6;Contradicts;0.5329278707504272
66;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;remove redundant task_in_mem_cgroup() check;redundant;https://github.com/torvalds/linux/commit/6ba749ee78ef42ffdf4b95c042fc574a37d229d9;Contradicts;0.917155921459198
67;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;mem_cgroup_scan_tasks() can use CSS_TASK_ITER_PROCS in order to check only one thread from each thread group;"Since commit c03cd7738a83 (""cgroup: Include dying leaders with live threads in PROCS iterations"") corrected how CSS_TASK_ITER_PROCS works";https://github.com/torvalds/linux/commit/f168a9a54ec39b3f832c353733898b713b6b5c1f;Contradicts;0.5098869204521179
68;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;oom_kill_task() will kill them anyway;t->mm == NULL doesnt really matter;https://github.com/torvalds/linux/commit/dc1b83ab08f1954335692cdcd499f78c94f4c42a;Contradicts;0.5669341087341309
69;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;This patch reintroduces the code removed in 8c5cd6f3;it is obsoleted;https://github.com/torvalds/linux/commit/1e99bad0d9c12a4aaa60cd812c84ef152564bcf5;Contradicts;0.8596396446228027
70;"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228;ABI is not broken with userspace applications and allows oom_adj to be deprecated for future removal;This is required;https://github.com/torvalds/linux/commit/a63d83f427fbce97a6cea0db2e64b0eb8435cd10;Contradicts;0.7071806192398071
