;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
16;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix failing test;failing;https://github.com/spring-projects/spring-boot/commit/1b146f89f024ce75d6aa93a9450b69789b621f91;Similar;0.7058894634246826
17;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Add initializer support  ;Add `<iden>` support to `<file_name>`;https://github.com/spring-projects/spring-boot/commit/7ab587a067254ea36b82dd7d0fde9b1ad5914e5e;Similar;0.7407894730567932
18;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix merge conflict  ;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/69d8bf86863b370057e4ab3afbabb831f8668d8f;Similar;0.7683247327804565
19;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Similar;0.7235413789749146
20;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix <file_name> outer class tangle;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/d0fd6145b1f3072bcc5ad81f7c20e80e890b9442;Similar;0.7858379483222961
21;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix checkstyle errors;fix;https://github.com/spring-projects/spring-boot/commit/2136a390049c1a04b65863e8f3c74d9a0725e85d;Similar;0.7594888806343079
22;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix mapping of <iden>s idle-timeout and heartbeat-interval  ;Previous to this commit the connection idle timeout and heartbeat interval were mapped to seconds whereas <iden> expects ms for all duration types.;https://github.com/spring-projects/spring-boot/commit/7c13c01cb6a62b86478aa53d3516ae8aaea48bca;Similar;0.7498106956481934
23;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;https://github.com/spring-projects/spring-boot/commit/a5b27789c0bcc7ee65e798be68dbb44ba0e2d05b;Similar;0.7351948618888855
24;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix encoding of @bean in reference documentation;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/676cd10dbf9deebdee844cc62294ad20abdf2c69;Similar;0.677888035774231
25;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/fcf468062602966c508c260ef54da55e2d48c49a;Similar;0.5789923071861267
26;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Polish Clarify edge case docs on <file_name>;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/0a55e3e7365a44d2b1986954912f938be5a77398;Similar;0.6695294380187988
27;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix doc formatting;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/49fefdafd86a2349cecaa1438a019cd5b6cdb392;Similar;0.8328131437301636
28;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix health indicator auto-configuration order;The health auto-configuration `AutoconfigureOrder` entry was referring to the standard couchbase auto-configuration that was not responsible for configuring the `CouchbaseOperations` bean, causing the health indicator implementation to rely on the presence of such a bean.;https://github.com/spring-projects/spring-boot/commit/2a85a2557d37e133a10a513fc71b5ccf4ee2d4ff;Similar;0.7474774718284607
29;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix datasource metrics doc;The maximum and minimum number of connections are not metrics so these are not exposed. Fix the doc that stated the contrary.;https://github.com/spring-projects/spring-boot/commit/982b81c675319d1a5d2fb859a28db06449e2f1a0;Similar;0.8201218843460083
30;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Configure <iden> explicitly;simplifying the auto-configuration and let it us proxy-free configuration classes;https://github.com/spring-projects/spring-boot/commit/e3899df22c1f8de17081fababcbd5c406a3c8541;Similar;0.7511248588562012
31;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Refine validator and `<iden>` validator configuration  ;This commit ensures that a primary JSR 303 and `<iden>` will be exposed if the auto-configuration kicks in. As `<iden>` exposes 3 contracts (JSR-303 `<iden>` and `<iden>` as well as the `<iden>` validator one), this makes sure that those types can be injected by type. `<iden>` exposes 3 contracts and were only checking for the absence of a `javax.validation.<iden>` to auto-configure a `<iden>`. If no standard JSR validator exists but a <iden>s `<iden>` exists and is primary, we shouldnt flag the auto-configured one as `<iden>`. Previous iterations on this feature have made sure that well auto-configure at most one `javax.validation.<iden>` so not flagging it `<iden>` is no problem. This commit also restores and adds tests that validate `<file_name>` will configure a JSR validator even if a <iden> is present. This effectively fixes `<issue_link>` in a different way. Closes `<issue_link>` Closes `<issue_link>`;https://github.com/spring-projects/spring-boot/commit/1de2316a0b4c2d5896c34b954208a4c550466f22;Similar;0.8629426956176758
32;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Notify the use of logback specific system property;Users following the logback documentation can be confused at first so were not logging a warning when we found out that the logback specific property has been specified.;https://github.com/spring-projects/spring-boot/commit/32b32b714275d0efaa1f5afba10e88e09101f224;Similar;0.6935710906982422
33;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Add option to  <file_name>  devtools from fat jar;removes `org.springframework.boot:spring-boot-devtools` (if necessary) when repackaging the application;https://github.com/spring-projects/spring-boot/commit/e79ef9b73baca23e11db3c60fd3af2ca3a3dfb70;Similar;0.5888059735298157
34;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Define shell.ssh.port and shell.telnet port as integer properties  ;So that the generated meta-data exposes the proper type;https://github.com/spring-projects/spring-boot/commit/d33c0ebf8f8f52fb6fb82d615cec50a10627d267;Similar;0.5945443511009216
35;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Allow binding number to <iden>  <enter>  ;Closes <issue_link>  ;https://github.com/spring-projects/spring-boot/commit/cb7de2a9636005103436ee3343afda1fed853cc4;Similar;0.7962098717689514
36;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Improve <iden> documentation for reactive applications;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/2fc557a5a90d32fb2cf6ebe2491b031a72507dd3;Similar;0.7914267182350159
37;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix meta-data for spring.devtools.remote;See <issue_link>;https://github.com/spring-projects/spring-boot/commit/6bc4df569095548718caf835d2c7568bc456b28c;Similar;0.5331226587295532
38;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Rename redis starter to <file_name> -boot-starter-data-redis;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/e293008c3fefd03931b08c66983b7261dd276c5c;Similar;0.7224769592285156
39;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix build failure;Fix;https://github.com/spring-projects/spring-boot/commit/c5d44cdae4c9f011cc88904458ff5f7dde0d7b53;Similar;0.6606131196022034
40;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Polish Auto-detect jOOQ dialect;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/efdf451e6ed779ffdceede35ee9663850d4c800a;Similar;0.5136274099349976
41;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;updates the How-To to mention that;as the <iden> auto-configuration requires `commons-pool2`;https://github.com/spring-projects/spring-boot/commit/ae3225e76e6f5e7d7680bfd9b5cca9da13a6efbc;Similar;0.7802320122718811
42;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix broken build;broken;https://github.com/spring-projects/spring-boot/commit/50b3b3025a60b9b96aca2d93d18f855624063b2e;Similar;0.6333884000778198
43;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Try to make <file_name> less flakey;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a37c170376156f1cd94e6c15d0d253201ca7a491;Similar;0.6037380695343018
44;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Test that <iden> works when thread is interrupted  ;Update RandomAccessDataFile to acquire the semaphore uninterruptibly to allow loading classes or resources on an interrupted thread;https://github.com/spring-projects/spring-boot/commit/85c0b44dcbbe4d201f8b7fd72a97c31c2d07a3ec;Similar;0.7386378645896912
45;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Avoid blocking on a <iden> indefinitely;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/0741c90489c94c7a15a415013301f40f93caae05;Similar;0.5122990608215332
46;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Improve the diagnostics  ;to fail fast with an information exception message when we detect that the embedded servlet container factory beans class cannot be instantiated;https://github.com/spring-projects/spring-boot/commit/6c8f8c9d827a5340f9e6493c14d8c252d1f0d52a;Similar;0.7070173025131226
47;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Update view of bean types when an override is detected;Previously, when a bean was overridden and its type changes, \<file_name> could be left with a stale view of the beans type. This would lead to incorrect bean condition evaluation as conditions would match or not match based on the beans old type.;https://github.com/spring-projects/spring-boot/commit/6dc14af92dbfa7b5281072d9fdde241ce0da3679;Similar;0.6219308972358704
48;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix <file_name> handling of profiles activated by a file;Previously, <file_name> used a <iden> with no PathTransformer. This would result in an NPE within Maven, compounded by the NPE not being included in the failure message, hindering diagnosis. This commit updates <file_name> to configure its <iden> with a PathTransformer and improves the failure message for better problem diagnosis.;https://github.com/spring-projects/spring-boot/commit/c4f756daee43f89e0ba832ceac17bac216fc899b;Similar;0.7450519800186157
49;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Polish new layered jar support;new layered jar support;https://github.com/spring-projects/spring-boot/commit/34e602652c29924b5806ee0582f4ff2bef31f502;Similar;0.5172371864318848
50;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Avoid creating unnecessary garbage during <iden> normalization <enter> Closes <issue_link>;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a491727b7c9610bf1ea86d30ce3b7ffefe5f3a60;Similar;0.5472971796989441
51;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Ensure that AWTError from  <file_name> does not prevent app starting;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/6d78066a3a20a2b8639a97904b43deb6add9ade2;Similar;0.5120410323143005
52;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Remove duplicate console appender from Actuator samples <file_name> config;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/247c596f8ceb657800e86d0ca59d4816aa67026b;Similar;0.643602728843689
53;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Update <file_name> config to look for minor version upgrades;look for minor version upgrades;https://github.com/spring-projects/spring-boot/commit/0ef4967b9e227da2c4191d52866b1f1cc9330ea6;Similar;0.6834917664527893
54;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Improve diagnostics when <file_name> type deduction fails;previously, this failure was only logged as a debug message, leaving the user with a misleading message suggesting that the @ConditionalOnBean or <iden> annotation was not configured correctly.;https://github.com/spring-projects/spring-boot/commit/e5a253e68951dcf975b9844b3b39afac2222b503;Similar;0.6539170742034912
55;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Remove non-existent starter from dependencies;non-existent;https://github.com/spring-projects/spring-boot/commit/993a43ee8c2a33e833d748d7027c75790f23b31d;Similar;0.576714277267456
56;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;No-op <file_name> when <iden> is not present  ;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/268b97bf9826ba817c1e87fbc48f0fb589528add;Similar;0.6131846308708191
57;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Clean up logging dependencies and exclusions  ;Closes <issue_link>  ;https://github.com/spring-projects/spring-boot/commit/93cac333e8b23de6d096fdc3559e14a531a9d2c9;Similar;0.5972771644592285
58;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Improve links to <iden> plugins documentation;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/45a337b515315bab439c2265649a936c935be19c;Similar;0.7970129251480103
59;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix broken links in the documentation;broken links;https://github.com/spring-projects/spring-boot/commit/fe3d2c39a0f4cf016c8ceb27dbeab5508c85e65f;Similar;0.6660141944885254
60;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Honour ext and classifier on @Grabbed dependencies;We currently honour type, but ignore ext. <iden> doesnt make a distinction between the two so a Grab that specifies both type and ext but with different values is considered to be an error.;https://github.com/spring-projects/spring-boot/commit/8f7c96e8f0fa3504a10961bf06db42ad8472d395;Similar;0.7258306741714478
61;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix  <file_name>  javadoc;Fix;https://github.com/spring-projects/spring-boot/commit/b439d3522ee0615cd46ea50d7791a89802d9c0bc;Similar;0.8122382760047913
62;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Update documentation for new <iden> support;new <iden> support;https://github.com/spring-projects/spring-boot/commit/893654bdd1d71fdf42b21d8ca16c4c18faf6a3ea;Similar;0.7613534927368164
63;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix exec-maven-plugin configuration issue;fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/d828f13a09c33a4c13eddc8bcc18cd0e297102d6;Similar;0.8166942596435547
64;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Improve <iden> support naming;support naming;https://github.com/spring-projects/spring-boot/commit/0c036a69f2e87473cf3d60de4a4e56b8737f14ca;Similar;0.7711008787155151
65;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Update Building reference documentation section;to make it work with `full` Maven profile.;https://github.com/spring-projects/spring-boot/commit/639bf5e99cd2446e90f847e055e07099af13d8b4;Similar;0.6693598031997681
66;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Similar;0.6624118685722351
67;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Fix missing trailing / in resource paths  ;paths;https://github.com/spring-projects/spring-boot/commit/8dae41f24c5fe614b579a960dd4382d06dcde53f;Similar;0.6623960733413696
68;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Implement simpler exclusion logic for <iden>  ;Simplify the exclusion logic used in <iden> by implementing implicit exclusions rather than trying to detect transitive excludes.;https://github.com/spring-projects/spring-boot/commit/3a8a1272855a82c1d454920b423c49ced826428a;Similar;0.6911017894744873
69;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Extract auto-configuration from <file_name>;specific auto-configuration, allowing <iden> to be used without <file_name> if required;https://github.com/spring-projects/spring-boot/commit/5188ee526657dd70f640615640169d95a48d55b1;Similar;0.7591347098350525
70;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Apply consistent formatting, drop JDK 8 support, and cleanup repo locations to use spring.io.  ;Polish, consistent formatting, drop JDK 8 support, cleanup repo locations to use spring.io.  ;https://github.com/spring-projects/spring-boot/commit/a9c9c383f4c7afe0119bded0d005d1481acf71ed;Similar;0.5686758160591125
71;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Make <iden> optional for <iden>;This commit removes the required dependency on `<iden>` instances when creating `<iden>` beans, making it optional.;https://github.com/spring-projects/spring-boot/commit/57147241cb9119e1c7af494bd48c76bfb4f5808a;Similar;0.64576256275177
72;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Set <iden> in default <iden>  ;Only affects the default <iden> (so when users are not overriding the default global user details).;https://github.com/spring-projects/spring-boot/commit/1c0bcc13cfa3aa00a8fea96e2ecb2e1867859a96;Similar;0.790804922580719
73;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Blitz some more special characters from the metric names  ;When MVC path matchers are used as metric keys, they can still contain invalid characters and patterns (like asterisks). This change removes some more special characters and also tidies up the names a bit so no key part starts or ends with - (which is ugly);https://github.com/spring-projects/spring-boot/commit/deef784403419ed57cb733089c0326d8b0781dd2;Similar;0.5341005921363831
74;Fix typo `<iden>` -> `<iden>`;See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/15de956566b0737d3e53a816a6be60ed3e41c759;Add /error to ignored paths for security autoconfig;Protecting /error doesnt make a great deal of sense and if it is protected you dont get the ErrorPageFilter for the attempt at loading it, so Tomcat renders its own HTML error page;https://github.com/spring-projects/spring-boot/commit/437fb75424d1a2d852aec0a3cd16b55c3080cf30;Similar;0.6105459332466125
