;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha;similarity_rationales;contradiction_rationales
15;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Fix typos in the documentation: though -> through;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/3b07e4e633ebcbdb0836ed7ad0b21fc8f0b42a9e;Similar;0.8431202173233032;0.7611262798309326;
16;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Update the reference documentation to include details of <iden>;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/14bd404b71fcb967d4af282e839a763112ecd40c;Similar;0.8316801190376282;0.7611262798309326;
17;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Refine validator and `<iden>` validator configuration  ;This commit ensures that a primary JSR 303 and `<iden>` will be exposed if the auto-configuration kicks in. As `<iden>` exposes 3 contracts (JSR-303 `<iden>` and `<iden>` as well as the `<iden>` validator one), this makes sure that those types can be injected by type. `<iden>` exposes 3 contracts and were only checking for the absence of a `javax.validation.<iden>` to auto-configure a `<iden>`. If no standard JSR validator exists but a <iden>s `<iden>` exists and is primary, we shouldnt flag the auto-configured one as `<iden>`. Previous iterations on this feature have made sure that well auto-configure at most one `javax.validation.<iden>` so not flagging it `<iden>` is no problem. This commit also restores and adds tests that validate `<file_name>` will configure a JSR validator even if a <iden> is present. This effectively fixes `<issue_link>` in a different way. Closes `<issue_link>` Closes `<issue_link>`;https://github.com/spring-projects/spring-boot/commit/1de2316a0b4c2d5896c34b954208a4c550466f22;Similar;0.8559709787368774;0.2172337174415588;
18;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Allow binding number to <iden>  <enter>  ;Closes <issue_link>  ;https://github.com/spring-projects/spring-boot/commit/cb7de2a9636005103436ee3343afda1fed853cc4;Similar;0.8049190044403076;0.7246291637420654;
19;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Improve <iden> documentation for reactive applications;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/2fc557a5a90d32fb2cf6ebe2491b031a72507dd3;Similar;0.8075404167175293;0.7246291637420654;
20;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Improve links to <iden> plugins documentation;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/45a337b515315bab439c2265649a936c935be19c;Similar;0.8313294649124146;0.7611262798309326;
21;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Fix exec-maven-plugin configuration issue;fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/d828f13a09c33a4c13eddc8bcc18cd0e297102d6;Similar;0.8441449999809265;0.8297727108001709;
22;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Fix typo a -> an  ;Fix typo;https://github.com/spring-projects/spring-boot/commit/46fbca66a69d102db55f7c454565f82ff5be6b98;Similar;0.8159717321395874;0.7376742959022522;
23;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Improve error handling in <iden> upgrade checks;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/24072bed96d0d2a8b2029df35156404dc3976a72;Similar;0.8153269290924072;1.0000001192092896;
24;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Similar;0.8059371113777161;0.5348097681999207;
25;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Fix link formatting in custom <iden> section  ;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/0975b5b2203aeb8c91eaeba6b3c83605911d57a6;Similar;0.8312183022499084;1.0000001192092896;
26;Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/c355b95f6c744191e9d90623281190b783542cc2;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;https://github.com/spring-projects/spring-boot/commit/87680b4ee595ef9417495f443f0b475ff96e9e87;Similar;0.8274078965187073;0.466394692659378;
27;Fix undertow access_log file name;Undertow <version> changed the default access log file suffix from .log to just log. Thus we need to adapt the file name pattern to include the missing dot.;https://github.com/spring-projects/spring-boot/commit/e233ea7f546fcbc5fccf972bc70c26373103444c;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Similar;0.802092432975769;0.506706953048706;
28;Fix undertow access_log file name;Undertow <version> changed the default access log file suffix from .log to just log. Thus we need to adapt the file name pattern to include the missing dot.;https://github.com/spring-projects/spring-boot/commit/e233ea7f546fcbc5fccf972bc70c26373103444c;Fix <file_name> handling of profiles activated by a file;Previously, <file_name> used a <iden> with no PathTransformer. This would result in an NPE within Maven, compounded by the NPE not being included in the failure message, hindering diagnosis. This commit updates <file_name> to configure its <iden> with a PathTransformer and improves the failure message for better problem diagnosis.;https://github.com/spring-projects/spring-boot/commit/c4f756daee43f89e0ba832ceac17bac216fc899b;Similar;0.829013466835022;0.6694256663322449;
29;Fix undertow access_log file name;Undertow <version> changed the default access log file suffix from .log to just log. Thus we need to adapt the file name pattern to include the missing dot.;https://github.com/spring-projects/spring-boot/commit/e233ea7f546fcbc5fccf972bc70c26373103444c;Fix  <file_name>  javadoc;Fix;https://github.com/spring-projects/spring-boot/commit/b439d3522ee0615cd46ea50d7791a89802d9c0bc;Similar;0.801600456237793;0.2548204362392425;
30;Fix undertow access_log file name;Undertow <version> changed the default access log file suffix from .log to just log. Thus we need to adapt the file name pattern to include the missing dot.;https://github.com/spring-projects/spring-boot/commit/e233ea7f546fcbc5fccf972bc70c26373103444c;Extract auto-configuration from <file_name>;specific auto-configuration, allowing <iden> to be used without <file_name> if required;https://github.com/spring-projects/spring-boot/commit/5188ee526657dd70f640615640169d95a48d55b1;Similar;0.8263121247291565;0.5534115433692932;
31;Fix typos in the documentation: though -> through;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/3b07e4e633ebcbdb0836ed7ad0b21fc8f0b42a9e;Update the reference documentation to include details of <iden>;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/14bd404b71fcb967d4af282e839a763112ecd40c;Similar;0.8065702319145203;1.0;
32;Fix typos in the documentation: though -> through;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/3b07e4e633ebcbdb0836ed7ad0b21fc8f0b42a9e;Refine validator and `<iden>` validator configuration  ;This commit ensures that a primary JSR 303 and `<iden>` will be exposed if the auto-configuration kicks in. As `<iden>` exposes 3 contracts (JSR-303 `<iden>` and `<iden>` as well as the `<iden>` validator one), this makes sure that those types can be injected by type. `<iden>` exposes 3 contracts and were only checking for the absence of a `javax.validation.<iden>` to auto-configure a `<iden>`. If no standard JSR validator exists but a <iden>s `<iden>` exists and is primary, we shouldnt flag the auto-configured one as `<iden>`. Previous iterations on this feature have made sure that well auto-configure at most one `javax.validation.<iden>` so not flagging it `<iden>` is no problem. This commit also restores and adds tests that validate `<file_name>` will configure a JSR validator even if a <iden> is present. This effectively fixes `<issue_link>` in a different way. Closes `<issue_link>` Closes `<issue_link>`;https://github.com/spring-projects/spring-boot/commit/1de2316a0b4c2d5896c34b954208a4c550466f22;Similar;0.822526752948761;0.2349085807800293;
33;Fix typos in the documentation: though -> through;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/3b07e4e633ebcbdb0836ed7ad0b21fc8f0b42a9e;Fix exec-maven-plugin configuration issue;fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/d828f13a09c33a4c13eddc8bcc18cd0e297102d6;Similar;0.8118366003036499;0.7406702041625977;
34;Fix typos in the documentation: though -> through;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/3b07e4e633ebcbdb0836ed7ad0b21fc8f0b42a9e;Fix typo a -> an  ;Fix typo;https://github.com/spring-projects/spring-boot/commit/46fbca66a69d102db55f7c454565f82ff5be6b98;Similar;0.836378812789917;0.6321917772293091;
35;Fix typos in the documentation: though -> through;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/3b07e4e633ebcbdb0836ed7ad0b21fc8f0b42a9e;Fix link formatting in custom <iden> section  ;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/0975b5b2203aeb8c91eaeba6b3c83605911d57a6;Similar;0.8216959238052368;0.7611262798309326;
36;Fix typos in the documentation: though -> through;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/3b07e4e633ebcbdb0836ed7ad0b21fc8f0b42a9e;Fix tests;Fix;https://github.com/spring-projects/spring-boot/commit/02a1c435874fa8ed72db227b3bd911d079fc7cee;Similar;0.8265582323074341;0.6395651698112488;
37;Fix typos in the documentation: though -> through;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/3b07e4e633ebcbdb0836ed7ad0b21fc8f0b42a9e;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;https://github.com/spring-projects/spring-boot/commit/87680b4ee595ef9417495f443f0b475ff96e9e87;Similar;0.8146340250968933;0.4302554130554199;
38;Fix typos in the documentation: though -> through;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/3b07e4e633ebcbdb0836ed7ad0b21fc8f0b42a9e;Fix test;Fix;https://github.com/spring-projects/spring-boot/commit/9bb6e0f497d8760e31607fb0c199c3bb5679a3b4;Similar;0.8060880303382874;0.6395651698112488;
39;Use try-with-resources in <file_name>;improved resource management and error handling;https://github.com/spring-projects/spring-boot/commit/abcff3a3b382f227f257b750415975c6694d4cb2;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Similar;0.8361629247665405;0.5706376433372498;
40;Use try-with-resources in <file_name>;improved resource management and error handling;https://github.com/spring-projects/spring-boot/commit/abcff3a3b382f227f257b750415975c6694d4cb2;Fix <file_name> handling of profiles activated by a file;Previously, <file_name> used a <iden> with no PathTransformer. This would result in an NPE within Maven, compounded by the NPE not being included in the failure message, hindering diagnosis. This commit updates <file_name> to configure its <iden> with a PathTransformer and improves the failure message for better problem diagnosis.;https://github.com/spring-projects/spring-boot/commit/c4f756daee43f89e0ba832ceac17bac216fc899b;Similar;0.8492869734764099;0.4399051368236542;
41;Use try-with-resources in <file_name>;improved resource management and error handling;https://github.com/spring-projects/spring-boot/commit/abcff3a3b382f227f257b750415975c6694d4cb2;Fix  <file_name>  javadoc;Fix;https://github.com/spring-projects/spring-boot/commit/b439d3522ee0615cd46ea50d7791a89802d9c0bc;Similar;0.8216238617897034;0.6473473310470581;
42;Use try-with-resources in <file_name>;improved resource management and error handling;https://github.com/spring-projects/spring-boot/commit/abcff3a3b382f227f257b750415975c6694d4cb2;Extract auto-configuration from <file_name>;specific auto-configuration, allowing <iden> to be used without <file_name> if required;https://github.com/spring-projects/spring-boot/commit/5188ee526657dd70f640615640169d95a48d55b1;Similar;0.883068323135376;0.415593147277832;
43;Use try-with-resources in <file_name>;improved resource management and error handling;https://github.com/spring-projects/spring-boot/commit/abcff3a3b382f227f257b750415975c6694d4cb2;Add group property to <file_name>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/b6e4c0f01286ec31439ae941ff842700374367de;Similar;0.8619064092636108;0.5261297225952148;
44;Fix description of test file to be tests.groovy;Corrected the documentation to refer to file as tests.groovy, rather than test.groovy. Updated cope snippet as tests.groovy should expect Hello <iden>! rather than Hello <iden>. <br> Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/a8af25476577999c33c34f5971a03251658c340d;Fix <file_name> handling of profiles activated by a file;Previously, <file_name> used a <iden> with no PathTransformer. This would result in an NPE within Maven, compounded by the NPE not being included in the failure message, hindering diagnosis. This commit updates <file_name> to configure its <iden> with a PathTransformer and improves the failure message for better problem diagnosis.;https://github.com/spring-projects/spring-boot/commit/c4f756daee43f89e0ba832ceac17bac216fc899b;Similar;0.8055378198623657;0.7216248512268066;
45;Add <iden> response format details for health endpoint, including default status codes and sample responses;Document <iden> response format of health endpoint, See <pr_link>;https://github.com/spring-projects/spring-boot/commit/1fa1ed2b2805f731dcdf30327a5ff0b92ccf55e3;Fix documentation for health endpoint security  ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/57dfbd50a7dd8829dbc5bec19aa58cac34ae03b0;Similar;0.8327087163925171;0.627406120300293;
46;Remove unused <file_name> from spring-boot-sample-tomcat;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/d6bd120b2c4230acb101c424a0e5ba8aa4b40b82;Remove the spring-core dependency from the annotation processor;"cherry-picked from otherCommit_link; Fixes issue_link";https://github.com/spring-projects/spring-boot/commit/6bc37c05898be797da4312e66c899491b4bb1965;Similar;0.8578930497169495;0.6267381906509399;
47;Remove unused <file_name> from spring-boot-sample-tomcat;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/d6bd120b2c4230acb101c424a0e5ba8aa4b40b82;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Similar;0.8377803564071655;0.6040508151054382;
48;Remove unused <file_name> from spring-boot-sample-tomcat;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/d6bd120b2c4230acb101c424a0e5ba8aa4b40b82;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/f9094143d72a99bb52ad6414568ee2c93611115c;Similar;0.8113495111465454;0.7406702041625977;
49;Update the reference documentation to include details of <iden>;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/14bd404b71fcb967d4af282e839a763112ecd40c;Refine validator and `<iden>` validator configuration  ;This commit ensures that a primary JSR 303 and `<iden>` will be exposed if the auto-configuration kicks in. As `<iden>` exposes 3 contracts (JSR-303 `<iden>` and `<iden>` as well as the `<iden>` validator one), this makes sure that those types can be injected by type. `<iden>` exposes 3 contracts and were only checking for the absence of a `javax.validation.<iden>` to auto-configure a `<iden>`. If no standard JSR validator exists but a <iden>s `<iden>` exists and is primary, we shouldnt flag the auto-configured one as `<iden>`. Previous iterations on this feature have made sure that well auto-configure at most one `javax.validation.<iden>` so not flagging it `<iden>` is no problem. This commit also restores and adds tests that validate `<file_name>` will configure a JSR validator even if a <iden> is present. This effectively fixes `<issue_link>` in a different way. Closes `<issue_link>` Closes `<issue_link>`;https://github.com/spring-projects/spring-boot/commit/1de2316a0b4c2d5896c34b954208a4c550466f22;Similar;0.8868743777275085;0.2349085807800293;
50;Update the reference documentation to include details of <iden>;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/14bd404b71fcb967d4af282e839a763112ecd40c;Improve <iden> documentation for reactive applications;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/2fc557a5a90d32fb2cf6ebe2491b031a72507dd3;Similar;0.8219848871231079;0.968521237373352;
51;Update the reference documentation to include details of <iden>;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/14bd404b71fcb967d4af282e839a763112ecd40c;Improve links to <iden> plugins documentation;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/45a337b515315bab439c2265649a936c935be19c;Similar;0.8790274262428284;1.0;
52;Update the reference documentation to include details of <iden>;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/14bd404b71fcb967d4af282e839a763112ecd40c;Update documentation for new <iden> support;new <iden> support;https://github.com/spring-projects/spring-boot/commit/893654bdd1d71fdf42b21d8ca16c4c18faf6a3ea;Similar;0.8716294765472412;0.5323632955551147;
53;Update the reference documentation to include details of <iden>;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/14bd404b71fcb967d4af282e839a763112ecd40c;Fix link formatting in custom <iden> section  ;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/0975b5b2203aeb8c91eaeba6b3c83605911d57a6;Similar;0.8044894933700562;0.7611262798309326;
54;Add <iden> slice test support;Add `<iden>` and related test auto-configuration to allow slice testing of  <file_name>  <iden> client applications. See  <pr_link>;https://github.com/spring-projects/spring-boot/commit/a4104ab096b4a1f3f41995dec435b8435dc5473c;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;https://github.com/spring-projects/spring-boot/commit/b2b487ee5f5769137c7ba6372df01b7cd0908ad5;Similar;0.8116330504417419;0.7266634106636047;
55;Remove the spring-core dependency from the annotation processor;"cherry-picked from otherCommit_link; Fixes issue_link";https://github.com/spring-projects/spring-boot/commit/6bc37c05898be797da4312e66c899491b4bb1965;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Similar;0.8214740753173828;0.6055408716201782;
56;Remove the spring-core dependency from the annotation processor;"cherry-picked from otherCommit_link; Fixes issue_link";https://github.com/spring-projects/spring-boot/commit/6bc37c05898be797da4312e66c899491b4bb1965;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/f9094143d72a99bb52ad6414568ee2c93611115c;Similar;0.806252121925354;0.8052457571029663;
57;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Rename redis starter to <file_name> -boot-starter-data-redis;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/e293008c3fefd03931b08c66983b7261dd276c5c;Similar;0.8105436563491821;0.5044295787811279;
58;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Extract auto-configuration from <file_name>;specific auto-configuration, allowing <iden> to be used without <file_name> if required;https://github.com/spring-projects/spring-boot/commit/5188ee526657dd70f640615640169d95a48d55b1;Similar;0.863611102104187;0.5051928162574768;
59;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Add group property to <file_name>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/b6e4c0f01286ec31439ae941ff842700374367de;Similar;0.8534344434738159;0.6706002950668335;
60;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;https://github.com/spring-projects/spring-boot/commit/c7449b57ce3bb07da849ddd0efd7291a7678aad9;Similar;0.8150488138198853;0.4814619123935699;
61;Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";https://github.com/spring-projects/spring-boot/commit/a5200568384b036202a49b53813aad4a6ce807b2;Configure <iden> explicitly;simplifying the auto-configuration and let it us proxy-free configuration classes;https://github.com/spring-projects/spring-boot/commit/e3899df22c1f8de17081fababcbd5c406a3c8541;Similar;0.8513943552970886;0.6831583976745605;
62;Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";https://github.com/spring-projects/spring-boot/commit/a5200568384b036202a49b53813aad4a6ce807b2;Allow binding number to <iden>  <enter>  ;Closes <issue_link>  ;https://github.com/spring-projects/spring-boot/commit/cb7de2a9636005103436ee3343afda1fed853cc4;Similar;0.80776447057724;0.5528566837310791;
63;Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";https://github.com/spring-projects/spring-boot/commit/a5200568384b036202a49b53813aad4a6ce807b2;Set <iden> in default <iden>  ;Only affects the default <iden> (so when users are not overriding the default global user details).;https://github.com/spring-projects/spring-boot/commit/1c0bcc13cfa3aa00a8fea96e2ecb2e1867859a96;Similar;0.9197676181793212;0.5949802398681641;
64;Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";https://github.com/spring-projects/spring-boot/commit/a5200568384b036202a49b53813aad4a6ce807b2;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;https://github.com/spring-projects/spring-boot/commit/b2b487ee5f5769137c7ba6372df01b7cd0908ad5;Similar;0.8165125846862793;0.641347348690033;
