;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha;similarity_rationales;contradiction_rationales
12;Added a <file_name> rule for the line indentation  ;Indentation;https://github.com/square/retrofit/commit/8db48717825286e5d10a37a6600c34ba29b8822f;Adding a human-readable name to the  <file_name>  interface;human-readable;https://github.com/square/retrofit/commit/3b5a795892ac079320f6e4fb0d715a6d1a619122;Similar;0.822344183921814;0.6746988892555237;
13;Added a <file_name> rule for the line indentation  ;Indentation;https://github.com/square/retrofit/commit/8db48717825286e5d10a37a6600c34ba29b8822f;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;https://github.com/square/retrofit/commit/f844530c11dca51bd8d96afc87b6e94d0a20917a;Similar;0.8561747074127197;0.482051819562912;
14;Added a <file_name> rule for the line indentation  ;Indentation;https://github.com/square/retrofit/commit/8db48717825286e5d10a37a6600c34ba29b8822f;Add <file_name>, <file_name> support to <file_name>  ;-;https://github.com/square/retrofit/commit/2e35fda8164023a4e0fd1030cc2b9a947366b16b;Similar;0.8266809582710266;0.8648372888565063;
15;Added a <file_name> rule for the line indentation  ;Indentation;https://github.com/square/retrofit/commit/8db48717825286e5d10a37a6600c34ba29b8822f;Allow <file_name> extensions;improved <file_name>;https://github.com/square/retrofit/commit/44654cc452d1d38e581a20358ab2f9bbf8aabbbe;Similar;0.8177690505981445;0.6365697383880615;
16;Added a <file_name> rule for the line indentation  ;Indentation;https://github.com/square/retrofit/commit/8db48717825286e5d10a37a6600c34ba29b8822f;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;https://github.com/square/retrofit/commit/fb98822a9c17acfb6846d3f07d368804e155fd3f;Similar;0.8607685565948486;0.541304349899292;
17;Added a <file_name> rule for the line indentation  ;Indentation;https://github.com/square/retrofit/commit/8db48717825286e5d10a37a6600c34ba29b8822f;Expose <iden> via the <file_name> injection-like framework;injection-like framework;https://github.com/square/retrofit/commit/2c963003286ad91b0ee5cbf0a317578c4bce4025;Similar;0.8430824279785156;0.7623496055603027;
18;Added a <file_name> rule for the line indentation  ;Indentation;https://github.com/square/retrofit/commit/8db48717825286e5d10a37a6600c34ba29b8822f;Changing `<file_name>` to implement `<file_name>` interface;interface;https://github.com/square/retrofit/commit/884593d0e46c4eb30dd6e9ac8056bfdc2848345e;Similar;0.8287795186042786;0.7981764078140259;
19;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;Similar;0.8925526142120361;0.5942889451980591;
20;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Similar;0.8020498156547546;0.8992865085601807;
21;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Similar;0.9555798768997192;0.8229700922966003;
22;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;https://github.com/square/retrofit/commit/ce71d0527610689ea096c6f30f9ef6eac8266b1d;Similar;0.8117362260818481;0.5019316077232361;
23;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;https://github.com/square/retrofit/commit/0fff59140b5791ad0f1b1c7bf7826db2e00a73f1;Similar;0.8199319839477539;0.465215802192688;
24;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;https://github.com/square/retrofit/commit/6961f57ab97224073743b1f14a0395a493c52985;Similar;0.8595447540283203;0.3979533016681671;
25;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;https://github.com/square/retrofit/commit/a19609a16359af66aec5410459899291b2c45cf1;Similar;0.9110247492790222;0.2224318385124206;
26;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;https://github.com/square/retrofit/commit/fb746cb2f67a51c100e368844ac26dedb9e8eac4;Similar;0.8535876870155334;0.0888857021927833;0.8382580876350403
27;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;https://github.com/square/retrofit/commit/9e7b7c04bf0a2d1c34eeed8f28a52a8c7009aaf7;Similar;0.8494551181793213;0.8426966071128845;
28;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Allow <file_name> instantiation  ;Hide some Apache implementation details;https://github.com/square/retrofit/commit/60607af32d629121e6479e95970e3b5da1b2f176;Similar;0.8850601315498352;0.3824115395545959;
29;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Adding a human-readable name to the  <file_name>  interface;human-readable;https://github.com/square/retrofit/commit/3b5a795892ac079320f6e4fb0d715a6d1a619122;Similar;0.8336607217788696;0.7644810080528259;
30;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;https://github.com/square/retrofit/commit/f844530c11dca51bd8d96afc87b6e94d0a20917a;Similar;0.84527188539505;0.3399814963340759;
31;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Add fixed query parameter support;support;https://github.com/square/retrofit/commit/759d454eb3379dc2149552884ecc5492313d7633;Similar;0.8055375814437866;0.9999998807907104;
32;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Add <file_name>, <file_name> support to <file_name>  ;-;https://github.com/square/retrofit/commit/2e35fda8164023a4e0fd1030cc2b9a947366b16b;Similar;0.9528114199638368;0.8363038301467896;
33;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Allow <file_name> extensions;improved <file_name>;https://github.com/square/retrofit/commit/44654cc452d1d38e581a20358ab2f9bbf8aabbbe;Similar;0.9060639142990112;0.6324853301048279;
34;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();https://github.com/square/retrofit/commit/320d18e7dfe4ee17c1740d8f9b58e078fd1470c2;Similar;0.8475877642631531;0.53690505027771;
35;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;https://github.com/square/retrofit/commit/fb98822a9c17acfb6846d3f07d368804e155fd3f;Similar;0.9100902080535888;0.5188745260238647;
36;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Expose <iden> via the <file_name> injection-like framework;injection-like framework;https://github.com/square/retrofit/commit/2c963003286ad91b0ee5cbf0a317578c4bce4025;Similar;0.8407281637191772;0.6616664528846741;
37;Adding GET support to <file_name>;support;https://github.com/square/retrofit/commit/00a2db876fc5c0447a3617837894f30890cde367;Changing `<file_name>` to implement `<file_name>` interface;interface;https://github.com/square/retrofit/commit/884593d0e46c4eb30dd6e9ac8056bfdc2848345e;Similar;0.8630207777023315;0.7258611917495728;
38;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Similar;0.8273918628692627;0.6462686061859131;
39;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Similar;0.8626139163970947;0.6839501857757568;
40;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;https://github.com/square/retrofit/commit/6961f57ab97224073743b1f14a0395a493c52985;Similar;0.813328742980957;0.5648781657218933;
41;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;https://github.com/square/retrofit/commit/a19609a16359af66aec5410459899291b2c45cf1;Similar;0.8472152948379517;0.5079203844070435;
42;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;https://github.com/square/retrofit/commit/fb746cb2f67a51c100e368844ac26dedb9e8eac4;Similar;0.9160473346710204;0.4283094704151153;0.8592737317085266
43;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;https://github.com/square/retrofit/commit/9e7b7c04bf0a2d1c34eeed8f28a52a8c7009aaf7;Similar;0.8121593594551086;0.631102442741394;
44;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;Allow <file_name> instantiation  ;Hide some Apache implementation details;https://github.com/square/retrofit/commit/60607af32d629121e6479e95970e3b5da1b2f176;Similar;0.8785316348075867;0.5595294237136841;
45;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;Add fixed query parameter support;support;https://github.com/square/retrofit/commit/759d454eb3379dc2149552884ecc5492313d7633;Similar;0.803900957107544;0.5942889451980591;
46;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;Add <file_name>, <file_name> support to <file_name>  ;-;https://github.com/square/retrofit/commit/2e35fda8164023a4e0fd1030cc2b9a947366b16b;Similar;0.8964241743087769;0.5332323312759399;
47;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;Allow <file_name> extensions;improved <file_name>;https://github.com/square/retrofit/commit/44654cc452d1d38e581a20358ab2f9bbf8aabbbe;Similar;0.8613278865814209;0.6279460191726685;
48;Add response object to <file_name> success;Gives access to response headers while still converting response within retrofit;https://github.com/square/retrofit/commit/a10def06d7a3ec75de30fee9c2dfd47837201eba;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;https://github.com/square/retrofit/commit/fb98822a9c17acfb6846d3f07d368804e155fd3f;Similar;0.8472074270248413;0.6505548357963562;
49;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Add <iden> integration tests;integration;https://github.com/square/retrofit/commit/34f6a7fdc2f359d05a32f3262825563fc10929b4;Similar;0.9047722220420836;0.8340703248977661;
50;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Similar;0.8029508590698242;0.7925257682800293;
51;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;https://github.com/square/retrofit/commit/ce71d0527610689ea096c6f30f9ef6eac8266b1d;Similar;0.8768751621246338;0.586961567401886;
52;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;https://github.com/square/retrofit/commit/6961f57ab97224073743b1f14a0395a493c52985;Similar;0.8373289108276367;0.415285050868988;
53;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;https://github.com/square/retrofit/commit/a19609a16359af66aec5410459899291b2c45cf1;Similar;0.8376315236091614;0.2838727831840515;
54;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;https://github.com/square/retrofit/commit/fb746cb2f67a51c100e368844ac26dedb9e8eac4;Similar;0.8179787397384644;0.1622223258018493;0.8721848130226135
55;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Add path and query tests for pre-encoded values;-;https://github.com/square/retrofit/commit/989d69f0cf365895a13e41e913c4871feca1dea9;Similar;0.8270606994628906;0.8313019871711731;
56;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Add converters module and protobuf converter;to the sentence;https://github.com/square/retrofit/commit/ebf8c26a7b350dd9eb03b0240f9aaf75e0833d30;Similar;0.8266749382019043;0.8174564838409424;
57;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;https://github.com/square/retrofit/commit/9e7b7c04bf0a2d1c34eeed8f28a52a8c7009aaf7;Similar;0.8558805584907532;0.867347002029419;
58;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Add fixed query parameter support;support;https://github.com/square/retrofit/commit/759d454eb3379dc2149552884ecc5492313d7633;Similar;0.8160593509674072;0.8992865085601807;
59;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Add <file_name>, <file_name> support to <file_name>  ;-;https://github.com/square/retrofit/commit/2e35fda8164023a4e0fd1030cc2b9a947366b16b;Similar;0.8176412582397461;0.8313019871711731;
60;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Allow <file_name> extensions;improved <file_name>;https://github.com/square/retrofit/commit/44654cc452d1d38e581a20358ab2f9bbf8aabbbe;Similar;0.8261744379997253;0.6814738512039185;
61;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;https://github.com/square/retrofit/commit/fb98822a9c17acfb6846d3f07d368804e155fd3f;Similar;0.8039212226867676;0.5427005290985107;
62;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Use <iden> <version>s JsonAdapter.serializeNulls();serializeNulls;https://github.com/square/retrofit/commit/26c8790492e4f863926e077eb3267e8cbbefc600;Similar;0.820044755935669;0.671533465385437;
63;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Expose <iden> via the <file_name> injection-like framework;injection-like framework;https://github.com/square/retrofit/commit/2c963003286ad91b0ee5cbf0a317578c4bce4025;Similar;0.8188077211380005;0.6962916851043701;
64;Add <iden> wrapper validation  ;validation;https://github.com/square/retrofit/commit/88dff564e4e764a56730f1224c3d685e520e2aee;Fix support for protobuf <version>+;ExtensionRegistry cannot be null;https://github.com/square/retrofit/commit/083bf240fab810dee2d4570c74061983bf25136a;Similar;0.8233850002288818;0.5577154159545898;
65;Add <iden> integration tests;integration;https://github.com/square/retrofit/commit/34f6a7fdc2f359d05a32f3262825563fc10929b4;Update to <iden> <version>;Use get instead of parse for <iden> and <iden> where valid input is always required;https://github.com/square/retrofit/commit/ce71d0527610689ea096c6f30f9ef6eac8266b1d;Similar;0.8368161916732788;0.5246458649635315;
66;Add <iden> integration tests;integration;https://github.com/square/retrofit/commit/34f6a7fdc2f359d05a32f3262825563fc10929b4;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;https://github.com/square/retrofit/commit/6961f57ab97224073743b1f14a0395a493c52985;Similar;0.8008688688278198;0.4555401504039764;
67;Add <iden> integration tests;integration;https://github.com/square/retrofit/commit/34f6a7fdc2f359d05a32f3262825563fc10929b4;Add converters module and protobuf converter;to the sentence;https://github.com/square/retrofit/commit/ebf8c26a7b350dd9eb03b0240f9aaf75e0833d30;Similar;0.8342825174331665;0.7795960903167725;
68;Add <iden> integration tests;integration;https://github.com/square/retrofit/commit/34f6a7fdc2f359d05a32f3262825563fc10929b4;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;https://github.com/square/retrofit/commit/9e7b7c04bf0a2d1c34eeed8f28a52a8c7009aaf7;Similar;0.8104881048202515;0.8107634782791138;
69;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Pull out <file_name> base class <enter>;This will allow us to support multiple forms of invocation beyond <iden> calls.;https://github.com/square/retrofit/commit/0fff59140b5791ad0f1b1c7bf7826db2e00a73f1;Similar;0.8386882543563843;0.6118344068527222;
70;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Combine <file_name> and <iden> into <method_name> <enter>  ;This is one class that handles all of the annotations and binding for a service method;https://github.com/square/retrofit/commit/6961f57ab97224073743b1f14a0395a493c52985;Similar;0.8767303824424744;0.5432707667350769;
71;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;https://github.com/square/retrofit/commit/a19609a16359af66aec5410459899291b2c45cf1;Similar;0.925632655620575;0.4435555040836334;
72;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;https://github.com/square/retrofit/commit/fb746cb2f67a51c100e368844ac26dedb9e8eac4;Similar;0.8515074253082275;0.1933513879776001;0.8104106783866882
73;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Update <file_name> to latest. Add default constructor.;latest, Add default constructor;https://github.com/square/retrofit/commit/bcfc6ff673a9344172920415a04eaa904a90e78a;Similar;0.8038377165794373;0.5776238441467285;
74;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;https://github.com/square/retrofit/commit/9e7b7c04bf0a2d1c34eeed8f28a52a8c7009aaf7;Similar;0.8500094413757324;0.741239607334137;
75;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Allow <file_name> instantiation  ;Hide some Apache implementation details;https://github.com/square/retrofit/commit/60607af32d629121e6479e95970e3b5da1b2f176;Similar;0.8726332187652588;0.5039241313934326;
76;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;https://github.com/square/retrofit/commit/56ca30091f59e7daafc7a221e3ddda46d730d17d;Similar;0.8172329664230347;0.4623207449913025;
77;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Adding a human-readable name to the  <file_name>  interface;human-readable;https://github.com/square/retrofit/commit/3b5a795892ac079320f6e4fb0d715a6d1a619122;Similar;0.8532384037971497;0.6831452250480652;
78;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Added getTag() and logChunk() methods;for easier subclassing;https://github.com/square/retrofit/commit/00d3f9070e15e514430e5dbb2aec602547c3c92d;Similar;0.8006175756454468;0.60611891746521;
79;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;https://github.com/square/retrofit/commit/f844530c11dca51bd8d96afc87b6e94d0a20917a;Similar;0.8472147583961487;0.5289246439933777;
80;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Add <file_name>, <file_name> support to <file_name>  ;-;https://github.com/square/retrofit/commit/2e35fda8164023a4e0fd1030cc2b9a947366b16b;Similar;0.9231959581375122;0.6934462785720825;
81;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Allow <file_name> extensions;improved <file_name>;https://github.com/square/retrofit/commit/44654cc452d1d38e581a20358ab2f9bbf8aabbbe;Similar;0.8888744115829468;0.7436414957046509;
82;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();https://github.com/square/retrofit/commit/320d18e7dfe4ee17c1740d8f9b58e078fd1470c2;Similar;0.8455690741539001;0.7233667969703674;
83;Add coroutine support to <file_name> ;coroutine support;https://github.com/square/retrofit/commit/1ec98c2364b497278c34f04a49236cde9de7b178;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;https://github.com/square/retrofit/commit/fb98822a9c17acfb6846d3f07d368804e155fd3f;Similar;0.8907725811004639;0.725430965423584;
