Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha;similarity_rationales
"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();Giving TIF_MEMDIE only to the main thread and the currently allocating task;To reduce the risk ;Contradicts;0.9411827921867372;0.6612657904624939
"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();remove task_t, convert to struct task_struct;cleanup, remove;Contradicts;0.9311471581459044;0.6042991280555725
"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();cleanup: remove task_t and convert all the uses to struct task_struct;remove task_t and convert all the uses to struct task_struct;Contradicts;0.95354425907135;0.6710247993469238
"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();None ;more pointed memcg page statistics for memcg-oom and take hierarchy into consideration;Contradicts;0.9218712449073792;0.501911997795105
"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();Remove the parameter @mem;removed since v2.6.26;Contradicts;0.9767622351646424;0.5243174433708191
"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();Kill it and directly access;directly access;Contradicts;0.972334623336792;0.5001663565635681
"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();The fix is to remove __show_mem() and add its argument to show_mem() in all implementations;to prevent this breakage;Contradicts;0.9572837948799132;0.5501887202262878
strive for making this context as reliable and independent on other subsystems;as much as possible;Kill it and directly access;directly access;Contradicts;0.9396885633468628;0.7918394207954407
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;This patch doesnt change this behavior;because we are not ready to allow those allocation requests to fail yet (and maybe we will face the reality that we will never manage to safely fail these request);Contradicts;0.9966832995414734;0.625108540058136
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;ruling out the OOM killer;lockup machine in most of the cases;Contradicts;0.9638046622276306;0.2073611468076706
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;Change the code to ignore the PF_EXITING tasks without ->mm.;PF_EXITING tasks without ->mm should not be expected to free more memory.;Contradicts;0.9203083515167236;0.6393542885780334
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;Remove this dubious PF_EXITING check;dubious;Contradicts;0.9507530331611632;0.15803541243076324
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;Contradicts;0.9361679553985596;0.47325125336647034
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;replace try_oom_reaper by wake_oom_reaper;task_will_free_mem implies the task is reapable now;Contradicts;0.9911165237426758;0.4035516381263733
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;Contradicts;0.9738510847091676;0.3664954900741577
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;Remove the count;Its better to remove the count;Contradicts;0.9439813494682312;0.541922926902771
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;This patch removes the cpuset_zone_allowed() call;to force the caller to explicitly choose between the hardwall and the softwall case;Contradicts;0.9006791710853577;0.4987284541130066
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;Introduce is_init;to capture this case;Contradicts;0.9475558996200562;0.36402153968811035
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;CONFIG_MMU=n doesnt have oom reaper so lets stick to the original ALLOC_NO_WATERMARKS approach;CONFIG_MMU=n doesnt have oom reaper;Contradicts;0.9779118299484252;0.3849809169769287
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;Get rid of this hardcoded behavior;push the allocation mask down the show_mem path and use it instead of cpuset_current_mems_allowed;Contradicts;0.987362265586853;0.557060956954956
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9813884496688844;0.3509739339351654
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;None ;more pointed memcg page statistics for memcg-oom and take hierarchy into consideration;Contradicts;0.94785737991333;0.4519057869911194
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;Remove the oom_reaper from exit_mmap;make the code easier to read;Contradicts;0.9819970726966858;0.3928925096988678
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;Remove the parameter @mem;removed since v2.6.26;Contradicts;0.9531184434890748;0.24504970014095306
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;remove the prototype for the old function;the prototype still existed;Contradicts;0.9295704364776612;0.19295485317707062
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;removes PF_OOM_ORIGIN;behavior is equivalent to setting the processs oom_score_adj to OOM_SCORE_ADJ_MAX;Contradicts;0.9917199611663818;0.34692391753196716
"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesnt share the mm with an alive process.;The fix is to remove __show_mem() and add its argument to show_mem() in all implementations;to prevent this breakage;Contradicts;0.918536365032196;0.5110605955123901
This patch doesnt change this behavior;because we are not ready to allow those allocation requests to fail yet (and maybe we will face the reality that we will never manage to safely fail these request);This change fixes both problems.;The new for_each_thread() only requires the stable task_struct;Contradicts;0.9703565239906312;0.4538509249687195
This patch doesnt change this behavior;because we are not ready to allow those allocation requests to fail yet (and maybe we will face the reality that we will never manage to safely fail these request);This patch fixes the problem and should be backported into stable/LTS.;Fixes the problem, should be backported into stable/LTS.;Contradicts;0.9750211238861084;0.42284059524536133
This patch doesnt change this behavior;because we are not ready to allow those allocation requests to fail yet (and maybe we will face the reality that we will never manage to safely fail these request);This patch fixes the issue by introducing a new MMF_OOM_KILLED mm flag which is set in oom_kill_process atomically and oom reaper is disabled if the flag was already set.;Fixes the issue by introducing a new MMF_OOM_KILLED mm flag and disabling the oom reaper if the flag was already set.;Contradicts;0.9187994599342346;0.3819544315338135
move the __GFP_FS check down to out_of_memory and prevent OOM victim selection there;prevent OOM victim selection;not invoke OOM killer as much as possible;there is simply no reliable way to detect whether more reclaim retries make sense;Contradicts;0.9243658185005188;0.5262293219566345
move the __GFP_FS check down to out_of_memory and prevent OOM victim selection there;prevent OOM victim selection;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9019536375999452;0.7267969846725464
move the __GFP_FS check down to out_of_memory and prevent OOM victim selection there;prevent OOM victim selection;Rename mark_tsk_oom_victim() to mark_oom_victim();which is easier on the eye.;Contradicts;0.958897054195404;0.47334790229797363
move the __GFP_FS check down to out_of_memory and prevent OOM victim selection there;prevent OOM victim selection;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9940211176872252;0.4765758216381073
move the __GFP_FS check down to out_of_memory and prevent OOM victim selection there;prevent OOM victim selection;Give the oom victim access to the memory reserves;That shouldnt be necessary;Contradicts;0.9812545776367188;0.7478291988372803
move the __GFP_FS check down to out_of_memory and prevent OOM victim selection there;prevent OOM victim selection;push the re-check loop out of freeze_processes into check_frozen_processes;to make the code more readable as per Rafael;Contradicts;0.9551612138748168;0.3977554440498352
move the __GFP_FS check down to out_of_memory and prevent OOM victim selection there;prevent OOM victim selection;We can trivially add both the oom memcg and task_memcg.;Now that we have a single line for the oom context.;Contradicts;0.944205641746521;0.5014489889144897
move the __GFP_FS check down to out_of_memory and prevent OOM victim selection there;prevent OOM victim selection;Permit the OOM reaper on mlocked vmas;No fear of blocking on all those page locks anymore;Contradicts;0.9412422776222228;0.2722945511341095
Keep a comment in __alloc_pages_may_oom;to make sure we do not forget how GFP_NOFS is special and that we really want to do something about;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9296677708625792;0.3931823670864105
ruling out the OOM killer;lockup machine in most of the cases;Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldnt get updated when a change is made to the exit path;Contradicts;0.955550730228424;0.3483200967311859
ruling out the OOM killer;lockup machine in most of the cases;not invoke OOM killer as much as possible;there is simply no reliable way to detect whether more reclaim retries make sense;Contradicts;0.9055674076080322;0.26719391345977783
ruling out the OOM killer;lockup machine in most of the cases;This patch displays the oom killer header whenever it panics;bug reports can include pertinent information to debug the issue, if possible;Contradicts;0.9210808873176576;0.43148863315582275
protect oom_reaper_list using simpler way;simpler way;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.926712691783905;0.6845275163650513
Kill current;It is better than another task needlessly.;dont try to kill oom_unkillable child;oom_unkillable;Contradicts;0.9194631576538086;0.6243868470191956
Kill current;It is better than another task needlessly.;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;Contradicts;0.9947677850723268;0.5377988219261169
Kill current;It is better than another task needlessly.;Enforce the API to always work on the current;There are no users of exit_oom_victim on !current task anymore;Contradicts;0.9950201511383056;0.2956618368625641
Kill current;It is better than another task needlessly.;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9274020195007324;0.49376171827316284
Kill current;It is better than another task needlessly.;Deflate the balloon a bit instead of killing processes;If the resource manager inflated the balloon to a size where memory allocations can not be satisfied anymore, it is better to deflate the balloon a bit;Contradicts;0.9835031032562256;0.3113015294075012
Kill current;It is better than another task needlessly.;prevent unnecessary oom kills or kernel panics;unnecessary oom kills or kernel panics;Contradicts;0.9552693367004396;0.5495343208312988
"Upon returning to the page allocator, its allocation will hopefully succeed
";so it can quickly exit and free its memory;There is no need to call for int_sqrt;if argument is 0;Contradicts;0.913429856300354;0.46353137493133545
"Upon returning to the page allocator, its allocation will hopefully succeed
";so it can quickly exit and free its memory;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;Contradicts;0.9717594981193542;0.404422402381897
"Upon returning to the page allocator, its allocation will hopefully succeed
";so it can quickly exit and free its memory;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9910535216331482;0.6281253695487976
"Upon returning to the page allocator, its allocation will hopefully succeed
";so it can quickly exit and free its memory;make the mm_has_notifiers check under the oom_lock and have a little nap before failing to give the current oom victim some more time to exit.;to not fail too early;Contradicts;0.9200347065925598;0.45932477712631226
"Upon returning to the page allocator, its allocation will hopefully succeed
";so it can quickly exit and free its memory;signal to the process that no memory exists;given the constraints that the process (or the configuration of the process) has placed on the allocation behavior;Contradicts;0.9365676641464232;0.34426945447921753
"Upon returning to the page allocator, its allocation will hopefully succeed
";so it can quickly exit and free its memory;Have no license information of any form;GPL v2 only;Contradicts;0.9117072224617004;0.2841200828552246
"Upon returning to the page allocator, its allocation will hopefully succeed
";so it can quickly exit and free its memory;Kill it and directly access;directly access;Contradicts;0.9834356904029846;0.5039005875587463
When find_lock_task_mm() returns a thread other than p in dump_tasks(), its name should be displayed instead;the name should be displayed instead;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9266798496246338;0.44395801424980164
When find_lock_task_mm() returns a thread other than p in dump_tasks(), its name should be displayed instead;the name should be displayed instead;Renames high_zoneidx to highest_zoneidx;Represents more precise meaning;Contradicts;0.9339048862457277;0.6395903825759888
remove the cast on task_cpu(task) as Andrew suggested;as Andrew suggested;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9185174703598022;0.5501934289932251
The comments in dump_tasks() should be updated;to be more clear about why tasks are filtered and how they are filtered by its argument;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.953536868095398;0.4270715117454529
An unnecessary comment concerning a check for is_global_init() is removed;it isnt of importance;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9029066562652588;0.6972072720527649
"Remove the ""if (!p->mm)"" check in select_bad_process()";it is just wrong;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9812068343162536;0.4337922930717468
"Remove the ""if (!p->mm)"" check in select_bad_process()";it is just wrong;The fix is to remove __show_mem() and add its argument to show_mem() in all implementations;to prevent this breakage;Contradicts;0.9070448279380798;0.541796863079071
Add the new helper, find_lock_task_mm();"finds the live thread which uses the memory and takes task_lock() to pin ->mm

Decision: change oom_badness()";Taking task_lock() in select_bad_process() to check for OOM_DISABLE and in oom_kill_task() to check for threads sharing the same memory will be removed in the next patch in this series ;it will no longer be necessary;Contradicts;0.9113215208053588;0.16156311333179474
Add the new helper, find_lock_task_mm();"finds the live thread which uses the memory and takes task_lock() to pin ->mm

Decision: change oom_badness()";Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;Contradicts;0.9338172078132628;0.19089041650295258
Add the new helper, find_lock_task_mm();"finds the live thread which uses the memory and takes task_lock() to pin ->mm

Decision: change oom_badness()";__oom_reap_task_mm as well as oom_scan_process_thread do not have to rely on find_lock_task_mm anymore;they will have a reliable reference to the mm struct;Contradicts;0.9693599343299866;0.44311535358428955
oom_badness() was fixed;"but oom_kill_task() still ignores the task without ->mm

Decision: oom_forkbomb_penalty() should use find_lock_task_mm() too and it also needs other changes";The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.932440221309662;0.29668471217155457
Change the code to ignore the PF_EXITING tasks without ->mm.;PF_EXITING tasks without ->mm should not be expected to free more memory.;CONFIG_MMU=n doesnt have oom reaper so lets stick to the original ALLOC_NO_WATERMARKS approach;CONFIG_MMU=n doesnt have oom reaper;Contradicts;0.9319572448730468;0.457722008228302
Change the code to ignore the PF_EXITING tasks without ->mm.;PF_EXITING tasks without ->mm should not be expected to free more memory.;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9083641767501832;0.6798741221427917
Update gfp.h and slab.h includes to prepare for breaking implicit slab.h inclusion from percpu.h;Prepare for breaking implicit slab.h inclusion from percpu.h;Have no license information of any form;GPL v2 only;Contradicts;0.9082111716270448;0.4170066714286804
update users of gfp and slab facilities include those headers directly;Prepare for this change;Have no license information of any form;GPL v2 only;Contradicts;0.90660297870636;0.32946982979774475
As this conversion needs to touch large number of source files;needs to touch large number of source files;Giving TIF_MEMDIE only to the main thread and the currently allocating task;To reduce the risk ;Contradicts;0.907711148262024;0.3628905415534973
only the necessary includes are there;necessary;kill the insufficient and no longer needed PT_TRACE_EXIT check;insufficient and no longer needed;Contradicts;0.9689728021621704;0.666863203048706
moves oomkilladj (now more appropriately named oom_adj) from struct task_struct to struct signal_struct;more appropriately named;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Contradicts;0.9610901474952698;0.3020467460155487
moves oomkilladj (now more appropriately named oom_adj) from struct task_struct to struct signal_struct;more appropriately named;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9280883073806764;0.6464522480964661
moves oomkilladj (now more appropriately named oom_adj) from struct task_struct to struct signal_struct;more appropriately named;remove task_t, convert to struct task_struct;cleanup, remove;Contradicts;0.9687054753303528;0.6222831606864929
moves oomkilladj (now more appropriately named oom_adj) from struct task_struct to struct signal_struct;more appropriately named;cleanup: remove task_t and convert all the uses to struct task_struct;remove task_t and convert all the uses to struct task_struct;Contradicts;0.9203228950500488;0.4068776071071625
"treat unmerge_and_remove_all_rmap_items() in the same way that we treat try_to_unuse()
";generalize PF_SWAPOFF to PF_OOM_ORIGIN, and bracket both with that, to ask the OOM killer to kill them first, to prevent them from spawning more and more OOM kills.;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9721770882606506;0.10327804833650589
__oom_kill_task() will simply be a no-op in such circumstances;mm can become detached later since task_lock() is not held;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;Contradicts;0.9142308235168456;0.6387748718261719
__oom_kill_task() will simply be a no-op in such circumstances;mm can become detached later since task_lock() is not held;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9219648838043212;0.5499894618988037
avoid unnecessary mm locking and scanning for OOM_DISABLE;unnecessary mm locking and scanning for OOM_DISABLE;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9120756387710572;0.7725107073783875
avoid unnecessary mm locking and scanning for OOM_DISABLE;unnecessary mm locking and scanning for OOM_DISABLE;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9637935161590576;0.4651119112968445
avoid unnecessary mm locking and scanning for OOM_DISABLE;unnecessary mm locking and scanning for OOM_DISABLE;Add the necessary rcu_read_lock();necessary;Contradicts;0.901354432106018;0.43667662143707275
Move the check for OOM_DISABLE to the badness heuristic;Reduce the number of times task_lock() needs to be held;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9587295055389404;0.5014350414276123
tasks with badness scores of 0 are prohibited from being oom killed;they would not allow for future memory freeing anyway;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;Contradicts;0.9952272176742554;0.7670942544937134
it is no longer necessary to check the oom_adj value for threads sharing the same memory (except when simply issuing SIGKILLs for threads in other thread groups);the oom_adj value is a characteristic of an mm and not a task;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9478530883789062;0.6160848736763
it is no longer necessary to check the oom_adj value for threads sharing the same memory (except when simply issuing SIGKILLs for threads in other thread groups);the oom_adj value is a characteristic of an mm and not a task;push the re-check loop out of freeze_processes into check_frozen_processes;to make the code more readable as per Rafael;Contradicts;0.9067856669425964;0.39115697145462036
Move oomkilladj (now more appropriately named oom_adj) from struct task_struct to struct mm_struct;more appropriately named;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Contradicts;0.9453167915344238;0.3020467460155487
Move oomkilladj (now more appropriately named oom_adj) from struct task_struct to struct mm_struct;more appropriately named;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9370294213294984;0.6464522480964661
Move oomkilladj (now more appropriately named oom_adj) from struct task_struct to struct mm_struct;more appropriately named;remove task_t, convert to struct task_struct;cleanup, remove;Contradicts;0.9617614150047302;0.6222831606864929
Taking task_lock() in select_bad_process() to check for OOM_DISABLE and in oom_kill_task() to check for threads sharing the same memory will be removed in the next patch in this series ;it will no longer be necessary;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9897860288619996;0.5993276834487915
Taking task_lock() in select_bad_process() to check for OOM_DISABLE and in oom_kill_task() to check for threads sharing the same memory will be removed in the next patch in this series ;it will no longer be necessary;Renames high_zoneidx to highest_zoneidx;Represents more precise meaning;Contradicts;0.9335047602653505;0.6275131106376648
Taking task_lock() in select_bad_process() to check for OOM_DISABLE and in oom_kill_task() to check for threads sharing the same memory will be removed in the next patch in this series ;it will no longer be necessary;We can trivially add both the oom memcg and task_memcg.;Now that we have a single line for the oom context.;Contradicts;0.9800918102264404;0.533928632736206
Taking task_lock() in select_bad_process() to check for OOM_DISABLE and in oom_kill_task() to check for threads sharing the same memory will be removed in the next patch in this series ;it will no longer be necessary;An admin can easily get the full oom context at a single line;makes parsing much easier;Contradicts;0.975940763950348;0.5106099843978882
Writing to /proc/pid/oom_adj for a kthread will now return -EINVAL;these threads are immune from oom killing already;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;Contradicts;0.92540442943573;0.5187196731567383
Writing to /proc/pid/oom_adj for a kthread will now return -EINVAL;these threads are immune from oom killing already;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.92230486869812;0.6237803101539612
avoid deadlock caused by race between oom and cpuset_attach;race between oom and cpuset_attach;Introduce a new state, TASK_DEAD;to avoid a confusion;Contradicts;0.9117246270179749;0.3767188787460327
avoid deadlock caused by race between oom and cpuset_attach;race between oom and cpuset_attach;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.939628541469574;0.375580757856369
avoid deadlock caused by race between oom and cpuset_attach;race between oom and cpuset_attach;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9921058416366576;0.29035329818725586
set_current_state()/schedule_timeout();to reduce kernel size;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9236894845962524;0.5029193162918091
This patch enables configuring a system so that a runaway job under one mem_exclusive cpuset cannot cause the killing of a job in another such cpuset that might be using very high compute and memory resources for a prolonged time.;prevent a runaway job in one cpuset from killing a job in another cpuset that is using high compute and memory resources for a prolonged time.;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;Contradicts;0.973744571208954;0.42155617475509644
This patch enables configuring a system so that a runaway job under one mem_exclusive cpuset cannot cause the killing of a job in another such cpuset that might be using very high compute and memory resources for a prolonged time.;prevent a runaway job in one cpuset from killing a job in another cpuset that is using high compute and memory resources for a prolonged time.;Get rid of this hardcoded behavior;push the allocation mask down the show_mem path and use it instead of cpuset_current_mems_allowed;Contradicts;0.9530337452888488;0.3681064546108246
This patch enables configuring a system so that a runaway job under one mem_exclusive cpuset cannot cause the killing of a job in another such cpuset that might be using very high compute and memory resources for a prolonged time.;prevent a runaway job in one cpuset from killing a job in another cpuset that is using high compute and memory resources for a prolonged time.;signal to the process that no memory exists;given the constraints that the process (or the configuration of the process) has placed on the allocation behavior;Contradicts;0.9394241571426392;0.25471925735473633
