;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
17;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Contradicts;0.9056867957115172
18;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;dont introduce wrappers for PageSlobFree in mm/slab.h;"just for the single callers being wrappers in mm/slob.c

Decision: fix NULL pointer deference";https://github.com/torvalds/linux/commit/50757018b4c9b02dbf7fcc0514e0fc45b8689c62;Contradicts;0.5491878986358643
19;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Dont build mm_dump_obj() on CONFIG_PRINTK=n kernels;CONFIG_PRINTK=n;https://github.com/torvalds/linux/commit/5bb1bb353cfe343fc3c84faf06f72ba309fde541;Contradicts;0.7494640350341797
20;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;"SLAB doesnt actually use page allocator directly
";no change there;https://github.com/torvalds/linux/commit/6a486c0ad4dcdee3946842c64884d2978bfe2602;Contradicts;0.614800751209259
21;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Add SPDX GPL-2.0 license identifier to files with no license;License cleanup;https://github.com/torvalds/linux/commit/b24413180f5600bcb3bb70fbed5cf186b60864bd;Contradicts;0.5493662357330322
22;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;All documentation files were explicitly excluded;explicitly excluded;https://github.com/torvalds/linux/commit/b24413180f5600bcb3bb70fbed5cf186b60864bd;Contradicts;0.7961413860321045
23;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Make dead caches discard free slabs immediately;slub;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.705373227596283
24;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;slab freezing exists;to avoid moving slabs from/to a partial list on free/alloc;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.7036742568016052
25;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9757909178733826
26;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;slab_mutex for kmem_cache_shrink is removed;after its applied, there is no need in taking the slab_mutex;https://github.com/torvalds/linux/commit/03afc0e25f7fc03537014a770f4c54ebbe63a24c;Contradicts;0.555792510509491
27;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;The new rule is: page->lru is what you use;if you want to keep your page on a list;https://github.com/torvalds/linux/commit/34bf6ef94a835a8f1d8abd3e7d38c6c08d205867;Contradicts;0.6022250056266785
28;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;No need to zero mapping since it is no longer in use;it is no longer in use;https://github.com/torvalds/linux/commit/690d5777392180fdc05a82c0c7979e50e8d93de8;Contradicts;0.7438472509384155
29;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;we dont care about the RCU head state before passing it to call_rcu();anyway;https://github.com/torvalds/linux/commit/875352c94224c88f5aa28cb77206f993bd31b7a2;Contradicts;0.6169750690460205
30;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Remove kmemtrace ftrace plugin;tracing;https://github.com/torvalds/linux/commit/039ca4e74a1cf60bd7487324a564ecf5c981f254;Contradicts;0.5884694457054138
31;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;include/linux/kmemtrace.h: header file for kmemtrace, include/trace/kmem.h: definition of kmem tracepoints;header file for kmemtrace, definition of kmem tracepoints;https://github.com/torvalds/linux/commit/02af61bb50f5d5f0322dbe5ab2a0d75808d25c7b;Contradicts;0.5356642007827759
32;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;"slob: fix bug - when slob allocates ""struct kmem_cache"", it does not force alignment";it does not force alignment;https://github.com/torvalds/linux/commit/0701a9e649bf0ffdac0a761d3c3d1041f5375d90;Contradicts;0.8599486351013184
33;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.9037435054779052
34;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Cleanup zeroing allocations;Slab allocators;https://github.com/torvalds/linux/commit/81cda6626178cd55297831296ba8ecedbfd8b52d;Contradicts;0.7338818907737732
35;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";https://github.com/torvalds/linux/commit/95b35127f13661abb0dc3459042cdb417d21e692;Contradicts;0.8492074608802795
36;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;"
Use a destructor will BUG()
";"
Any attempt to";https://github.com/torvalds/linux/commit/c59def9f222d44bb7e2f0a559f2906191a0862d7;Contradicts;0.8476876616477966
37;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.9802173376083374
38;it wants to minimize the number of calls to krealloc(), so it just uses ksize() plus some additional bytes, forcing the realloc into the next bucket size  ;so it can learn how large it is now;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Introduce a memory-zeroing variant of kmem_cache_alloc;memory-zeroing variant;https://github.com/torvalds/linux/commit/a8c0f9a41f88da703ade33f9c1626a55c786e8bb;Contradicts;0.5649020671844482
39;Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;"SLAB doesnt actually use page allocator directly
";no change there;https://github.com/torvalds/linux/commit/6a486c0ad4dcdee3946842c64884d2978bfe2602;Contradicts;0.5885317921638489
40;Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;SLUB may store empty slabs in per cpu/node partial lists instead of freeing them immediately;To speed up further allocations;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.7174647450447083
41;Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9744083881378174
42;Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.912096917629242
43;Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Cleanup zeroing allocations;Slab allocators;https://github.com/torvalds/linux/commit/81cda6626178cd55297831296ba8ecedbfd8b52d;Contradicts;0.7014736533164978
44;Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";https://github.com/torvalds/linux/commit/95b35127f13661abb0dc3459042cdb417d21e692;Contradicts;0.5201261043548584
45;Use all the space available in the chosen bucket immediately;to avoid needing to reallocate later;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.5959196090698242
46;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;patch ensures alignment on all arches and cache sizes;Still;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;Contradicts;0.5286523699760437
47;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;"SLAB doesnt actually use page allocator directly
";no change there;https://github.com/torvalds/linux/commit/6a486c0ad4dcdee3946842c64884d2978bfe2602;Contradicts;0.5880364179611206
48;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;All documentation files were explicitly excluded;explicitly excluded;https://github.com/torvalds/linux/commit/b24413180f5600bcb3bb70fbed5cf186b60864bd;Contradicts;0.7675953507423401
49;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9772728085517884
50;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;They are no longer needed;They have become so simple;https://github.com/torvalds/linux/commit/b5568280c9b9162b384be9d447013b74d682d4b3;Contradicts;0.5656084418296814
51;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;No need to zero mapping since it is no longer in use;it is no longer in use;https://github.com/torvalds/linux/commit/690d5777392180fdc05a82c0c7979e50e8d93de8;Contradicts;0.5663026571273804
52;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;we dont care about the RCU head state before passing it to call_rcu();anyway;https://github.com/torvalds/linux/commit/875352c94224c88f5aa28cb77206f993bd31b7a2;Contradicts;0.6108250021934509
53;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Remove kmemtrace ftrace plugin;tracing;https://github.com/torvalds/linux/commit/039ca4e74a1cf60bd7487324a564ecf5c981f254;Contradicts;0.5719647407531738
54;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;https://github.com/torvalds/linux/commit/039ca4e74a1cf60bd7487324a564ecf5c981f254;Contradicts;0.8100513219833374
55;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Handle that separately in krealloc();separately;https://github.com/torvalds/linux/commit/ef8b4520bd9f8294ffce9abd6158085bde5dc902;Contradicts;0.5597889423370361
56;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.9337910413742064
57;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Cleanup zeroing allocations;Slab allocators;https://github.com/torvalds/linux/commit/81cda6626178cd55297831296ba8ecedbfd8b52d;Contradicts;0.907028317451477
58;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;"
Use a destructor will BUG()
";"
Any attempt to";https://github.com/torvalds/linux/commit/c59def9f222d44bb7e2f0a559f2906191a0862d7;Contradicts;0.7482835650444031
59;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.8679873943328857
60;kmalloc(size) might give us more room than requested;might give us more room than requested;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Introduce a memory-zeroing variant of kmem_cache_alloc;memory-zeroing variant;https://github.com/torvalds/linux/commit/a8c0f9a41f88da703ade33f9c1626a55c786e8bb;Contradicts;0.615911602973938
61;Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;"SLAB doesnt actually use page allocator directly
";no change there;https://github.com/torvalds/linux/commit/6a486c0ad4dcdee3946842c64884d2978bfe2602;Contradicts;0.5381609201431274
62;Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;All documentation files were explicitly excluded;explicitly excluded;https://github.com/torvalds/linux/commit/b24413180f5600bcb3bb70fbed5cf186b60864bd;Contradicts;0.6735512614250183
63;Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.8502709865570068
64;Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.92641019821167
65;Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Cleanup zeroing allocations;Slab allocators;https://github.com/torvalds/linux/commit/81cda6626178cd55297831296ba8ecedbfd8b52d;Contradicts;0.5670173764228821
66;Put skb_shared_info exactly at the end of allocated zone;to allow max possible filling before reallocation;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.7268535494804382
67;"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Use unused field for units;instead;https://github.com/torvalds/linux/commit/b01af5c0b0414f96e6c3891e704d1c40faa18813;Contradicts;0.5630873441696167
68;"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;All documentation files were explicitly excluded;explicitly excluded;https://github.com/torvalds/linux/commit/b24413180f5600bcb3bb70fbed5cf186b60864bd;Contradicts;0.670224666595459
69;"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;we dont care about the RCU head state before passing it to call_rcu();anyway;https://github.com/torvalds/linux/commit/875352c94224c88f5aa28cb77206f993bd31b7a2;Contradicts;0.5122755765914917
70;"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.909446895122528
71;"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Cleanup zeroing allocations;Slab allocators;https://github.com/torvalds/linux/commit/81cda6626178cd55297831296ba8ecedbfd8b52d;Contradicts;0.5204084515571594
72;"the ""how much was actually allocated?"" question is answered after the allocation";the compiler hinting is not in an easy place to make the association any more;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.8094385862350464
73;This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;Use unused field for units;instead;https://github.com/torvalds/linux/commit/b01af5c0b0414f96e6c3891e704d1c40faa18813;Contradicts;0.5849506855010986
74;This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;make the kmalloc() alignment to size explicitly guaranteed for power-of-two sizes under all configurations;provide to mm users what they need without difficult workarounds or own reimplementations;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;Contradicts;0.6967347860336304
75;This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;patch ensures alignment on all arches and cache sizes;Still;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;Contradicts;0.933911383152008
76;This mismatch between the compilers view of the buffer length and the codes intention about how much it is going to actually use has already caused problems;caused problems;https://github.com/torvalds/linux/commit/05a940656e1eb2026d9ee31019d5b47e9545124d;"SLAB doesnt actually use page allocator directly
";no change there;https://github.com/torvalds/linux/commit/6a486c0ad4dcdee3946842c64884d2978bfe2602;Contradicts;0.6803680658340454
