Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
trigger wakeup key events;ACPI: button;Im fairly confident about the coverage of this conversion patch  ;Given the fact that I had only a couple of failures from tests on step 6;Similar;0.5228186249732971
trigger wakeup key events;ACPI: button;Add more run-time wake-up fields;Add more;Similar;0.6283180713653564
trigger wakeup key events;ACPI: button;Introduce a new wake-up flag, always_enabled, for marking devices that should be permanently enabled to generate run-time events  ;devices that should be permanently enabled to generate run-time events;Similar;0.6244677305221558
trigger wakeup key events;ACPI: button;Introduce a reference counter for run-wake devices and a function that will initialize all of the run-time wake-up fields for given device.;-;Similar;0.6467442512512207
trigger wakeup key events;ACPI: button;Add an API to allow devices to indicate whether or not they want their devices GPE to be enabled for both runtime and wakeup events;to allow devices to indicate whether or not they want their devices GPE to be enabled;Similar;0.6002472043037415
trigger wakeup key events;ACPI: button;complain the following warning message;"will

";Similar;0.691602349281311
trigger wakeup key events;ACPI: button;return -ENODEV;theres no lid device present;Similar;0.7080708742141724
trigger wakeup key events;ACPI: button;Some drivers need to know when a lid event occurs and get the current status;-;Similar;0.5423258543014526
trigger wakeup key events;ACPI: button;whitespace fix  ;This does not change any actual console output;Similar;0.6005638837814331
trigger wakeup key events;ACPI: button;type: Power Button;I dont think theres anything meaningful user-space can do by knowing whether a button is a control method or a fixed hardware button;Similar;0.6577267050743103
trigger wakeup key events;ACPI: button;Remove button->device pointer;button;Similar;0.5400589108467102
trigger wakeup key events;ACPI: button;convert that back to ACPI_BUTTON_NOTIFY_STATUS;to preserve user-space backward compatibility;Similar;0.5890703797340393
trigger wakeup key events;ACPI: button;Setting ->owner as done currently (pde->owner = THIS_MODULE) is racy;as correctly noted at bug #12454;Similar;0.5073410272598267
trigger wakeup key events;ACPI: button;"proc_fops is declared as ""const""";should give some thoughts;Similar;0.6085000038146973
trigger wakeup key events;ACPI: button;start using GPE from userspace;GPE is already disabled in interrupt context;Similar;0.5956869125366211
trigger wakeup key events;ACPI: button;Move all the component definitions for drivers to a single shared place, include/acpi/acpi_drivers.h  ;to have a single shared place;Similar;0.5077058672904968
trigger wakeup key events;ACPI: button;"verify by using ""input-events"" from input-utils and just closing and opening the lid";easy;Similar;0.6419345140457153
trigger wakeup key events;ACPI: button;Use proc_create()/proc_create_data() to make sure that ->proc_fops and ->data be setup;before gluing PDE to main tree;Similar;0.6098179817199707
trigger wakeup key events;ACPI: button;get rid of input BIT* duplicate defines;duplicate;Similar;0.5340925455093384
trigger wakeup key events;ACPI: button;Define the macro temporarily in a local manner;all those local definitions will be removed further in this patchset (to not break bisecting);Similar;0.5511059165000916
trigger wakeup key events;ACPI: button;Re-name acpi_bus_generate_event() to acpi_bus_generate_proc_event()  ;to make sure there is no confusion that it is for /proc/acpi/event only;Similar;0.553350567817688
trigger wakeup key events;ACPI: button;"Invoke with ; as leaving it off confuses Lindent  ";gcc doesnt care;Similar;0.5554342269897461
trigger wakeup key events;ACPI: button;Fix indentation where Lindent did get confused  ;Lindent did get confused;Similar;0.6206511855125427
trigger wakeup key events;ACPI: button;restore /proc/acpi/button/ (ala 2.6.12)  ;[ACPI];Similar;0.558139443397522
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;Similar;0.669758677482605
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;fix some coding style issues;fix some coding style issues;Similar;0.6388235092163086
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Fix some coding style issues reported by checkpatch.pl;including the following types;Similar;0.6669654846191406
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;code indent should use tabs where possible;to maintain consistency and follow coding standards;Similar;0.662419855594635
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Clean up printing messages;ACPI button;Similar;0.579156756401062
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;Similar;0.6032830476760864
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;"Remove the "" MD60198"" part from the E2215T quirk";the MD60### part of the model number differs per country/batch while all of the E2215T and E2228T models have this issue;Similar;0.5115842819213867
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Drop no longer necessary Acer SW5-012 lid_init_state quirk;no longer necessary;Similar;0.5170131921768188
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;Similar;0.5873488187789917
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;fix handling lid state changes when input device closed;-;Similar;0.7207516431808472
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Replace the existing /* fall through */ comments and its variants with the new pseudo-keyword macro fallthrough;[1];Similar;0.5901859998703003
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Delete unused proc filename macros;unused;Similar;0.6628725528717041
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Drop no longer necessary Asus T200TA lid_init_state quirk;no longer necessary;Similar;0.5030571818351746
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;drop the quirk  ;the lid_init_state=ACPI_BUTTON_LID_INIT_OPEN quirk for the Asus T200TA is no longer necessary, the lid now works properly without it;Similar;0.50851970911026
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;"Fixes: 17e5888e4e18 (""x86: Select HARDIRQS_SW_RESEND on x86"")";"(""x86: Select HARDIRQS_SW_RESEND on x86"")";Similar;0.5386618971824646
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;"
The problem here is the accesses to the PBCG and HMCG
";"
these are the pinconf0 registers for the power";Similar;0.664152979850769
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;adds the BYT_TRIG_LVL flag to this;so now it is turned into a level interrupt which fires both when low and high, iow it simply always fires leading to an interrupt storm, the tablet immediately waking up from suspend again, etc;Similar;0.5863432288169861
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Remove unused acpi_lid_notifier_[un]register() functions;unused;Similar;0.647818386554718
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Setting lid_init_state to ACPI_BUTTON_LID_INIT_OPEN on the T200TA  ;fixes the unwanted behavior, adds a DMI based quirk;Similar;0.6494263410568237
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons; the lid_init_state selection needs to be set to ACPI_BUTTON_LID_INIT_OPEN  ;In order for the Linux LID code to work properly with this implementation;Similar;0.7426531314849854
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Turn lid_blacklst DMI table into a generic quirk table;ACPI: button;Similar;0.5303126573562622
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;"Add a new ""disabled"" value for the lid_init_state module option";can be used to disable LID support on devices where it is completely broken;Similar;0.6267012357711792
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;re-using the existing option;keeps things simple and it will make it much easier to add DMI quirks which can either disable the LID completely or set another non-default lid_init_state value, both of which are necessary on some devices;Similar;0.5281673073768616
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;[ an action or a change that has been made, including a description of the patch behaviour ];[ the reason for a decision or value judgment ];Similar;0.5977117419242859
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;Similar;0.5765275955200195
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Fix an issue in button.lid_init_state=ignore mode;Reported-and-tested-by: Zhao Lijian <lijian.zhao@intel.com>;Similar;0.7071198225021362
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Fix a build warning in the ACPI button driver when CONFIG_PROC_FS is not enabled by marking the unused function as __maybe_unused;not enabled, unused;Similar;0.5873085260391235
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Variants of proc_create{,_data} that directly take a seq_file show callback;drastically reduces the boilerplate code in the callers;Similar;0.6611417531967163
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;adds an acpi_handle_debug call  ;to help debugging this;Similar;0.7092172503471375
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Fix function prototypes for module_param_call();-;Similar;0.6600857973098755
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;fix whitespace in pr_fmt() to align log entries;align log entries;Similar;0.6485673189163208
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;libinput (1.7.0+) can fix the state of the lid switch for us: you need to set the udev property LIBINPUT_ATTR_LID_SWITCH_RELIABILITY to write_open;can fix the state of the lid switch for us;Similar;0.5930302143096924
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;assume the user will use the internal keyboard before this timeout expires;logind only checks the lid switch value after a timeout;Similar;0.5073635578155518
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Reversion of button.lid_init_state=method;doing so can enter a regression loop, but facilitates users to work the reported regressions around with;Similar;0.7675127983093262
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Remove lid_init_state=method mode;Fixes: ecb10b694b72 (ACPI / button: Remove lid_init_state=method mode);Similar;0.6400704383850098
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;have a separate patch to make lid_init_state=method deprecated  ;lid_init_state=method is buggy;Similar;0.6562710404396057
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;Similar;0.5393185019493103
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Use key event type to implement ACPI lid events;Another approach;Similar;0.637181282043457
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Remove pointer to old lid_sysfs on unbind;ACPI / button;Similar;0.6349178552627563
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;When we removed the procfs dir on error or if the driver is unbound;the two variables acpi_lid_dir and acpi_button_dir were not reset;Similar;0.6028891801834106
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Correct a wrong macro usage;This patch simplies the code by merging some redundant code;Similar;0.5289863348007202
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;this patch stops sending the initial lid state to the userspace;to avoid sending the wrong lid state to the userspace to trigger such kind of wrong suspending;Similar;0.5807251334190369
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;"Mark ACPI buttons (other than the lid) as ""suspended"" during system suspend and report wakeup events on button events";To prevent propagating those events up the stack;Similar;0.6961343288421631
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Add ACPI Button event via netlink routine;-;Similar;0.6402662992477417
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;removed ACPI Button event which originally was sent to userspace via /proc/acpi/event;Remove the old /proc/acpi/event interface;Similar;0.6409099102020264
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;This caused ACPI shutdown regression on gentoo;VirtualBox;Similar;0.5265384912490845
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;add ACPI Button event back via netlink routine;Now ACPI events are sent to userspace via netlink;Similar;0.6211943626403809
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;fix button driver compile error when CONFIG_PM_SLEEP is undefined;CONFIG_PM_SLEEP is undefined;Similar;0.5933276414871216
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;compile error;CONFIG_PM_SLEEP is undefined;Similar;0.5998671054840088
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Fix enabling button GPEs twice;Fix;Similar;0.6012074947357178
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Button GPEs have been enabled in the acpi_wake_device_init() during boot;the button driver enables them for the second time;Similar;0.5454367399215698
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;remove the GPE enabling code from the button driver;to avoid the problem;Similar;0.6830571293830872
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Clean up inclusions of ACPI header files;ACPI;Similar;0.6254334449768066
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Replace direct inclusions of <acpi/acpi.h>, <acpi/acpi_bus.h> and <acpi/acpi_drivers.h> with <linux/acpi.h> inclusions and remove some inclusions of those files that arent necessary;incorrect, not necessary;Similar;0.6176339983940125
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;<acpi/acpi_bus.h> be included prior to <acpi/acpi_drivers.h>;so that the acpi_pci_root declarations the latter depends on are always there;Similar;0.5437462329864502
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Use the patch to replace the origin code;provide a better solution;Similar;0.5489006042480469
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;drop the second ACPI driver .remove() argument  ;the second ACPI driver .remove() argument is in fact useless;Similar;0.5323275327682495
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Fix unused function warnings for CONFIG_PM_SLEEP;unused function warnings;Similar;0.5509860515594482
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;remove unused procfs I/F;unused;Similar;0.5673474073410034
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Remove unused ACPI button procfs interface;unused;Similar;0.6561751365661621
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Use device wakeup flags for handling ACPI wakeup devices;for handling ACPI wakeup devices;Similar;0.612030029296875
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;use standard device wakeup flags instead of the special ACPI flags for handling those devices;address this problem;Similar;0.5983536243438721
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Use GPE reference counting to support shared GPEs  ;the wakeup enable mask bits of GPEs are set as soon as the GPEs are enabled to wake up the system;Similar;0.5459773540496826
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Update gfp.h and slab.h includes  ;prepare for breaking implicit slab.h inclusion from percpu.h;Similar;0.5609035491943359
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Prepare for this change by updating users of gfp and slab facilities;include those headers directly instead of assuming availability;Similar;0.5305806398391724
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;the following script is used as the basis of conversion;As this conversion needs to touch a large number of source files;Similar;0.608176589012146
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;prints out an error message indicating which .h file needs to be added to the file;the file doesnt have fitting include block;Similar;0.6121853590011597
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;The script was run again  ;to make sure no file was left behind;Similar;0.545164167881012
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;percpu.h modifications were reverted  ;so that it could be applied as a separate patch and serve as bisection point;Similar;0.6593773365020752
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Introduce a reference counter for run-wake devices and a function that will initialize all of the run-time wake-up fields for given device.;-;Similar;0.5108827352523804
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Add an API to allow devices to indicate whether or not they want their devices GPE to be enabled for both runtime and wakeup events;to allow devices to indicate whether or not they want their devices GPE to be enabled;Similar;0.5858546495437622
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;complain the following warning message;"will

";Similar;0.5072011947631836
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Some drivers need to know when a lid event occurs and get the current status;-;Similar;0.5754300355911255
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;whitespace fix  ;This does not change any actual console output;Similar;0.5770823955535889
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;we could install either a fixed event handler or a notify handler, but the Linux/ACPI code now handles that for us;We previously needed that so we dont need to worry about it;Similar;0.5245327353477478
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;type: Power Button;I dont think theres anything meaningful user-space can do by knowing whether a button is a control method or a fixed hardware button;Similar;0.605613648891449
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Remove button->device pointer;button;Similar;0.7165309190750122
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;We no longer need a pointer from struct acpi_button back to the struct acpi_device;no longer need;Similar;0.553475558757782
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;This patch adds temporaries to cache the acpi_device_hid(), acpi_device_name(), and acpi_device_class() pointers;so we dont have to clutter the code with so many uses of those interfaces;Similar;0.5420113801956177
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Better to oops and learn about a bug;than to silently cover it up;Similar;0.5093678832054138
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;changes a bit of whitespace to follow Linux conventions;follow Linux conventions;Similar;0.5922014117240906
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;use .notify method instead of installing handler directly  ;-;Similar;0.6287657022476196
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;The presence of .notify() causes Linux/ACPI to manage event handlers and notify handlers on our behalf  ;so we dont have to install and remove them ourselves;Similar;0.5187901258468628
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;convert that back to ACPI_BUTTON_NOTIFY_STATUS;to preserve user-space backward compatibility;Similar;0.734464168548584
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;"proc_fops is declared as ""const""";should give some thoughts;Similar;0.5907354354858398
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;start using GPE from userspace;GPE is already disabled in interrupt context;Similar;0.5337832570075989
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Move all the component definitions for drivers to a single shared place, include/acpi/acpi_drivers.h  ;to have a single shared place;Similar;0.5420655012130737
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;"verify by using ""input-events"" from input-utils and just closing and opening the lid";easy;Similar;0.6747663617134094
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Change the argument to take a pointer to an acpi_integer;support 64-bit integers on all platforms;Similar;0.6537526845932007
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;use non-racy method for proc entries creation;reduce race conditions in proc entries creation;Similar;0.6017242670059204
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Use proc_create()/proc_create_data() to make sure that ->proc_fops and ->data be setup;before gluing PDE to main tree;Similar;0.5329549908638
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;get rid of input BIT* duplicate defines;duplicate;Similar;0.6153979301452637
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Also remove includes of input.h from non-input sources only for BIT macro definition;non-input sources, BIT macro definition;Similar;0.5747215747833252
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Define the macro temporarily in a local manner;all those local definitions will be removed further in this patchset (to not break bisecting);Similar;0.556266725063324
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Re-name acpi_bus_generate_event() to acpi_bus_generate_proc_event()  ;to make sure there is no confusion that it is for /proc/acpi/event only;Similar;0.6053264141082764
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Add CONFIG_ACPI_PROC_EVENT to allow removal of /proc/acpi/event;to allow removal of /proc/acpi/event;Similar;0.6108746528625488
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;fix acpi_driver.name usage;fix;Similar;0.6222009062767029
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;ls bus/acpi/drivers  ;Display the list of ACPI drivers.;Similar;0.5217703580856323
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;"Make ""module name"" actually match the file name";cosmetic only;Similar;0.5038717985153198
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;"Invoke with ; as leaving it off confuses Lindent  ";gcc doesnt care;Similar;0.5377269983291626
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Fix indentation where Lindent did get confused  ;Lindent did get confused;Similar;0.6420853137969971
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;remove unnecessary casts and variable initializations, clean up formatting;unnecessary;Similar;0.5519067049026489
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Remove unneeded acpi_handle from driver;unneeded;Similar;0.6247016191482544
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;Use acpi_devices handle instead of drivers  ;-;Similar;0.6440543532371521
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Similar;0.6642109155654907
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;restore /proc/acpi/button/ (ala 2.6.12)  ;[ACPI];Similar;0.578319787979126
Use different notify handlers for lid and buttons  ;differentiate between lid and buttons;"Create a separate ""historical"" git archive";about 3.2GB when imported into git - space that would just make the early git days unnecessarily complicated;Similar;0.5681079626083374
Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;Fix some coding style issues reported by checkpatch.pl;including the following types;Similar;0.5325976014137268
Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;code indent should use tabs where possible;to maintain consistency and follow coding standards;Similar;0.658083438873291
Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;Clean up printing messages;ACPI button;Similar;0.5499696135520935
Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;replace the direct printk() invocations with pr_info() and drop the unneeded PREFIX symbol definition from battery.c;changes the excessive log level for some of them too;Similar;0.6433804631233215
Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;"Remove the "" MD60198"" part from the E2215T quirk";the MD60### part of the model number differs per country/batch while all of the E2215T and E2228T models have this issue;Similar;0.56956946849823
Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;Drop no longer necessary Acer SW5-012 lid_init_state quirk;no longer necessary;Similar;0.5362886190414429
Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;"Commit 78a5b53e9fb4 (""Input: soc_button_array - work around DSDTs which modify the irqflags"") adds a workaround for DSDTs with a _LID method which play tricks with the irqflags";assuming that the OS is using an irq-type of IRQ_TYPE_LEVEL_LOW;Similar;0.5038113594055176
Introduce acpi_lid_notify();lid handling in acpi_button_notify() is special;fix handling lid state changes when input device closed;-;Similar;0.6173783540725708
