Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;beef up <file_name> with checkThat and checkPasses  ;Advance version;Similar;0.6094913482666016
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Added <iden> check for MultiPointsMethod;Fix for issue <issue_link>;Similar;0.7525862455368042
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;ExpectedException allows multiple exceptions;multiple exceptions;Similar;0.5319987535476685
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Fix regression in <method_name> for paths with slashes;In JUnit <version>, <iden>(String) was changed to no longer support paths with a file separator. This has been fixed.;Similar;0.6659730076789856
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;adding annotation validators functionality;validators;Similar;0.6601013541221619
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Added more Javadoc to <file_name> for messages and when they are displayed;Put versiontag back into <method_name>;Similar;0.6022400856018066
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Added two simple tests for boolean <iden>;to test for boolean values;Similar;0.6323050260543823
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Only use a property where multiple entries need syncing  ;Using properties to define a shared version across multiple dependencies causes less issues when you have multiple dependencies that need to be kept in sync;Similar;0.5850100517272949
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Fix distribution management;distribution management;Similar;0.509880781173706
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;<iden> added;file_name;Similar;0.616395890712738
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Add tests for serialization of <method_name>;serialization;Similar;0.7007846832275391
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Remove <iden> from <file_name> and related methods;<iden> is no longer needed;Similar;0.5092096924781799
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Make serialization of <file_name> compatible with <version>;compatibility;Similar;0.5798200964927673
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Fix method names;in <method_name>;Similar;0.6161579489707947
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Make  <file_name>  abstract  ;Fix issue 30;Similar;0.5205894112586975
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Create <file_name> in org.junit.runners.model and deprecate the one in org.junit.internal.runners.model. Update <file_name> to have a useful message. This allows developers who write custom runners to properly handle multiple exceptions without depending on internal classes.;Provides a more organized structure for custom runners and reduces dependencies on internal classes.;Similar;0.560772180557251
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Improve error message  ;the thrown exception has the same class but the classes are loaded from different class loaders;Similar;0.505143404006958
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Cleaning up compile errors;from reverting hamcrest change;Similar;0.5484826564788818
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Make  <file_name>  more beautiful by creating a <iden>  <enter> extension point in  <file_name>  <enter>;beautiful;Similar;0.5057488083839417
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Incorporated <iden>s patch for <file_name>;<enter>;Similar;0.6427617073059082
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Fix javadoc on <file_name>;-;Similar;0.6183638572692871
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;reuse code properly from <file_name>;CategoriesMark2;Similar;0.545786440372467
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Rule name changes;Fixing <file_name>;Similar;0.5866439342498779
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Simplify <iden> implementation for backward compatibility;for backward compatibility;Similar;0.5752184391021729
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Improved <iden>: <file_name>  ;fails few times;Similar;0.6308915615081787
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Similar;0.5514874458312988
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Move <file_name> to experimental;Adding javadoc;Similar;0.7025926113128662
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Tweaked <file_name> a bit  ;It still seems strange that the class runner creates a statement which creates another class runner (or perhaps more class runners?);Similar;0.6243115663528442
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Comparing arrays declared as <iden> now uses array comparison. There was also a strange change to the <file_name> file that I reverted.;<none>;Similar;0.6033458113670349
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Enhanced missing test.jar error message;missing test.jar error message;Similar;0.6136516332626343
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Create a class <method_name>  ;This class keeps the data together that are needed for creating a runner for a single data set of a <file_name> test.;Similar;0.6328431367874146
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Move <file_name> to package org.junit.runners.model  ;It is common to add tests to the same package as the class under test;Similar;0.7183643579483032
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Revert changes of <otherCommit_link>;Still fixes <issue_link>, but the original fix was superfluous.;Similar;0.6256231069564819
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Delete <file_name> files;because were using Git now;Similar;0.5462692975997925
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Fixes <issue_link>;Fix <version> release notes, make sure markdown errors halt <file_name>;Similar;0.5934429168701172
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;"Update version in <file_name>; delete obsolete <file_name>; remove duplication in <file_name>";obsolete, duplication;Similar;0.5383098125457764
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Update <file_name>;to test ant profile;Similar;0.6138253808021545
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Update <iden> version, improve <file_name> javadoc, update release notes;improve <file_name> javadoc, update release notes;Similar;0.6206556558609009
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;further documentation cleanup;especially around <file_name>;Similar;0.5621603727340698
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Adding bogus markdown;should be removed later;Similar;0.505071759223938
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Fix  <method_name>  javadoc  ;Thanks to lacostej for initial pull, Closes <pr_link>;Similar;0.6413581967353821
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Fix compilation errors;Compilation errors;Similar;0.5127060413360596
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Use %n in string.format();it is generally preferable better to use %n, which will produce the platform-specific line separator;Similar;0.6244295835494995
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Use new logo and link to new website;Updated branding and improved user experience;Similar;0.5023606419563293
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;List more contributor names;more;Similar;0.5402106046676636
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Add type wildcard;wildcard;Similar;0.6914330124855042
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Fix indentation;Fix;Similar;0.5862835049629211
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Fix <issue_link>;correct link to <version> release notes;Similar;0.5970429182052612
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Fix javac build, Replace both() with <iden>()  ;Fix, <iden>();Similar;0.6429517865180969
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Fix typo in test name;Typo;Similar;0.6091978549957275
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Rename <iden>() to isException()/isThrowable();Following suggestion by @sf105;Similar;0.6697846055030823
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Update <file_name> to make the name field volatile;This ensures that the name is published across threads correctly--for instance, if a parallelized runner is used.;Similar;0.6279904842376709
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;each instead of f for the variable name;for the variable name;Similar;0.5386171936988831
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Adding <iden> annotation for field parameters;Pull request <pr_link> && <pr_link>;Similar;0.6697357892990112
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;Remove fast-tests maven target;Many of our tests store data in static fields, so the tests cannot be run in parallel;Similar;0.572930097579956
Wrap the invocation of <iden>() within a try-catch block  ;Exceptions from <iden>() were causing unrooted tests;surefire and javadoc maven plugin updates;updates;Similar;0.6245231628417969
