;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
25;Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;https://github.com/apache/dubbo/commit/71e04fb634bf76d47c9ae55637db72fd7de50076;Close all servers/ports after tests finish  ;Ensure proper cleanup;https://github.com/apache/dubbo/commit/16f7a1efe95abed080081fbdbcf18bc9ec472b1b;Contradicts;0.7016911506652832
26;Fix Dubbo-3990 <issue_link> ( <pr_link> );Fix;https://github.com/apache/dubbo/commit/15d808446d4bebc3b87f986ccc657f9e5baff728;fix test case DUBBO-135  ;test case glitch fix;https://github.com/apache/dubbo/commit/bfac27b7fe7fb1e5439604a73e0fe59db01f1457;Contradicts;0.5056796073913574
27;Fix Dubbo-3990 <issue_link> ( <pr_link> );Fix;https://github.com/apache/dubbo/commit/15d808446d4bebc3b87f986ccc657f9e5baff728;Ignore unit test <file_name> (no zk server);no zk server;https://github.com/apache/dubbo/commit/ee2aaf3ad323b7060760a70160b9299fe9820b28;Contradicts;0.6577451229095459
28;Fix Dubbo-3990 <issue_link> ( <pr_link> );Fix;https://github.com/apache/dubbo/commit/15d808446d4bebc3b87f986ccc657f9e5baff728;Fix issue#5411 (<pr_link>);Fix;https://github.com/apache/dubbo/commit/4704413b37ecdeafde73de0b6915aaa0d0b54b1c;Contradicts;0.5552086234092712
29;Fix Dubbo-3990 <issue_link> ( <pr_link> );Fix;https://github.com/apache/dubbo/commit/15d808446d4bebc3b87f986ccc657f9e5baff728;Refactor: remove;and replace it with <method_name> ( <pr_link> );https://github.com/apache/dubbo/commit/fa157deadf65d00c9884d611430ec78e585840ff;Contradicts;0.6397112011909485
30;Fix Dubbo-3990 <issue_link> ( <pr_link> );Fix;https://github.com/apache/dubbo/commit/15d808446d4bebc3b87f986ccc657f9e5baff728;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";https://github.com/apache/dubbo/commit/f490df87de45b57be8c224581a8a1a7dd9a20946;Contradicts;0.6113067865371704
31;Change to catch throwable, handle NoClassDefFoundError  ;Fix export provider error;https://github.com/apache/dubbo/commit/5668d740766f6303e789f072100cd235e4b67582;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;https://github.com/apache/dubbo/commit/28e737880ce70acb0339100a58512425cfb11fe7;Contradicts;0.5183560848236084
32;Change to catch throwable, handle NoClassDefFoundError  ;Fix export provider error;https://github.com/apache/dubbo/commit/5668d740766f6303e789f072100cd235e4b67582;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;https://github.com/apache/dubbo/commit/18773aa4d0925693839be7f53c0eee27697ebc1d;Contradicts;0.6329020261764526
33;Change to catch throwable, handle NoClassDefFoundError  ;Fix export provider error;https://github.com/apache/dubbo/commit/5668d740766f6303e789f072100cd235e4b67582;Refactor: remove;and replace it with <method_name> ( <pr_link> );https://github.com/apache/dubbo/commit/fa157deadf65d00c9884d611430ec78e585840ff;Contradicts;0.6417329907417297
34;Change to catch throwable, handle NoClassDefFoundError  ;Fix export provider error;https://github.com/apache/dubbo/commit/5668d740766f6303e789f072100cd235e4b67582;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";https://github.com/apache/dubbo/commit/f490df87de45b57be8c224581a8a1a7dd9a20946;Contradicts;0.6890775561332703
35;The token value called by consumer will be printed out in the exception information  ;In order to facilitate the consumer to better locate the failure of provider token check;https://github.com/apache/dubbo/commit/f9f10ba5225e80c34953f56123ac1702c13e45c7;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;https://github.com/apache/dubbo/commit/28e737880ce70acb0339100a58512425cfb11fe7;Contradicts;0.5603100657463074
36;The token value called by consumer will be printed out in the exception information  ;In order to facilitate the consumer to better locate the failure of provider token check;https://github.com/apache/dubbo/commit/f9f10ba5225e80c34953f56123ac1702c13e45c7;fix publish null value when use consul config center  ;fix publish null value;https://github.com/apache/dubbo/commit/5230444d5f83e586ce759d15e02ee799cf6241e7;Contradicts;0.6861371397972107
37;The token value called by consumer will be printed out in the exception information  ;In order to facilitate the consumer to better locate the failure of provider token check;https://github.com/apache/dubbo/commit/f9f10ba5225e80c34953f56123ac1702c13e45c7;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;https://github.com/apache/dubbo/commit/18773aa4d0925693839be7f53c0eee27697ebc1d;Contradicts;0.650942325592041
38;The token value called by consumer will be printed out in the exception information  ;In order to facilitate the consumer to better locate the failure of provider token check;https://github.com/apache/dubbo/commit/f9f10ba5225e80c34953f56123ac1702c13e45c7;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";https://github.com/apache/dubbo/commit/f490df87de45b57be8c224581a8a1a7dd9a20946;Contradicts;0.6257707476615906
39;add <iden> for dynamically created class;dynamically created;https://github.com/apache/dubbo/commit/841f6c2612d049ac0aa8bcbb6a00dad8d77a6fca;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;https://github.com/apache/dubbo/commit/28e737880ce70acb0339100a58512425cfb11fe7;Contradicts;0.5937725901603699
40;add <iden> for dynamically created class;dynamically created;https://github.com/apache/dubbo/commit/841f6c2612d049ac0aa8bcbb6a00dad8d77a6fca;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;https://github.com/apache/dubbo/commit/e5fe041812285869d5ab73516dd424338473bcf2;Contradicts;0.6679627895355225
41;add <iden> for dynamically created class;dynamically created;https://github.com/apache/dubbo/commit/841f6c2612d049ac0aa8bcbb6a00dad8d77a6fca;Refactor: remove;and replace it with <method_name> ( <pr_link> );https://github.com/apache/dubbo/commit/fa157deadf65d00c9884d611430ec78e585840ff;Contradicts;0.8413644433021545
42;add <iden> for dynamically created class;dynamically created;https://github.com/apache/dubbo/commit/841f6c2612d049ac0aa8bcbb6a00dad8d77a6fca;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";https://github.com/apache/dubbo/commit/f490df87de45b57be8c224581a8a1a7dd9a20946;Contradicts;0.7549942135810852
43;add <iden> for dynamically created class;dynamically created;https://github.com/apache/dubbo/commit/841f6c2612d049ac0aa8bcbb6a00dad8d77a6fca;rename package name from <iden> to impl;-;https://github.com/apache/dubbo/commit/0d1ef9b411ea06e6b8c30439a96e0290b0b9dbf6;Contradicts;0.964984655380249
44;fix test case DUBBO-135  ;test case glitch fix;https://github.com/apache/dubbo/commit/bfac27b7fe7fb1e5439604a73e0fe59db01f1457;Ignore unit test <file_name> (no zk server);no zk server;https://github.com/apache/dubbo/commit/ee2aaf3ad323b7060760a70160b9299fe9820b28;Contradicts;0.7615297436714172
45;fix test case DUBBO-135  ;test case glitch fix;https://github.com/apache/dubbo/commit/bfac27b7fe7fb1e5439604a73e0fe59db01f1457;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;https://github.com/apache/dubbo/commit/28e737880ce70acb0339100a58512425cfb11fe7;Contradicts;0.6155044436454773
46;fix test case DUBBO-135  ;test case glitch fix;https://github.com/apache/dubbo/commit/bfac27b7fe7fb1e5439604a73e0fe59db01f1457;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;https://github.com/apache/dubbo/commit/18773aa4d0925693839be7f53c0eee27697ebc1d;Contradicts;0.5846908688545227
47;fix test case DUBBO-135  ;test case glitch fix;https://github.com/apache/dubbo/commit/bfac27b7fe7fb1e5439604a73e0fe59db01f1457;Refactor: remove;and replace it with <method_name> ( <pr_link> );https://github.com/apache/dubbo/commit/fa157deadf65d00c9884d611430ec78e585840ff;Contradicts;0.6692759990692139
48;fix test case DUBBO-135  ;test case glitch fix;https://github.com/apache/dubbo/commit/bfac27b7fe7fb1e5439604a73e0fe59db01f1457;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";https://github.com/apache/dubbo/commit/f490df87de45b57be8c224581a8a1a7dd9a20946;Contradicts;0.7295998930931091
49;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Fix NPE in <file_name>  ;Fix;https://github.com/apache/dubbo/commit/bdfc5007fa5cad80d22b5c0422e55c1fcb745dc4;Contradicts;0.5248178243637085
50;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Ignore unit test <file_name> (no zk server);no zk server;https://github.com/apache/dubbo/commit/ee2aaf3ad323b7060760a70160b9299fe9820b28;Contradicts;0.9614311456680298
51;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;dont set port attribute; <file_name>  is null;https://github.com/apache/dubbo/commit/9ae6ed76c9ed7f3e3cf7b9e5f3c79e8f1504b3a0;Contradicts;0.7282512187957764
52;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Fix <issue_link> ( <pr_link> );fix;https://github.com/apache/dubbo/commit/88e52067774526637b1da973b60583607172f544;Contradicts;0.6019917130470276
53;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;fix publish null value when use consul config center  ;fix publish null value;https://github.com/apache/dubbo/commit/5230444d5f83e586ce759d15e02ee799cf6241e7;Contradicts;0.5559963583946228
54;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;https://github.com/apache/dubbo/commit/543a52abc0a86efad59f0f97f32de282321a4ab5;Contradicts;0.6781466007232666
55;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;https://github.com/apache/dubbo/commit/e5fe041812285869d5ab73516dd424338473bcf2;Contradicts;0.6428055763244629
56;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Refactor: remove;and replace it with <method_name> ( <pr_link> );https://github.com/apache/dubbo/commit/fa157deadf65d00c9884d611430ec78e585840ff;Contradicts;0.9146355390548706
57;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Close all servers/ports after tests finish  ;Ensure proper cleanup;https://github.com/apache/dubbo/commit/16f7a1efe95abed080081fbdbcf18bc9ec472b1b;Contradicts;0.7390826344490051
58;reduce the level of request data in timeout log ( <pr_link> ) <enter>  ;to control the size of log;https://github.com/apache/dubbo/commit/a5cc7a26179aab97b3bee3fcc93fe90ac0ecb29f;Ignore unit test <file_name> (no zk server);no zk server;https://github.com/apache/dubbo/commit/ee2aaf3ad323b7060760a70160b9299fe9820b28;Contradicts;0.5898419618606567
59;reduce the level of request data in timeout log ( <pr_link> ) <enter>  ;to control the size of log;https://github.com/apache/dubbo/commit/a5cc7a26179aab97b3bee3fcc93fe90ac0ecb29f;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";https://github.com/apache/dubbo/commit/f490df87de45b57be8c224581a8a1a7dd9a20946;Contradicts;0.5696312785148621
60;add switch of generic invocation with class info  ;fix;https://github.com/apache/dubbo/commit/3b03c3f29807b654b12af5376ecedd494be12acb;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;https://github.com/apache/dubbo/commit/28e737880ce70acb0339100a58512425cfb11fe7;Contradicts;0.6021525859832764
61;add switch of generic invocation with class info  ;fix;https://github.com/apache/dubbo/commit/3b03c3f29807b654b12af5376ecedd494be12acb;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;https://github.com/apache/dubbo/commit/18773aa4d0925693839be7f53c0eee27697ebc1d;Contradicts;0.5385092496871948
62;add switch of generic invocation with class info  ;fix;https://github.com/apache/dubbo/commit/3b03c3f29807b654b12af5376ecedd494be12acb;Refactor: remove;and replace it with <method_name> ( <pr_link> );https://github.com/apache/dubbo/commit/fa157deadf65d00c9884d611430ec78e585840ff;Contradicts;0.9165763854980468
63;add switch of generic invocation with class info  ;fix;https://github.com/apache/dubbo/commit/3b03c3f29807b654b12af5376ecedd494be12acb;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";https://github.com/apache/dubbo/commit/f490df87de45b57be8c224581a8a1a7dd9a20946;Contradicts;0.813592255115509
64;Fix Not Properly Closed Resources ( <pr_link> );Not Properly Closed;https://github.com/apache/dubbo/commit/2e660dfef7282b43bc58113df39e61b7a79bdf0e;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;https://github.com/apache/dubbo/commit/543a52abc0a86efad59f0f97f32de282321a4ab5;Contradicts;0.7302521467208862
65;Fix Not Properly Closed Resources ( <pr_link> );Not Properly Closed;https://github.com/apache/dubbo/commit/2e660dfef7282b43bc58113df39e61b7a79bdf0e;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;https://github.com/apache/dubbo/commit/18773aa4d0925693839be7f53c0eee27697ebc1d;Contradicts;0.5343967080116272
66;Fix Not Properly Closed Resources ( <pr_link> );Not Properly Closed;https://github.com/apache/dubbo/commit/2e660dfef7282b43bc58113df39e61b7a79bdf0e;Refactor: remove;and replace it with <method_name> ( <pr_link> );https://github.com/apache/dubbo/commit/fa157deadf65d00c9884d611430ec78e585840ff;Contradicts;0.5099112391471863
67;Fix Not Properly Closed Resources ( <pr_link> );Not Properly Closed;https://github.com/apache/dubbo/commit/2e660dfef7282b43bc58113df39e61b7a79bdf0e;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";https://github.com/apache/dubbo/commit/f490df87de45b57be8c224581a8a1a7dd9a20946;Contradicts;0.5283148884773254
68;Reduce memory allocation during address change notification;reduce allocation during export and refer at start up;https://github.com/apache/dubbo/commit/6491ed01b7ba7cdcf2c26934ca806df3a89cf2a9;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;https://github.com/apache/dubbo/commit/28e737880ce70acb0339100a58512425cfb11fe7;Contradicts;0.6434628963470459
69;Reduce memory allocation during address change notification;reduce allocation during export and refer at start up;https://github.com/apache/dubbo/commit/6491ed01b7ba7cdcf2c26934ca806df3a89cf2a9;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;https://github.com/apache/dubbo/commit/18773aa4d0925693839be7f53c0eee27697ebc1d;Contradicts;0.5615065693855286
70;Reduce memory allocation during address change notification;reduce allocation during export and refer at start up;https://github.com/apache/dubbo/commit/6491ed01b7ba7cdcf2c26934ca806df3a89cf2a9;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";https://github.com/apache/dubbo/commit/f490df87de45b57be8c224581a8a1a7dd9a20946;Contradicts;0.7367498278617859
71;return default value if not implemented;not implemented;https://github.com/apache/dubbo/commit/2d0d71385d2cd26b97e07c699f84cd58b862cef9;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;https://github.com/apache/dubbo/commit/28e737880ce70acb0339100a58512425cfb11fe7;Contradicts;0.6236183047294617
72;return default value if not implemented;not implemented;https://github.com/apache/dubbo/commit/2d0d71385d2cd26b97e07c699f84cd58b862cef9;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;https://github.com/apache/dubbo/commit/18773aa4d0925693839be7f53c0eee27697ebc1d;Contradicts;0.5670816898345947
73;return default value if not implemented;not implemented;https://github.com/apache/dubbo/commit/2d0d71385d2cd26b97e07c699f84cd58b862cef9;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";https://github.com/apache/dubbo/commit/f490df87de45b57be8c224581a8a1a7dd9a20946;Contradicts;0.6747992038726807
74;fix alibaba <file_name> setAttachment(<iden>) ( <pr_link> );bugfix;https://github.com/apache/dubbo/commit/85ad18fe22c447568f1c9bfb1c58d645c3dd7b9a;Ignore unit test <file_name> (no zk server);no zk server;https://github.com/apache/dubbo/commit/ee2aaf3ad323b7060760a70160b9299fe9820b28;Contradicts;0.6983977556228638
75;fix alibaba <file_name> setAttachment(<iden>) ( <pr_link> );bugfix;https://github.com/apache/dubbo/commit/85ad18fe22c447568f1c9bfb1c58d645c3dd7b9a;dont set port attribute; <file_name>  is null;https://github.com/apache/dubbo/commit/9ae6ed76c9ed7f3e3cf7b9e5f3c79e8f1504b3a0;Contradicts;0.5585363507270813
