;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha;similarity_rationales;contradiction_rationales
10;Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;https://github.com/apache/dubbo/commit/317e62f73fd0a9bac4b34eb8b2c31bbae591ef91;fix alibaba <file_name> setAttachment(<iden>) ( <pr_link> );bugfix;https://github.com/apache/dubbo/commit/85ad18fe22c447568f1c9bfb1c58d645c3dd7b9a;Similar;0.8151060938835144;0.5776128768920898;
11;Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;https://github.com/apache/dubbo/commit/317e62f73fd0a9bac4b34eb8b2c31bbae591ef91;support handle of exception from <iden> or <iden> ( <pr_link> ) <enter> fix <pr_link>;handle of exception from <iden> or <iden> <enter> fix <pr_link>;https://github.com/apache/dubbo/commit/b5408b752631644d5934971f4ba11d165c776536;Similar;0.8251091241836548;0.6027729511260986;
12;Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;https://github.com/apache/dubbo/commit/317e62f73fd0a9bac4b34eb8b2c31bbae591ef91;Add <file_name> name and fix <file_name> error  ;error;https://github.com/apache/dubbo/commit/0e133c59ef53c3a92030881045b23e460e93ad1f;Similar;0.8392517566680908;0.7846628427505493;
13;Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;https://github.com/apache/dubbo/commit/317e62f73fd0a9bac4b34eb8b2c31bbae591ef91;"add the router key in <file_name> (<pr_link>)
";-;https://github.com/apache/dubbo/commit/8eae30105ca005374683433964318b667d0c290c;Similar;0.803572952747345;0.6109313368797302;
14;Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;https://github.com/apache/dubbo/commit/317e62f73fd0a9bac4b34eb8b2c31bbae591ef91;fix typo:<iden> ( <pr_link> );typo;https://github.com/apache/dubbo/commit/3308a197751eeb97baddf157f53813a3447d159f;Similar;0.8112691640853882;0.7257235050201416;
15;Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;https://github.com/apache/dubbo/commit/317e62f73fd0a9bac4b34eb8b2c31bbae591ef91;Fix <issue_link> ( <pr_link> );fix;https://github.com/apache/dubbo/commit/88e52067774526637b1da973b60583607172f544;Similar;0.820050835609436;0.6700548529624939;
16;Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;https://github.com/apache/dubbo/commit/317e62f73fd0a9bac4b34eb8b2c31bbae591ef91;Make code of process callback of method cleaner in <file_name> (<pr_link>);cleaner;https://github.com/apache/dubbo/commit/b0064d78a3b929eb3b25e0de9055412cb61f48ce;Similar;0.828903079032898;0.5660650730133057;
17;Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;https://github.com/apache/dubbo/commit/317e62f73fd0a9bac4b34eb8b2c31bbae591ef91;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;https://github.com/apache/dubbo/commit/543a52abc0a86efad59f0f97f32de282321a4ab5;Similar;0.884833037853241;0.6726975440979004;
18;Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;https://github.com/apache/dubbo/commit/71e04fb634bf76d47c9ae55637db72fd7de50076;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Similar;0.8018043637275696;0.5912781953811646;
19;Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;https://github.com/apache/dubbo/commit/71e04fb634bf76d47c9ae55637db72fd7de50076;fix typo:<iden> ( <pr_link> );typo;https://github.com/apache/dubbo/commit/3308a197751eeb97baddf157f53813a3447d159f;Similar;0.8133082389831543;0.6479573845863342;
20;Fix Dubbo-3990 <issue_link> ( <pr_link> );Fix;https://github.com/apache/dubbo/commit/15d808446d4bebc3b87f986ccc657f9e5baff728;fix alibaba <file_name> setAttachment(<iden>) ( <pr_link> );bugfix;https://github.com/apache/dubbo/commit/85ad18fe22c447568f1c9bfb1c58d645c3dd7b9a;Similar;0.8050821423530579;0.6187323331832886;
21;Fix Dubbo-3990 <issue_link> ( <pr_link> );Fix;https://github.com/apache/dubbo/commit/15d808446d4bebc3b87f986ccc657f9e5baff728;fix typo ( <pr_link> );typo;https://github.com/apache/dubbo/commit/9396ace4fc00ca8f2e331b49ddabcb1e138e9e1c;Similar;0.8066344857215881;0.75819993019104;
22;Fix Dubbo-3990 <issue_link> ( <pr_link> );Fix;https://github.com/apache/dubbo/commit/15d808446d4bebc3b87f986ccc657f9e5baff728;fix typo:<iden> ( <pr_link> );typo;https://github.com/apache/dubbo/commit/3308a197751eeb97baddf157f53813a3447d159f;Similar;0.8210673332214355;0.75819993019104;
23;Fix Dubbo-3990 <issue_link> ( <pr_link> );Fix;https://github.com/apache/dubbo/commit/15d808446d4bebc3b87f986ccc657f9e5baff728;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;https://github.com/apache/dubbo/commit/543a52abc0a86efad59f0f97f32de282321a4ab5;Similar;0.8041293621063232;0.6243098974227905;
24;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;reduce the level of request data in timeout log ( <pr_link> ) <enter>  ;to control the size of log;https://github.com/apache/dubbo/commit/a5cc7a26179aab97b3bee3fcc93fe90ac0ecb29f;Similar;0.8351635932922363;0.4588490426540375;
25;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;revert (<pr_link>);performance tuning;https://github.com/apache/dubbo/commit/faec551df75cb22c65970c0d83d446e306184926;Similar;0.8183485269546509;0.4376952946186065;
26;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;Remove duplicate ut classes;duplicate;https://github.com/apache/dubbo/commit/6f70f03f35643910f1d214a180573bee511e3368;Similar;0.8617033958435059;0.7659105062484741;
27;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;Remove call of deprecated method;Deprecated;https://github.com/apache/dubbo/commit/a8aba7c71f49beaa3865e63c592c3509eed82e67;Similar;0.891352653503418;0.9005244970321655;
28;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;Remove unnecessary dependencies ;unnecessary;https://github.com/apache/dubbo/commit/09722e3a93ad4ba40edf38ebdbfd7afee4977ee6;Similar;0.854846715927124;0.9226030111312866;
29;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;Remove unused variable parameters in <file_name> (<pr_link>);unused;https://github.com/apache/dubbo/commit/5b4816dfa6ae92d0b94af4ed41c07ca6c9d0fcb9;Similar;0.8669729828834534;0.8929482102394104;
30;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;Remove unused code  ;unused;https://github.com/apache/dubbo/commit/c1b686545cc1adaa1ff69c1493a094b751cad52f;Similar;0.8522146940231323;0.8929482102394104;
31;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;Remove unnecessary null check and fix typo;unnecessary, fix typo;https://github.com/apache/dubbo/commit/6ec0225cfa9b45c8349d19019f965d5c52d40a09;Similar;0.8556498885154724;0.8103369474411011;
32;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;https://github.com/apache/dubbo/commit/e5fe041812285869d5ab73516dd424338473bcf2;Similar;0.8103709816932678;0.5551414489746094;
33;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;Reduce object allocation for <method_name>;"-
None";https://github.com/apache/dubbo/commit/c0d62ed7a83347fa469c2b2a7d75287a5feb799b;Similar;0.883053719997406;0.8509350419044495;0.522639274597168
34;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;Refactor: remove;and replace it with <method_name> ( <pr_link> );https://github.com/apache/dubbo/commit/fa157deadf65d00c9884d611430ec78e585840ff;Similar;0.8752053380012512;0.5700613856315613;
35;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;Remove unused import for unit test;clear unused import;https://github.com/apache/dubbo/commit/57c13e07430a58e77249b96af9574b3db04e6dba;Similar;0.8218733072280884;0.7533678412437439;
36;Remove redundant judgment ( <pr_link> );redundant;https://github.com/apache/dubbo/commit/53dca537089441e84160391c8f7efd7b40dd9155;remove the space ( <pr_link> );follow up for pr#4339;https://github.com/apache/dubbo/commit/b4afeb982b943ca8c6bbd261302a9e161c2e98a9;Similar;0.9469007849693298;0.3130654096603393;
37;add <iden> for dynamically created class;dynamically created;https://github.com/apache/dubbo/commit/841f6c2612d049ac0aa8bcbb6a00dad8d77a6fca;add switch of generic invocation with class info  ;fix;https://github.com/apache/dubbo/commit/3b03c3f29807b654b12af5376ecedd494be12acb;Similar;0.8804755806922913;0.8109467029571533;
38;add <iden> for dynamically created class;dynamically created;https://github.com/apache/dubbo/commit/841f6c2612d049ac0aa8bcbb6a00dad8d77a6fca;add start status for <iden> server  ;-;https://github.com/apache/dubbo/commit/efb8e304c77be92d1af4f90689cdab625fc15a99;Similar;0.8030076026916504;0.7704287767410278;
39;add <iden> for dynamically created class;dynamically created;https://github.com/apache/dubbo/commit/841f6c2612d049ac0aa8bcbb6a00dad8d77a6fca;add maven-compiler-plugin to <file_name>;to use Maven compiler plugin;https://github.com/apache/dubbo/commit/7c85e785b57d5d25707894d5874cbef9879e88cc;Similar;0.8085769414901733;0.598954439163208;
40;fix test case DUBBO-135  ;test case glitch fix;https://github.com/apache/dubbo/commit/bfac27b7fe7fb1e5439604a73e0fe59db01f1457;Fix issue#5411 (<pr_link>);Fix;https://github.com/apache/dubbo/commit/4704413b37ecdeafde73de0b6915aaa0d0b54b1c;Similar;0.801507294178009;0.709597110748291;
41;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;fix alibaba <file_name> setAttachment(<iden>) ( <pr_link> );bugfix;https://github.com/apache/dubbo/commit/85ad18fe22c447568f1c9bfb1c58d645c3dd7b9a;Similar;0.9275956749916076;0.5294555425643921;
42;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;add comment for <file_name>;see <issue_link>;https://github.com/apache/dubbo/commit/3bc4508d09756a40c85ddf0c62b94aaf5d957d58;Similar;0.8754220604896545;0.7003580927848816;
43;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Save <file_name> allocation;Performance tuning;https://github.com/apache/dubbo/commit/b5a078f186fd2e7f27a3d8c2af1bce3ff2e88e80;Similar;0.8102825284004211;0.6507061719894409;
44;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;https://github.com/apache/dubbo/commit/2245cf70bc89c229a387fd9aa59339bdb947f8d6;Similar;0.8432356119155884;0.7284587621688843;
45;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;support handle of exception from <iden> or <iden> ( <pr_link> ) <enter> fix <pr_link>;handle of exception from <iden> or <iden> <enter> fix <pr_link>;https://github.com/apache/dubbo/commit/b5408b752631644d5934971f4ba11d165c776536;Similar;0.8741880059242249;0.7596575021743774;
46;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Fix NPE in <file_name>  ;Fix;https://github.com/apache/dubbo/commit/bdfc5007fa5cad80d22b5c0422e55c1fcb745dc4;Similar;0.8832865953445435;0.8598103523254395;
47;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Change  <file_name>  and  <file_name> : scope and rules  ;scope and rules  ;https://github.com/apache/dubbo/commit/01ce1b3bf4ae94ef594ed96716d60f746ce33ac2;Similar;0.8903182744979858;0.6969242691993713;
48;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Add <file_name> name and fix <file_name> error  ;error;https://github.com/apache/dubbo/commit/0e133c59ef53c3a92030881045b23e460e93ad1f;Similar;0.8750016689300537;0.6804057359695435;
49;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Fixed typo in \<file_name\>  ;mDeamo;https://github.com/apache/dubbo/commit/22385dc804d550ea9f415bc9f96c2d6d10139e92;Similar;0.80704665184021;0.6551441550254822;
50;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Change <method_name> wait/notify to lock/condition;Fixed <pr_link>;https://github.com/apache/dubbo/commit/49af203aa20667a0568a19566c1e9892166435ae;Similar;0.8286387920379639;0.7389040589332581;
51;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;add maven-compiler-plugin to <file_name>;to use Maven compiler plugin;https://github.com/apache/dubbo/commit/7c85e785b57d5d25707894d5874cbef9879e88cc;Similar;0.876034140586853;0.6221616864204407;
52;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;"add the router key in <file_name> (<pr_link>)
";-;https://github.com/apache/dubbo/commit/8eae30105ca005374683433964318b667d0c290c;Similar;0.8904160261154175;0.6857527494430542;
53;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;fix typo ( <pr_link> );typo;https://github.com/apache/dubbo/commit/9396ace4fc00ca8f2e331b49ddabcb1e138e9e1c;Similar;0.8888777494430542;0.626356840133667;
54;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Enable <file_name> ( <pr_link> );Enable;https://github.com/apache/dubbo/commit/c8cf56bb75a9eda4aef8a649acfbb639e9ff9e1f;Similar;0.8638418912887573;0.7349613308906555;
55;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Enhance <file_name> support generate type definition which contains <iden> or <iden>;support generate type definition;https://github.com/apache/dubbo/commit/7f95cd5290ec46ec63c0dc78c04a26336e2e80d6;Similar;0.8587825298309326;0.6470663547515869;
56;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;fix typo:<iden> ( <pr_link> );typo;https://github.com/apache/dubbo/commit/3308a197751eeb97baddf157f53813a3447d159f;Similar;0.9208295345306396;0.626356840133667;
57;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;use revision in  <file_name>  ( <pr_link> );Revision use;https://github.com/apache/dubbo/commit/c98abb2f95d90bffb3ee40690c2a290f62905c63;Similar;0.9177072048187256;0.8328744173049927;
58;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;add <file_name> rule to check import order;<pr_link>;https://github.com/apache/dubbo/commit/a7cf7373863498b2b01a560a3fe0cca78ad53f0a;Similar;0.8329818248748779;0.6858243346214294;
59;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Fix <issue_link> ( <pr_link> );fix;https://github.com/apache/dubbo/commit/88e52067774526637b1da973b60583607172f544;Similar;0.8613353967666626;0.8598103523254395;
60;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Make code of process callback of method cleaner in <file_name> (<pr_link>);cleaner;https://github.com/apache/dubbo/commit/b0064d78a3b929eb3b25e0de9055412cb61f48ce;Similar;0.8384705781936646;0.6481437683105469;
61;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Adding the new methods into <file_name>  ;to manipulate the exported <iden> for service introspection ( <pr_link> );https://github.com/apache/dubbo/commit/951955ad51c602a51b4ac6ada7344eef9ee1c195;Similar;0.8183925747871399;0.6177486181259155;
62;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Adding the overriding rule for <file_name> (<pr_link>);Enhancement;https://github.com/apache/dubbo/commit/7234078e8cf49f4ee0231b6cd0237fb730446dd1;Similar;0.8620746731758118;0.8209810256958008;
63;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;https://github.com/apache/dubbo/commit/543a52abc0a86efad59f0f97f32de282321a4ab5;Similar;0.9426419734954834;0.7265825867652893;
64;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;modify consumer  <file_name> : param type from string to map;param type from string to map;https://github.com/apache/dubbo/commit/0aebefec3d4653c5144e4e68e77049d7b1198b1d;Similar;0.8127002716064453;0.6317504644393921;
65;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;https://github.com/apache/dubbo/commit/1352d4688d17c003434a5200db8cfd9693d61a41;Similar;0.8653587102890015;0.633454442024231;
66;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;https://github.com/apache/dubbo/commit/4dc0612cb64eae2afe2ac0493d44723769556326;Similar;0.8501008749008179;0.6228443384170532;
67;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";https://github.com/apache/dubbo/commit/bbacab0b32b74ba4beb90f9100980b184ac70c71;Similar;0.859062135219574;0.859091579914093;
68;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;https://github.com/apache/dubbo/commit/789775b3ae35d673028dd99e5251e92334ff14c3;Similar;0.8857384324073792;0.5511336326599121;
69;reduce the level of request data in timeout log ( <pr_link> ) <enter>  ;to control the size of log;https://github.com/apache/dubbo/commit/a5cc7a26179aab97b3bee3fcc93fe90ac0ecb29f;Reduce memory allocation during address change notification;reduce allocation during export and refer at start up;https://github.com/apache/dubbo/commit/6491ed01b7ba7cdcf2c26934ca806df3a89cf2a9;Similar;0.8435716032981873;0.5025067925453186;
70;reduce the level of request data in timeout log ( <pr_link> ) <enter>  ;to control the size of log;https://github.com/apache/dubbo/commit/a5cc7a26179aab97b3bee3fcc93fe90ac0ecb29f;Remove unused variable parameters in <file_name> (<pr_link>);unused;https://github.com/apache/dubbo/commit/5b4816dfa6ae92d0b94af4ed41c07ca6c9d0fcb9;Similar;0.860373854637146;0.4860301911830902;
71;reduce the level of request data in timeout log ( <pr_link> ) <enter>  ;to control the size of log;https://github.com/apache/dubbo/commit/a5cc7a26179aab97b3bee3fcc93fe90ac0ecb29f;Reduce object allocation for <method_name>;"-
None";https://github.com/apache/dubbo/commit/c0d62ed7a83347fa469c2b2a7d75287a5feb799b;Similar;0.8739674687385559;0.4290010929107666;0.6910886168479919
72;reduce the level of request data in timeout log ( <pr_link> ) <enter>  ;to control the size of log;https://github.com/apache/dubbo/commit/a5cc7a26179aab97b3bee3fcc93fe90ac0ecb29f;remove the space ( <pr_link> );follow up for pr#4339;https://github.com/apache/dubbo/commit/b4afeb982b943ca8c6bbd261302a9e161c2e98a9;Similar;0.8346255421638489;0.4384231567382812;
73;Fix Not Properly Closed Resources ( <pr_link> );Not Properly Closed;https://github.com/apache/dubbo/commit/2e660dfef7282b43bc58113df39e61b7a79bdf0e;fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;https://github.com/apache/dubbo/commit/d8db928d0a080767fe7ad4a3398d17ec39ec9614;Similar;0.8414785265922546;0.650315523147583;
74;Fix Not Properly Closed Resources ( <pr_link> );Not Properly Closed;https://github.com/apache/dubbo/commit/2e660dfef7282b43bc58113df39e61b7a79bdf0e;fix protocol register set false not work ( <pr_link> );not work;https://github.com/apache/dubbo/commit/8798d3852ed0e9e82f037e89f9b8cd8b96a17e49;Similar;0.8467710018157959;0.8093279600143433;
75;Reduce memory allocation during address change notification;reduce allocation during export and refer at start up;https://github.com/apache/dubbo/commit/6491ed01b7ba7cdcf2c26934ca806df3a89cf2a9;Remove call of deprecated method;Deprecated;https://github.com/apache/dubbo/commit/a8aba7c71f49beaa3865e63c592c3509eed82e67;Similar;0.8021038174629211;0.7067365646362305;
76;Reduce memory allocation during address change notification;reduce allocation during export and refer at start up;https://github.com/apache/dubbo/commit/6491ed01b7ba7cdcf2c26934ca806df3a89cf2a9;Remove unnecessary null check and fix typo;unnecessary, fix typo;https://github.com/apache/dubbo/commit/6ec0225cfa9b45c8349d19019f965d5c52d40a09;Similar;0.8071404695510864;0.697199821472168;
77;Reduce memory allocation during address change notification;reduce allocation during export and refer at start up;https://github.com/apache/dubbo/commit/6491ed01b7ba7cdcf2c26934ca806df3a89cf2a9;Reduce object allocation for <method_name>;"-
None";https://github.com/apache/dubbo/commit/c0d62ed7a83347fa469c2b2a7d75287a5feb799b;Similar;0.8347072601318359;0.4975349009037018;0.8485833406448364
